budget_per_side,dataset,draw,estimate_l2,estimate_sha256,far,instance_index,instance_position,method,model,normalized_vector_mse,phase,query_total,runtime_sec,scenario,seed,severity,squared_drift_error,target_l2,target_sha256,topk_overlap,vector_mse,clean_mask_sha256,shifted_mask_sha256
256,adult,0,0.8500515800399839,24A3F9947304E5703AAC58DDE19A392A2F82A3836D54846AFC0A385E0DCC6B46,1,1088,0,glime_independent,hgb,0.004911599186418429,full,512,0.05120410001836717,mean_shift,0,1.0,0.0022286427758659946,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.00012742642921303714,,
256,adult,0,0.8416984245040173,0C1100DC2DA1B1A2905722E1DBBA76FB2B02CB89C325FBE08F1C8D7CA12C3A9F,1,1088,0,kernelshap_independent,hgb,0.04163479137163963,full,516,0.08045629994012415,mean_shift,0,1.0,0.005647408425879879,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.001067172094941429,BA03389E36FFC559598EACD56269841DD4EF7507C9E5F59D8AB1B7C5AE9C3AA4,7B11636EEB3C08292391DA2D8674AB4698ACE48475123F50775401DF3BBA8BC8
256,adult,0,0.7695689935683091,0288DE9F4EA6052909E89F84701790289D5A40251C4C593CD8603DCDF8C4F6E5,1,1088,0,kernelshap_paired,hgb,0.014178324395362476,full,516,0.09851939999498427,mean_shift,0,1.0,0.0016867909751721397,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.0003634151066760173,2B8D8ABA070C47F93FD279282C0F4E81810ED3B90A419175687D4BACB2F1DA3A,2B8D8ABA070C47F93FD279282C0F4E81810ED3B90A419175687D4BACB2F1DA3A
256,adult,0,0.8145223607370646,089374669C37679DAE3788C9A9E8DE6D69E0182BA120EC2809DAA33D740F9D05,1,1088,0,lime_independent,hgb,0.010967694073433742,full,512,0.058278500102460384,mean_shift,0,1.0,0.00014238477991526487,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,0.0002845456315619622,,
256,adult,0,0.8520863144485812,27FA7F5539D32F3CDBC3E0BA861E12E1C90E8967C1290E7CE6B167551478F8FB,1,1088,0,lime_paired,hgb,0.011914571935210463,full,512,0.06083119986578822,mean_shift,0,1.0,0.0025676416277506165,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.0003091114115141874,,
1904,adult,0,0.8274587723717967,7A616E050A68E08CE0660B16485104DAC6646858B5C09B47743F3E84B08FEBB1,1,1088,0,lime_paired_slime_budget,hgb,0.0002941420840394023,full,3808,0.18147849990054965,mean_shift,0,1.0,8.665439904575004e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,7.631216234839769e-06,,
-1,adult,0,0.8173194828442429,3EB452795F1248A427D2E3DAAA82821E82752CAEFCEFC97D4A6C3101A97CDA73,1,1088,0,slime_independent,hgb,0.00220325617757307,full,3809,0.3848942001350224,mean_shift,0,1.0,5.428813834469459e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,5.716123337711289e-05,,
256,adult,1,0.8162060077991806,58EA71249E80156BB22F946D18031D8FC6E9A7DC76B23D3EF7642F20F0B28094,1,1088,0,glime_independent,hgb,0.009229707000190667,full,512,0.054631900042295456,mean_shift,0,1.0,8.439983616044019e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.00023945533034720116,,
256,adult,1,0.8111501370620857,26A7D6D620A4E0CD2A989E5D994A08EF8818C563693C480735E6A070AF737340,1,1088,0,kernelshap_independent,hgb,0.06698272967490833,full,516,0.08434049994684756,mean_shift,0,1.0,0.0006079946764930136,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.6,0.0017168838271340251,C6A6265C1F3058493FF52A1C9021C8CC26E444190C2ABF0139F646F22668E268,45532A844233901AD3BD7615700333364E38EF6C330CF0539C1EE653D97A8058
256,adult,1,0.7871658057581399,B3919E99E71B208E87B044D4A9143414252095E8C24BE659848B2266C3262D2C,1,1088,0,kernelshap_paired,hgb,0.023467709713152155,full,516,0.07542910007759929,mean_shift,0,1.0,0.00018706008384526638,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.000601518204198837,BE1B11BFD4F69A20F3FE5C477A3400966D7C125C614ECBC784F78D60C8D98EFE,BE1B11BFD4F69A20F3FE5C477A3400966D7C125C614ECBC784F78D60C8D98EFE
256,adult,1,0.8375906799730135,0AD816B9F40A709DD3469CD95775C52E964F014F5AF688AE2C552A08B1CF18C3,1,1088,0,lime_independent,hgb,0.0067023436835660566,full,512,0.05865499982610345,mean_shift,0,1.0,0.0006853380338509361,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.00017388546795858557,,
256,adult,1,0.8248613367234318,A424872732A0479D6D8D7E988C9F60E00F86C1FCC01E088757950FB35923A09E,1,1088,0,lime_paired,hgb,0.003142726624876218,full,512,0.05714079993776977,mean_shift,0,1.0,2.517068342188399e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,8.153483551917014e-05,,
1920,adult,1,0.8219849570621118,81C67CFCD6C8A6FE0D42046BE0A36A22E5B3E1B7879617EDA19B35713BAD8810,1,1088,0,lime_paired_slime_budget,hgb,8.800748940900888e-05,full,3840,0.1802977998740971,mean_shift,0,1.0,7.844711630430386e-08,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,2.28326451197494e-06,,
-1,adult,1,0.8314225601866936,30D58C3D394049C175E96C9C52D61CE86199393BCCA14CE144DC1DCB2D94A12E,1,1088,0,slime_independent,hgb,0.001044310993653809,full,3840,0.2848654000554234,mean_shift,0,1.0,0.00025231060763734767,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,2.7093583140333808e-05,,
256,adult,2,0.7862108329376458,D26D2C06CBCA6A71EB343B4EBBD7D82B21D9E54723E0E7E6024496BFBAF36984,1,1088,0,glime_independent,hgb,0.006205434107909486,full,512,0.0632511000148952,mean_shift,0,1.0,0.003277758490779301,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.00016099365605284755,,
256,adult,2,0.8549107838097234,319B215C5FDD8836637D8B58D84EC288F0EFB8E9BC4E68673B39B38021DBA2AE,1,1088,0,kernelshap_independent,hgb,0.042362074225142106,full,516,0.08594050002284348,mean_shift,0,1.0,0.009519017322807686,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.001085813619032646,90EDC6E91A7D640615F9554FDAC70EB38D50B7420BA9E7C83B6EFA32B47BE486,26F8BC4A8A38B92FB383F09948ACDE35017673A1514ED36AB0AA12A9ABB95D92
256,adult,2,0.8121363979750692,C1B7C1F36465D3855AA8EC98E429125123956A83DA2006F4A65903D0444507FA,1,1088,0,kernelshap_paired,hgb,0.020441907103253745,full,516,0.08755629998631775,mean_shift,0,1.0,0.0006895105092735547,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.6,0.0005239616222224454,BF672B43AC5AA1B08E1AC6DF285537F3B32FA20D493DD31344C560D7A1673EDE,BF672B43AC5AA1B08E1AC6DF285537F3B32FA20D493DD31344C560D7A1673EDE
256,adult,2,0.8204046645885156,43867B2B6A1780D0D149DAE146F17FB691C5C33997737296540C8C0574582F8E,1,1088,0,lime_independent,hgb,0.003048095210907069,full,512,0.06387099996209145,mean_shift,0,1.0,5.360946730544709e-06,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,7.90797200433769e-05,,
256,adult,2,0.8030244371611054,0E6BD12369C8355BD2A835859BE8C582232CF3D867AEBFAC568E472C8DB17FD7,1,1088,0,lime_paired,hgb,0.004079669741028959,full,512,0.06931550009176135,mean_shift,0,1.0,0.0009321382261386485,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.6,0.00010584286863335847,,
2348,adult,2,0.8192113981698529,651C8D777B05303DEEB5CFC390C9A3A289D655728EE565339ACFFC290536BA2D,1,1088,0,lime_paired_slime_budget,hgb,0.000550994730180468,full,4696,0.20454259985126555,mean_shift,0,1.0,1.8248878605776467e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,1.4294996052659674e-05,,
-1,adult,2,0.8247592552205051,3B9A86DC3FC7E71896D4A16B4DDD39E9F0E0F03F8B49722FCFBEC8EA45B60FC7,1,1088,0,slime_independent,hgb,0.003238871419476124,full,4696,0.36185939982533455,mean_shift,0,1.0,2.3509344363210278e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,8.40292141112109e-05,,
256,adult,3,0.8267874485508769,FAF0DDF363957D6A9FB997BB279CF8FC73D0E8747BEB456C1E33CA51300D4A38,1,1088,0,glime_independent,hgb,0.013100954164695127,full,512,0.05975420004688203,mean_shift,0,1.0,6.721211581466414e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.6,0.00033989088790205437,,
256,adult,3,0.846616951862202,80CFD39D630D0557BF7B736136DE4C9F3986695CE82B90162C87860BFFD3AE99,1,1088,0,kernelshap_independent,hgb,0.04567115019891986,full,516,0.06521879998035729,mean_shift,0,1.0,0.006964447670807551,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.0011706309898640562,3C629FC3740318A5421BCE46FD78BEABC9D87FE4CD941B0D3CCBCED80AFE8606,30B8FFAF7E69A08AAA51683374CE79949F7C6F492EF563418B7E8A6CC17F79AE
256,adult,3,0.7957243350439932,81239C6F94D6135BF5AF331CFD075FE12935196F3C8FF40C559E4E85BF93C32E,1,1088,0,kernelshap_paired,hgb,0.014731978176761485,full,516,0.0813436999451369,mean_shift,0,1.0,1.684269561146355e-08,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.8,0.00037760621575337155,244774B550E0228AFDE704BB081B8C8F4A41DA7D2ECDDB435F74DCABE24ACA33,244774B550E0228AFDE704BB081B8C8F4A41DA7D2ECDDB435F74DCABE24ACA33
256,adult,3,0.8184674752807027,3D85FB63AB7556C37EC00E3D0602431939DDC1883D78E3156CE423EA03F2B6E6,1,1088,0,lime_independent,hgb,0.010095598000271317,full,512,0.053343400126323104,mean_shift,0,1.0,3.014204810761909e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.6,0.0002619199888097826,,
256,adult,3,0.7959108305601991,60DAA3C839CB38FB6C337517211E3838F0E90F240C0C839D7F7C64E1A89A7195,1,1088,0,lime_paired,hgb,0.010489822644721604,full,512,0.05628869985230267,mean_shift,0,1.0,0.0017560403653289064,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,0.0002721477449526267,,
256,adult,4,0.8082768029529772,B9C6D77EDA84956C62E8F8879B98F52A4BC77C9002DAD90CDE9E9F2506B86B08,1,1088,0,glime_independent,hgb,0.009684891637488998,full,512,0.04664700012654066,mean_shift,0,1.0,0.000486987590324929,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.6,0.00025126463130236597,,
256,adult,4,0.81605786201836,05DED1E882856B25A074C9749121E4532D12156E7F68B10953AB2F280676BD6C,1,1088,0,kernelshap_independent,hgb,0.018480397772659526,full,516,0.07426699995994568,mean_shift,0,1.0,0.0010655940032910645,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.6,0.00047368472752415083,CF45742D22206FA43C7804CD1EC8428B4502A3E7C9594322FB2B0CB129EDCBD4,BCA5D3A1C32AB1CF36796916F60555F073EB76073F24D5C9829A3F29C353E97D
256,adult,4,0.8131236831917803,797E9F4B1ED10F09A8629A18A8F195B28C0FE9EF023270A38AA6C3B49D461655,1,1088,0,kernelshap_paired,hgb,0.015733052485668225,full,516,0.07254510000348091,mean_shift,0,1.0,0.0007763538671047319,0.7958058788376469,2ADC24A53E1BC434490C4624A6913240394C8BBE7E4FFE0818CA3CB658448421,0.6,0.00040326549089881534,5B67DB748608BD81E194BEF7DE8614D4723A981784927734B61272601D83A7EF,5B67DB748608BD81E194BEF7DE8614D4723A981784927734B61272601D83A7EF
256,adult,4,0.8115056434226078,1831FE11C3AB7700A84BA558980AE5C7F6039D58583986DF5E4384D7AB25F13F,1,1088,0,lime_independent,hgb,0.0044177963542464775,full,512,0.05705909989774227,mean_shift,0,1.0,0.00028351070756470886,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,1.0,0.00011461521859696065,,
256,adult,4,0.8271896176554728,00086A3769092DADD73B26B5EE6684EA98C34C82C9C5BF61CA0A55AF368CE185,1,1088,0,lime_paired,hgb,0.007543684142962877,full,512,0.05872840015217662,mean_shift,0,1.0,7.85612430404772e-05,0.8218145688126862,3955575F7BB35B2DCEAE7435474B62BAB8AB123EA9CD98499EEA78697B55C456,0.8,0.00019571318769391084,,
256,adult,0,0.6377965239174109,36D865BE94EC514837B89B655A631E53D7F14E9D08AA77E2BDA46056F437B76A,1,57,1,glime_independent,hgb,0.016999791965370967,full,512,0.05587920011021197,mean_shift,0,1.0,8.324792719628077e-05,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.0003764212477272567,,
256,adult,0,0.6844102025060393,D056367FE08DCFCA0F4778C1E5CAB4BE3F7445D4559404F0403290DDE66C9704,1,57,1,kernelshap_independent,hgb,0.016446584823193926,full,516,0.08637979999184608,mean_shift,0,1.0,0.001072125551712344,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.0003684476820791224,4ACDAC3DA20D87A92AB6BEB24AECF820F525E830387F3603D13BE3764A3B3EB8,3F3C1873249987B62951FC424DFD110D97637AAD8A0A3F22EB7C961E230B75CC
256,adult,0,0.6643530287906998,DCCD05275B80EF99EABC5532FF65CEF19FB7E9570225B93D503E921B76CDFBFB,1,57,1,kernelshap_paired,hgb,0.021608708289758256,full,516,0.06595630012452602,mean_shift,0,1.0,3.2386911028823294e-05,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.0004840931152379627,9254D9136E434D0A3097CA12139DB9D552C5BAB9AB343DF4BE0AB4D054B0067C,9254D9136E434D0A3097CA12139DB9D552C5BAB9AB343DF4BE0AB4D054B0067C
256,adult,0,0.6356161212343082,10639A3306DE0158062578FAE3CFC0B54820750B097B78028F7805BAC007A839,1,57,1,lime_independent,hgb,0.012973185518897222,full,512,0.06429030001163483,mean_shift,0,1.0,0.00014162386512413857,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00028726132001897744,,
256,adult,0,0.6655232191826173,85B4E0785152143795F308A95A91E86DDC2BA54EB1812F6EFC23B4EC3371D71D,1,57,1,lime_paired,hgb,0.01648603085707424,full,512,0.05108259990811348,mean_shift,0,1.0,0.0007296869955669592,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00036504519101946087,,
2373,adult,0,0.6367158403770797,C648969CA5B6248587291D61420993A660564CE6C5E9EC02138B3853CD2E4C44,1,57,1,lime_paired_slime_budget,hgb,0.0026308312068136983,full,4746,0.19154080003499985,mean_shift,0,1.0,0.00011027887142650247,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,5.8253699071487824e-05,,
-1,adult,0,0.6540661118067518,5FE8E09FB9EA266FE3C86CE4528921B77423933F7110295A9540850978ADE961,1,57,1,slime_independent,hgb,0.0062755563788767605,full,4747,0.3513156999833882,mean_shift,0,1.0,0.00014146824668431453,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,0.00013895774531426665,,
256,adult,1,0.6651042242593204,D0F845C2D314B37456554DA5083E07F05684338FED547EE19608963C024B770C,1,57,1,glime_independent,hgb,0.016091143032765456,full,512,0.051064700121060014,mean_shift,0,1.0,0.0006998772367023645,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.000356301309456592,,
256,adult,1,0.6856676470204239,AB8E899F9BFD247A3847F97D6128DEFB78C0F3289D30FA60A0A7079A7589632A,1,57,1,kernelshap_independent,hgb,0.008529551951043433,full,516,0.06835229997523129,mean_shift,0,1.0,0.001187913788396796,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00019108487745756188,A5FD1188EFB05FD45DB10528131DFE3367C9609DC0F36EB0D582732A0C4359D6,A16033163AA833AB6CCCDA58772080BBD1912DD620993FFCC3567F737E4DFB18
256,adult,1,0.6589012240986886,8A26FCF0F8741D3F97EC8055925BCBAD8402F5B62411A898F9BD6DC2731E6CF8,1,57,1,kernelshap_paired,hgb,0.01459267285751533,full,516,0.07273650006391108,mean_shift,0,1.0,2.3200584901568248e-06,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.0003269150737062446,D1A99490FB0257EEBBAD847A412353C65829F94DD3E412362E314A5406C41673,D1A99490FB0257EEBBAD847A412353C65829F94DD3E412362E314A5406C41673
256,adult,1,0.6356912279117823,BFD694056B8A57A9A53CA0894D1A90E2C580844B6F32842085E96FDA1C368A77,1,57,1,lime_independent,hgb,0.014310827042837348,full,512,0.05186840007081628,mean_shift,0,1.0,0.00013936035963596795,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,0.0003168803113854017,,
256,adult,1,0.6239522649640458,C32F52AE40B188EA89BED7DA92028ECE00D71870E1D87BC29F0AB756C8FB276C,1,57,1,lime_paired,hgb,0.009735809757288464,full,512,0.04817570000886917,mean_shift,0,1.0,0.0007071348454977067,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00021557708846902068,,
1920,adult,1,0.6482885874955099,AB4784D969D00444188BE8DCC61FE8FD9770C685FDEF38A2027B2E9DE7783A8D,1,57,1,lime_paired_slime_budget,hgb,0.0004856866908730574,full,3840,0.16129050008021295,mean_shift,0,1.0,1.9093898364911238e-05,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,1.0754413380785696e-05,,
-1,adult,1,0.6512664546925641,C21F5F38D1ED2E26C56B32EF7CCD0DE17546F7C0E59FA12AF821836DF24A2B31,1,57,1,slime_independent,hgb,0.0032193231460552613,full,3840,0.2765397001057863,mean_shift,0,1.0,6.789033055170005e-05,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,7.128449794820267e-05,,
256,adult,2,0.6610217176043222,D1A7019C0C739E4025DC4B65F683A250A6C1A98EC4FC4201347F254BBFE5896E,1,57,1,glime_independent,hgb,0.006083021841627113,full,512,0.04206330003216863,mean_shift,0,1.0,0.0004427352543679413,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00013469451133530183,,
256,adult,2,0.6803089994730855,758488EE82C698ADA763BDBF129E9D913EE188AF55C9FA43C59CAA2C9ADE7852,1,57,1,kernelshap_independent,hgb,0.015330694886107901,full,516,0.07444810005836189,mean_shift,0,1.0,0.0007369236572511526,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00034344874976613904,A2E983C5E8EF9EF731BD63CD6EA4B9FE16F707A0B767712134555A210E0E8454,61AAF029CF5AA90C1574A29C39003C31035064F08607653F8E11F538CAEBBFB7
256,adult,2,0.6727256096541904,1B7BC67766AC591B6EC2832F8572287EB2D98EB81E6C78D3689674159D80F18A,1,57,1,kernelshap_paired,hgb,0.015340932885577774,full,516,0.06913059996441007,mean_shift,0,1.0,0.0002851285174155172,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00034367810845758497,15D5003A89E412A98F64C0E15CD0AF818A4ED3D942332BA496E72A7DCCB50C03,15D5003A89E412A98F64C0E15CD0AF818A4ED3D942332BA496E72A7DCCB50C03
256,adult,2,0.653277087847672,7D7BA037AEA904BA4281EBBB4A3F311467FEB31CB7B8506528B173DCB160D64D,1,57,1,lime_independent,hgb,0.010058483688172758,full,512,0.05727320001460612,mean_shift,0,1.0,0.00011799428382659422,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00022272195964861773,,
256,adult,2,0.6382762758942456,701A60BC6E86C63B87DB69FBCD0347077C09DDCDC9C52B40831A796610A368C4,1,57,1,lime_paired,hgb,0.009986730557332407,full,512,0.0543959999922663,mean_shift,0,1.0,7.24512798680116e-05,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00022113315179177567,,
2427,adult,2,0.6413942771904303,E4BB8F8B12524FE7E6FEB3517BA5770AADFC3CD7EF4FF16F6EEAA549C5444A83,1,57,1,lime_paired_slime_budget,hgb,0.00024430388982182904,full,4854,0.1921165999956429,mean_shift,0,1.0,2.0446831823850178e-05,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,5.409547082616218e-06,,
-1,adult,2,0.6527594045381464,DED9B23E782459B89C512174F8B0116FB623DDB183A01FA8AE6BA4D8DF2C9F92,1,57,1,slime_independent,hgb,0.0010396834697819603,full,4854,0.3007598000112921,mean_shift,0,1.0,0.00010376282820463958,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,1.0,2.3021396363787144e-05,,
256,adult,3,0.6316695407793784,8C714CC4E20668E7D53362AF3385EBAF9FF704536E9C3E3743AD3426C3684F1F,1,57,1,glime_independent,hgb,0.008256561101140866,full,512,0.051827800227329135,mean_shift,0,1.0,0.00028567852950349025,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00018282253323797991,,
256,adult,3,0.6790063966081311,7820A7E4680A615EC61FD7C75D9BEAC098F2A2A2B51D962EA9E9E3E80A012D4D,1,57,1,kernelshap_independent,hgb,0.019185902778982872,full,516,0.08793379995040596,mean_shift,0,1.0,0.0006439256274777483,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00042981576318157653,0B5CCC8EBA7D99A33FCA5D9348D277A5B02B221947628EF5ACEF43F6F90A93BE,2C9DD3BEE47C77E43D5D26110E1BBBA0F4DCB9FC7D15CD9787F7D00D1E1977A4
256,adult,3,0.6416411188988522,191266B337D1D25FC68032F5AE9ECF88A7CB06C24D4B0B74A7B6349D32D2BCBC,1,57,1,kernelshap_paired,hgb,0.008071755915117723,full,516,0.0747996000573039,mean_shift,0,1.0,0.0005745930911237258,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00018082901643138915,6EAFC294E1180A0A03BB39D2557CD8C670F26440A83CC8FD4CC336F675747CE2,6EAFC294E1180A0A03BB39D2557CD8C670F26440A83CC8FD4CC336F675747CE2
256,adult,3,0.6540354208615831,9BAEBCA78127E004F95BBA029D2D5AC4545B23C5663369A82F69ACDD86F2C22B,1,57,1,lime_independent,hgb,0.009832543058504466,full,512,0.06460319994948804,mean_shift,0,1.0,0.00014051484124323962,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00021771902467710355,,
256,adult,3,0.6346196240166144,2078DD2F29FC51E39EDC35D060C111EC0010072277821BB0AD1B9A715B086C02,1,57,1,lime_paired,hgb,0.00940759501390327,full,512,0.049032599898055196,mean_shift,0,1.0,0.0001733532710626065,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00020830952875539567,,
256,adult,4,0.6288294801206074,7ECD8FBFB044F6A559C6A4CFE336441FEC4FD9CEC37A7F6E3C1AF0708424E22E,1,57,1,glime_independent,hgb,0.008976075895793738,full,512,0.05981779983267188,mean_shift,0,1.0,0.0004195090902333276,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00019875453154202767,,
256,adult,4,0.6690977145817768,A9517033964D170CECB9317A2A5359889799F40DA70F6868F67682A56888D020,1,57,1,kernelshap_independent,hgb,0.00930965977104397,full,516,0.07227360014803708,mean_shift,0,1.0,0.00014442642847211374,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.0002085613883040962,ACA4A10C9B89377AE942C94983887B29AE86E5F88A79C3D39AC4E4CFA69055AA,3D868D208AB1E3EE2C8F4BCAFB007609B661BCD9A6A2C2913A7BF41DA995A541
256,adult,4,0.6912882838451343,8463D2A86667C2BFAC92EF47C596194D038B2DF16B010CCC88A34F25593E1E36,1,57,1,kernelshap_paired,hgb,0.015867897989778584,full,516,0.0856073999311775,mean_shift,0,1.0,0.0017813037610442584,0.6600560559074786,93CEB7DD0C729E05997F0CD6899C9D222F6D78E1BE95994F96DDB3AA249F4512,0.8,0.00035548354242862786,C3FD675EC0124E1FF0541CA1CDFA06D12E4C7D056047F2DB50780D22A5A33F4A,C3FD675EC0124E1FF0541CA1CDFA06D12E4C7D056047F2DB50780D22A5A33F4A
256,adult,4,0.6867883532100715,D25E863EFB7A3A9BB3332D96424C577C12A757BD886ED3DF2D6B95F9B1F9F6E4,1,57,1,lime_independent,hgb,0.01745689257289741,full,512,0.05672180000692606,mean_shift,0,1.0,0.0031102712588319337,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00038654268811737956,,
256,adult,4,0.665951030837607,6BEF94923EE88FA19E103132CDBFB211EBA4907FF66C832AD9C770BF4965BB56,1,57,1,lime_paired,hgb,0.009035835337780405,full,512,0.06137689994648099,mean_shift,0,1.0,0.0007607854438388737,0.6449096340782394,CA22AC13AE209EE7E730C09D4CE0F949BB4B9D17BC0D9461C1B1A2A04E110D28,0.8,0.00020007776677701924,,
