dataset,model,window,seed,method,acc,ece,mean_conf,expl_time_s,n_window,n_explained,reference_window,window_hash,subsample_hash,dataset_fingerprint,cache_schema,seed_policy_version,lime_sampling_space,lime_pairing,pi_pairing,config_hash,source_hash,host,top3,top5,spearman,cosine,sign
electricity-temporal,hgb,9,1,shap,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.3304119000003993,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,f3e352490ea4eb56eaa5c3e787ff04be3b9173a5b8278ae72d636bc692ad46a8,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9946512965894766,1.0
electricity-temporal,hgb,9,2,lime,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.697601100000611,3172,30,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5b93e3f6a28270020745ddeab8e8c28abba41dd54b83b7f97157088e33518471,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.6190476190476191,0.9926951825540636,1.0
electricity-temporal,hgb,9,2,pi,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.1619323000013537,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5b93e3f6a28270020745ddeab8e8c28abba41dd54b83b7f97157088e33518471,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,0.9189189189189187,0.9936052005139084,1.0
electricity-temporal,hgb,9,2,shap,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.221887700001389,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5b93e3f6a28270020745ddeab8e8c28abba41dd54b83b7f97157088e33518471,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9931870285342606,1.0
electricity-temporal,hgb,9,3,lime,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.8375661000009131,3172,30,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,1d6cf7b4b5a0f697b38cbf8e95a95450d2312517619784b3878d3e3272f8b89f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.6,0.4285714285714286,0.993516146929552,1.0
electricity-temporal,hgb,9,3,pi,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.2223465000006399,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,1d6cf7b4b5a0f697b38cbf8e95a95450d2312517619784b3878d3e3272f8b89f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,0.7297297297297297,0.9998407292898894,1.0
electricity-temporal,hgb,9,3,shap,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.3111831000005622,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,1d6cf7b4b5a0f697b38cbf8e95a95450d2312517619784b3878d3e3272f8b89f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,0.975,0.9939674699219964,1.0
electricity-temporal,hgb,9,4,lime,0.8559268600252207,0.1047694004200131,0.9543837128041994,1.0246810999997251,3172,30,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5f2642f1e2b344e8e7a1bed6ead81702cd7cdea9b4e6b10085edc168322ee83f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.6666666666666669,0.9941270716146816,1.0
electricity-temporal,hgb,9,4,pi,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.356296599999041,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5f2642f1e2b344e8e7a1bed6ead81702cd7cdea9b4e6b10085edc168322ee83f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,0.7297297297297297,0.9995760708056388,1.0
electricity-temporal,hgb,9,4,shap,0.8559268600252207,0.1047694004200131,0.9543837128041994,0.4076509999995323,3172,100,1,336ad2466db122a5c852d07c2a5e32aad62937f93c5683eea7ef13f64ce5d60c,5f2642f1e2b344e8e7a1bed6ead81702cd7cdea9b4e6b10085edc168322ee83f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9951014435822748,1.0
electricity-temporal,hgb,10,0,lime,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.830960999999661,3171,30,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,291c4335489e5d7ce962c9eef3cdd2017b4485f24e4aa1f3511ffda08b57d231,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,0.8571428571428572,0.991849536350686,1.0
electricity-temporal,hgb,10,0,pi,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.2076718999996956,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,291c4335489e5d7ce962c9eef3cdd2017b4485f24e4aa1f3511ffda08b57d231,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,0.7027027027027026,0.9957217680009328,1.0
electricity-temporal,hgb,10,0,shap,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.3233443999997689,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,291c4335489e5d7ce962c9eef3cdd2017b4485f24e4aa1f3511ffda08b57d231,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9932501542151956,1.0
electricity-temporal,hgb,10,1,lime,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.9113794999993844,3171,30,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,14ad0c4d7511fa905a363d349e0dd547a6bb819c3ae93b357e54f9eb49aa3842,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.6190476190476191,0.9945657007123442,1.0
electricity-temporal,hgb,10,1,pi,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.2474896000003354,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,14ad0c4d7511fa905a363d349e0dd547a6bb819c3ae93b357e54f9eb49aa3842,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,0.027027027027027,0.982088099577058,1.0
electricity-temporal,hgb,10,1,shap,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.3577069000002666,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,14ad0c4d7511fa905a363d349e0dd547a6bb819c3ae93b357e54f9eb49aa3842,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9936948369643932,1.0
electricity-temporal,hgb,10,2,lime,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.8156978999995772,3171,30,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,96f7562a735259dff6da5c52d379aaad758f422b5c20b792ad01cbde0941faad,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.4761904761904762,0.9944946431867856,1.0
electricity-temporal,hgb,10,2,pi,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.1931204000011348,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,96f7562a735259dff6da5c52d379aaad758f422b5c20b792ad01cbde0941faad,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,-0.2162162162162162,0.977850360092388,0.3333333333333333
electricity-temporal,hgb,10,2,shap,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.3156667000002926,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,96f7562a735259dff6da5c52d379aaad758f422b5c20b792ad01cbde0941faad,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9952048821912132,1.0
electricity-temporal,hgb,10,3,lime,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.8274110000002111,3171,30,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,339a48fb0d60f051afa27d2c57e66baacf248aa7ad6d55a7f0280d0f37512c50,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.7142857142857144,0.9943031646873632,1.0
electricity-temporal,hgb,10,3,pi,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.2497354999995877,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,339a48fb0d60f051afa27d2c57e66baacf248aa7ad6d55a7f0280d0f37512c50,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,0.027027027027027,0.9936822620367396,1.0
electricity-temporal,hgb,10,3,shap,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.2945868999995582,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,339a48fb0d60f051afa27d2c57e66baacf248aa7ad6d55a7f0280d0f37512c50,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9917565724318363,1.0
electricity-temporal,hgb,10,4,lime,0.8060548722800378,0.1737153548243184,0.9730549398818714,1.0779230999996798,3171,30,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,8f2e4abda1a9c505b1cc18eb8a28078a7c5301be3f92c3f694bbc138add076e3,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,0.8,0.5000000000000001,0.9941043599153027,1.0
electricity-temporal,hgb,10,4,pi,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.31896450000022014,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,8f2e4abda1a9c505b1cc18eb8a28078a7c5301be3f92c3f694bbc138add076e3,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,0.6666666666666666,1.0,0.16216216216216214,0.9969477569704336,1.0
electricity-temporal,hgb,10,4,shap,0.8060548722800378,0.1737153548243184,0.9730549398818714,0.4283458999998402,3171,100,1,01b06c03ad0a731c9cdc69c99c906a4a1b3729ed8b65d1e468f4816b3909dccd,8f2e4abda1a9c505b1cc18eb8a28078a7c5301be3f92c3f694bbc138add076e3,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,0.9935200221760679,1.0
electricity-temporal,logreg,1,0,lime,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.4187249000005977,3172,30,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,356589cf4b4cef6a0f788baf7dec4b485da691492597466726987e90ca7ad0dd,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,0,pi,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.0800447999990865,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,356589cf4b4cef6a0f788baf7dec4b485da691492597466726987e90ca7ad0dd,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0000000000000002,1.0
electricity-temporal,logreg,1,0,shap,0.7512610340479193,0.1357873657043534,0.8228668851927474,4.570173199999772,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,356589cf4b4cef6a0f788baf7dec4b485da691492597466726987e90ca7ad0dd,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0000000000000002,1.0
electricity-temporal,logreg,1,1,lime,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.4946522999998706,3172,30,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,bc9952e0146c6ea7b53a01020f18913daa231952301b3fbb133c6f2bedb9950f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,1,pi,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.1138996999998198,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,bc9952e0146c6ea7b53a01020f18913daa231952301b3fbb133c6f2bedb9950f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,1,shap,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.0064992000006895,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,bc9952e0146c6ea7b53a01020f18913daa231952301b3fbb133c6f2bedb9950f,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,2,lime,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.4305834000006143,3172,30,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,0ac915b5a77b9152e397095e02d6f0212b2e88d2ff4c9a384db6d9c2587bf82e,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,2,pi,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.1065534999997908,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,0ac915b5a77b9152e397095e02d6f0212b2e88d2ff4c9a384db6d9c2587bf82e,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0000000000000002,1.0
electricity-temporal,logreg,1,2,shap,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.0039992999991227,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,0ac915b5a77b9152e397095e02d6f0212b2e88d2ff4c9a384db6d9c2587bf82e,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,3,lime,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.3567235999998956,3172,30,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,b46da9946cbf1b0780b65312c5195325b56ed6bfe881ae4604489dbaaa4bfc4e,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
electricity-temporal,logreg,1,3,pi,0.7512610340479193,0.1357873657043534,0.8228668851927474,0.0683482000004005,3172,100,1,f6eac31fd1aea22131cec3bf9228f334ceb3662c5ba8d8522386fe18a1e279a9,b46da9946cbf1b0780b65312c5195325b56ed6bfe881ae4604489dbaaa4bfc4e,a56ffef72cbeddf7307b7ee6b0c7688b74b8aa965fce826079937135eb0a99a1,temporal-v2-raw-space-lime,v2-raw-lime-cell-keyed,raw_mixed_feature,window_position_keyed_crn,fixed_seed_across_windows,2f0551386c3480bb7676746d2387490c7623e474170c111e7c0fa1238c421a97,401dcbb27ea88a966cfbca7cd8063507f41f826f89d3b05dacd3c216b5c5e53a,canayxps15,1.0,1.0,1.0,1.0,1.0
