dataset,model,scenario,severity,seed,method,acc,flip,dconf,ece,mean_conf,stable_frac,top3_all,top5_all,spearman_all,cosine_all,sign_all,top3_stable,top5_stable,spearman_stable,cosine_stable,sign_stable,expl_time_s
adult,logreg,missing,0.1,4,pi,0.845628881457722,0.0182215246024704,0.0138824444812985,0.0104212403792773,0.8525351340705343,0.99,0.6666666666666666,1.0,0.9824175824175824,0.996430023323838,1.0,,,,,,0.1492617130279541
adult,logreg,missing,0.2,4,shap,0.840919948133488,0.0343956868900566,0.0265247823386689,0.0176509479553347,0.8517651756211169,0.975,0.935,0.932,0.9538901098901098,0.9715350853137282,0.9738026973026972,0.9401709401709404,0.9343589743589744,0.9577120315581854,0.9754747809991636,0.9755526240141624,0.7895019054412842
adult,logreg,missing,0.2,4,lime,0.840919948133488,0.0343956868900566,0.0265247823386689,0.0176509479553347,0.8517651756211169,0.975,0.688888888888889,0.6866666666666668,0.8205128205128207,0.9510310208814312,0.9103300403300404,0.688888888888889,0.6866666666666668,0.8205128205128207,0.9510310208814312,0.9103300403300404,0.3445935249328613
adult,logreg,missing,0.2,4,pi,0.840919948133488,0.0343956868900566,0.0265247823386689,0.0176509479553347,0.8517651756211169,0.975,0.6666666666666666,0.8,0.9824175824175824,0.9927895397969808,1.0,,,,,,0.1027214527130127
adult,logreg,missing,0.3,4,shap,0.8347096157783389,0.0498873950726813,0.0377323352465298,0.0237256864535945,0.8489216780446751,0.97,0.8949999999999999,0.9,0.9352087912087912,0.956894712430197,0.9636072261072262,0.9003436426116838,0.9041237113402062,0.9356519768890904,0.958574039207114,0.9624816763992022,0.4522392749786377
adult,logreg,missing,0.3,4,lime,0.8347096157783389,0.0498873950726813,0.0377323352465298,0.0237256864535945,0.8489216780446751,0.97,0.688888888888889,0.6266666666666666,0.7931135531135532,0.9464825385639952,0.9203624153624153,0.688888888888889,0.6266666666666666,0.7931135531135532,0.9464825385639952,0.9203624153624153,0.3080108165740967
adult,logreg,missing,0.3,4,pi,0.8347096157783389,0.0498873950726813,0.0377323352465298,0.0237256864535945,0.8489216780446751,0.97,0.6666666666666666,0.8,0.9076923076923076,0.9920128015041136,1.0,,,,,,0.1066374778747558
adult,logreg,missing,0.4,4,shap,0.8276120930867399,0.0664027844127482,0.0500392410923939,0.0324900936178466,0.8482868075951868,0.95,0.8716666666666666,0.8730000000000001,0.9132307692307694,0.9366510270531132,0.9456575646575648,0.8859649122807016,0.8778947368421053,0.9161133603238868,0.9438733080414052,0.9456190739085476,0.4170358180999756
adult,logreg,missing,0.4,4,lime,0.8276120930867399,0.0664027844127482,0.0500392410923939,0.0324900936178466,0.8482868075951868,0.95,0.7444444444444446,0.6866666666666669,0.8065934065934068,0.94256933347538,0.8911841861841864,0.7530864197530863,0.6814814814814817,0.796825396825397,0.938468510958464,0.8852663797108243,0.3522834777832031
adult,logreg,missing,0.4,4,pi,0.8276120930867399,0.0664027844127482,0.0500392410923939,0.0324900936178466,0.8482868075951868,0.95,0.6666666666666666,0.8,0.956043956043956,0.9784768013486478,1.0,,,,,,0.11033296585083
adult,logreg,missing,0.5,4,shap,0.81628335494438,0.0864669350986146,0.0611435175690267,0.040394577604668,0.8474672252083834,0.92,0.8449999999999999,0.857,0.897824175824176,0.9190834830075024,0.9331311743811744,0.8605072463768116,0.8652173913043477,0.907548972766364,0.9343256722304174,0.9400580397863006,0.4642140865325928
adult,logreg,missing,0.5,4,lime,0.81628335494438,0.0864669350986146,0.0611435175690267,0.040394577604668,0.8474672252083834,0.92,0.688888888888889,0.6600000000000001,0.7657142857142858,0.929384964798904,0.8822668072668074,0.6666666666666665,0.6559999999999999,0.7440000000000001,0.9208433610891053,0.872053502053502,0.6442089080810547
adult,logreg,missing,0.5,4,pi,0.81628335494438,0.0864669350986146,0.0611435175690267,0.040394577604668,0.8474672252083834,0.92,0.6666666666666666,0.6,0.621978021978022,0.9621825802318408,1.0,,,,,,0.2132859230041504
adult,logreg,quantize,32.0,4,shap,0.8504743056029482,0.0120111922473213,0.0104335520111114,0.0081495792173401,0.8510084920988382,0.975,0.985,0.946,0.992021978021978,0.9980840648783388,1.0,0.9846153846153848,0.9466666666666668,0.9919752042828964,0.9980631728393068,1.0,0.588700532913208
adult,logreg,quantize,32.0,4,lime,0.8504743056029482,0.0120111922473213,0.0104335520111114,0.0081495792173401,0.8510084920988382,0.975,0.6777777777777778,0.6666666666666669,0.8123076923076924,0.9490589634018052,0.9075626225626224,0.6777777777777778,0.6666666666666669,0.8123076923076924,0.9490589634018052,0.9075626225626224,0.4113404750823974
adult,logreg,quantize,32.0,4,pi,0.8504743056029482,0.0120111922473213,0.0104335520111114,0.0081495792173401,0.8510084920988382,0.975,1.0,1.0,0.9604395604395608,0.9997659387735696,1.0,,,,,,0.1192452907562255
adult,logreg,quantize,16.0,4,shap,0.8507472872449328,0.0252508018835733,0.0223164628343714,0.018390224786443,0.8463170727689052,0.965,0.9633333333333332,0.918,0.9712747252747254,0.993859183051076,0.9995454545454544,0.9637305699481864,0.9191709844559584,0.971303308090873,0.9938166293117991,0.9995289684408856,0.4382917881011963
adult,logreg,quantize,16.0,4,lime,0.8507472872449328,0.0252508018835733,0.0223164628343714,0.018390224786443,0.8463170727689052,0.965,0.7222222222222224,0.6866666666666669,0.8184615384615387,0.9488027314864608,0.9163577163577162,0.7241379310344829,0.6896551724137933,0.8137173171655931,0.9472671774769978,0.9134734996803962,0.3279976844787597
adult,logreg,quantize,16.0,4,pi,0.8507472872449328,0.0252508018835733,0.0223164628343714,0.018390224786443,0.8463170727689052,0.965,1.0,1.0,0.9868131868131867,0.9997244400604696,1.0,,,,,,0.1537494659423828
adult,logreg,quantize,8.0,4,shap,0.84849518869856,0.0422439090971132,0.0369929164642895,0.0321773739824762,0.8433339243381126,0.94,0.9633333333333334,0.912,0.8757142857142859,0.9776725151313244,0.8963962287712287,0.9627659574468084,0.9138297872340426,0.8766892681786299,0.977398859121292,0.897685957659362,0.4632368087768554
adult,logreg,quantize,8.0,4,lime,0.84849518869856,0.0422439090971132,0.0369929164642895,0.0321773739824762,0.8433339243381126,0.94,0.7444444444444447,0.6466666666666667,0.7816849816849819,0.9377014724734534,0.8992292892292892,0.7380952380952381,0.6357142857142858,0.7725274725274726,0.9343935797690186,0.8975258868116012,0.3185243606567383
adult,logreg,quantize,8.0,4,pi,0.84849518869856,0.0422439090971132,0.0369929164642895,0.0321773739824762,0.8433339243381126,0.94,1.0,1.0,0.9614967314370186,0.9994943715300834,1.0,,,,,,0.129753828048706
adult,logreg,quantize,4.0,4,shap,0.8362110148092541,0.0885142974134989,0.0752748082238868,0.0687790279620999,0.8403818536527707,0.9,0.8466666666666666,0.8340000000000001,0.7135604395604395,0.9095922839282724,0.7885681956931957,0.8555555555555555,0.8322222222222221,0.72014652014652,0.9077371295973228,0.7930174917674918,0.5005943775177002
adult,logreg,quantize,4.0,4,lime,0.8362110148092541,0.0885142974134989,0.0752748082238868,0.0687790279620999,0.8403818536527707,0.9,0.6666666666666667,0.6266666666666668,0.7935531135531136,0.9393639104494792,0.8916315166315166,0.6666666666666666,0.6296296296296298,0.7877085877085878,0.9355349895500268,0.8852885797330242,0.3088939189910888
adult,logreg,quantize,4.0,4,pi,0.8362110148092541,0.0885142974134989,0.0752748082238868,0.0687790279620999,0.8403818536527707,0.9,1.0,1.0,1.0,0.9983796300207852,1.0,,,,,,0.1050035953521728
adult,logreg,quantize,2.0,4,shap,0.8007234013512591,0.1575786528355968,0.1385963869534908,0.1264139571464267,0.8323919341927035,0.83,0.54,0.706,0.5681318681318682,0.7240351944612625,0.7767167277167277,0.5401606425702811,0.7156626506024095,0.5886667549318153,0.7220077562128353,0.784986599745636,0.264371395111084
adult,logreg,quantize,2.0,4,lime,0.8007234013512591,0.1575786528355968,0.1385963869534908,0.1264139571464267,0.8323919341927035,0.83,0.7111111111111114,0.62,0.8221245421245423,0.9510685788940106,0.8926701076701079,0.7066666666666667,0.624,0.8167912087912089,0.9463810936949142,0.8880712620712622,0.2481424808502197
adult,logreg,quantize,2.0,4,pi,0.8007234013512591,0.1575786528355968,0.1385963869534908,0.1264139571464267,0.8323919341927035,0.83,0.6666666666666666,1.0,0.9472527472527472,0.9920861452573936,1.0,,,,,,0.0978806018829345
adult,logreg,gradual,0.2,4,shap,0.8179212447962875,0.138742919538661,0.1080293776538213,0.1057839326704312,0.8315344804083413,0.865,0.8466666666666666,0.8240000000000001,0.7766373626373627,0.9110723913444576,0.9003878621378621,0.8516377649325625,0.8208092485549133,0.7848440576764275,0.9082673441309824,0.9037839809516112,0.3789429664611816
adult,logreg,gradual,0.2,4,lime,0.8179212447962875,0.138742919538661,0.1080293776538213,0.1057839326704312,0.8315344804083413,0.865,0.6777777777777778,0.6666666666666666,0.7871062271062272,0.9387938690285912,0.8852153402153402,0.6666666666666666,0.6461538461538462,0.7700760777683855,0.9330345741324712,0.8804663285432516,0.3004226684570312
adult,logreg,gradual,0.2,4,pi,0.8179212447962875,0.138742919538661,0.1080293776538213,0.1057839326704312,0.8315344804083413,0.865,1.0,1.0,0.9956043956043956,0.9990231275522647,1.0,,,,,,0.1543152332305908
adult,logreg,gradual,0.4,4,shap,0.7427148024295366,0.2712755067221729,0.2237871141098235,0.2215416691264334,0.8287400588907541,0.715,0.6583333333333333,0.784,0.7067692307692307,0.744922288899504,0.8641889915639916,0.6713286713286714,0.7720279720279719,0.7325751171905018,0.7344009159800582,0.8765801797270328,0.4030003547668457
adult,logreg,gradual,0.4,4,lime,0.7427148024295366,0.2712755067221729,0.2237871141098235,0.2215416691264334,0.8287400588907541,0.715,0.688888888888889,0.6133333333333334,0.7913553113553115,0.9435805308723944,0.8964507714507713,0.6349206349206348,0.6,0.7630559916274202,0.9295076214395104,0.8891077176791461,0.2326252460479736
adult,logreg,gradual,0.4,4,pi,0.7427148024295366,0.2712755067221729,0.2237871141098235,0.2215416691264334,0.8287400588907541,0.715,1.0,1.0,0.9956043956043956,0.9965327229775804,1.0,,,,,,0.0886311531066894
adult,logreg,gradual,0.6,4,shap,0.642530539821197,0.3916604108373712,0.3382153033014061,0.335969858318016,0.8342774380400979,0.58,0.6133333333333334,0.7739999999999999,0.6549670329670328,0.6006790990639981,0.8546120407370407,0.6178160919540232,0.7603448275862069,0.7014778325123152,0.5944822567980822,0.8710598548960616,0.54510498046875
adult,logreg,gradual,0.6,4,lime,0.642530539821197,0.3916604108373712,0.3382153033014061,0.335969858318016,0.8342774380400979,0.58,0.7222222222222224,0.6400000000000002,0.790769230769231,0.947272811586104,0.8832173382173383,0.6833333333333332,0.63,0.7767032967032967,0.9373379766144468,0.8771803196803196,0.3829185962677002
adult,logreg,gradual,0.6,4,pi,0.642530539821197,0.3916604108373712,0.3382153033014061,0.335969858318016,0.8342774380400979,0.58,1.0,1.0,0.9824175824175824,0.9921997567093288,1.0,,,,,,0.1795215606689453
adult,logreg,gradual,0.8,4,shap,0.5365454173206852,0.5073363816283355,0.444581433130306,0.442335988146916,0.8472234659911406,0.455,0.57,0.754,0.6278021978021978,0.4933292333647339,0.8478847680097681,0.564102564102564,0.7362637362637361,0.6871392343919817,0.5162610938429041,0.8639138029247919,0.4470953941345215
adult,logreg,gradual,0.8,4,lime,0.5365454173206852,0.5073363816283355,0.444581433130306,0.442335988146916,0.8472234659911406,0.455,0.6444444444444445,0.62,0.7673260073260074,0.9299271199967898,0.882049247049247,0.5925925925925926,0.588888888888889,0.7169719169719168,0.9097231582608292,0.862363870697204,0.264918565750122
adult,logreg,gradual,0.8,4,pi,0.5365454173206852,0.5073363816283355,0.444581433130306,0.442335988146916,0.8472234659911406,0.455,1.0,1.0,0.9736263736263736,0.9862126387354122,1.0,,,,,,0.1185879707336425
adult,logreg,gradual,1.0,4,shap,0.4302873131781887,0.6161878113696854,0.5374600877627396,0.5352146427793496,0.8687508481670616,0.36,0.5433333333333333,0.7399999999999999,0.6092307692307692,0.4148166600680436,0.8442319902319904,0.5833333333333334,0.7277777777777776,0.6722832722832722,0.4871533046439404,0.8656034551867885,0.3709518909454345
adult,logreg,gradual,1.0,4,lime,0.4302873131781887,0.6161878113696854,0.5374600877627396,0.5352146427793496,0.8687508481670616,0.36,0.6444444444444445,0.6066666666666668,0.7337728937728939,0.9240936626619788,0.8634485884485883,0.5476190476190477,0.5285714285714286,0.6518053375196232,0.8925665614252161,0.8460594960594962,0.3227772712707519
adult,logreg,gradual,1.0,4,pi,0.4302873131781887,0.6161878113696854,0.5374600877627396,0.5352146427793496,0.8687508481670616,0.36,1.0,1.0,0.9736263736263736,0.978692796257435,1.0,,,,,,0.1327376365661621
adult,rf,baseline,0.0,4,shap,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
adult,rf,baseline,0.0,4,lime,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
adult,rf,baseline,0.0,4,pi,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
adult,rf,mean_shift,0.25,4,shap,0.8526581587388248,0.0230669487476967,0.0231296756472392,0.0383167139930753,0.8162238505253588,0.975,0.895,0.911,0.967802197802198,0.9765198697408716,0.984983585858586,0.8957264957264957,0.9117948717948718,0.9687348548887008,0.9778002410953138,0.9861939911939912,6.100555896759033
adult,rf,mean_shift,0.25,4,lime,0.8526581587388248,0.0230669487476967,0.0231296756472392,0.0383167139930753,0.8162238505253588,0.975,0.7000000000000001,0.7000000000000003,0.5122344322344322,0.907614524685643,0.7032966107966108,0.7000000000000001,0.7000000000000003,0.5122344322344322,0.907614524685643,0.7032966107966108,0.729363203048706
adult,rf,mean_shift,0.25,4,pi,0.8526581587388248,0.0230669487476967,0.0231296756472392,0.0383167139930753,0.8162238505253588,0.975,1.0,0.8,0.9824175824175824,0.9924940668831812,1.0,,,,,,0.9908034801483154
adult,rf,mean_shift,0.5,4,shap,0.846584317204668,0.0399235651402443,0.0414102417561807,0.0439846162377235,0.804791655439856,0.96,0.8599999999999999,0.879,0.929692307692308,0.9415103498507074,0.9684469696969696,0.859375,0.8812500000000001,0.9322802197802198,0.9459929334532878,0.9696206860269362,4.165045738220215
adult,rf,mean_shift,0.5,4,lime,0.846584317204668,0.0399235651402443,0.0414102417561807,0.0439846162377235,0.804791655439856,0.96,0.6,0.6133333333333334,0.527912087912088,0.905568112609356,0.7003229178229178,0.6,0.6133333333333334,0.527912087912088,0.905568112609356,0.7003229178229178,0.8437788486480713
adult,rf,mean_shift,0.5,4,pi,0.846584317204668,0.0399235651402443,0.0414102417561807,0.0439846162377235,0.804791655439856,0.96,1.0,0.8,0.9824175824175824,0.9899454372382742,1.0,,,,,,0.8349690437316895
adult,rf,mean_shift,1.0,4,shap,0.5687572510748652,0.4927318637821606,0.3990114330719751,0.3970487969371961,0.6948306722602405,0.47,0.5933333333333333,0.777,0.5414505494505495,0.2180968996710987,0.8025775613275613,0.648936170212766,0.7744680851063827,0.5994856207622166,0.2825609095034741,0.8235504743483466,4.451592206954956
adult,rf,mean_shift,1.0,4,lime,0.5687572510748652,0.4927318637821606,0.3990114330719751,0.3970487969371961,0.6948306722602405,0.47,0.6333333333333334,0.6800000000000002,0.4874725274725274,0.8914393783379696,0.6830940355940357,0.6190476190476192,0.6571428571428573,0.4361067503924646,0.8717849761326409,0.6920650777793634,0.8152961730957031
adult,rf,mean_shift,1.0,4,pi,0.5687572510748652,0.4927318637821606,0.3990114330719751,0.3970487969371961,0.6948306722602405,0.47,0.3333333333333333,0.6,0.7318681318681319,0.8110418780311277,1.0,,,,,,0.7734658718109131
adult,rf,mean_shift,1.5,4,shap,0.2470483859960417,0.8235856138674674,0.5022489060554254,0.5001556590786361,0.7397094204708039,0.175,0.5183333333333333,0.794,0.470065934065934,0.0985921372823798,0.7868717532467534,0.6000000000000001,0.8228571428571428,0.5679748822605967,0.4099301609300564,0.8620603999175428,6.365681409835815
adult,rf,mean_shift,1.5,4,lime,0.2470483859960417,0.8235856138674674,0.5022489060554254,0.5001556590786361,0.7397094204708039,0.175,0.5888888888888889,0.5866666666666667,0.4533333333333333,0.873652084285348,0.677938727938728,0.5555555555555555,0.6333333333333333,0.3267399267399267,0.7935450995843106,0.6488303363303364,0.7577681541442871
adult,rf,mean_shift,1.5,4,pi,0.2470483859960417,0.8235856138674674,0.5022489060554254,0.5001556590786361,0.7397094204708039,0.175,0.3333333333333333,0.6,0.4505494505494505,0.6714305732358163,0.75,,,,,,0.8095722198486328
adult,rf,mean_shift,2.0,4,shap,0.2450692690916535,0.8255647307718555,0.5068147739589941,0.5045766910604925,0.7440412298348422,0.175,0.4966666666666666,0.797,0.4599120879120879,0.0900880091522241,0.7832306998556998,0.6000000000000001,0.8228571428571428,0.558806907378336,0.403425401733359,0.8579787672644815,3.898076057434082
adult,rf,mean_shift,2.0,4,lime,0.2450692690916535,0.8255647307718555,0.5068147739589941,0.5045766910604925,0.7440412298348422,0.175,0.6,0.6066666666666669,0.4208058608058608,0.8359799524909203,0.6687924112924114,0.5555555555555555,0.6,0.476923076923077,0.7388926948476885,0.6481851481851482,0.8538820743560791
adult,rf,mean_shift,2.0,4,pi,0.2450692690916535,0.8255647307718555,0.5068147739589941,0.5045766910604925,0.7440412298348422,0.175,0.3333333333333333,0.6,0.4197802197802198,0.6526775613324219,0.75,,,,,,0.9820101261138916
adult,rf,noise,0.1,4,shap,0.8560021838531359,0.0079847130280488,0.0088438195889345,0.0334272452002939,0.8286083758842484,0.99,0.9683333333333334,0.964,0.984,0.9941419838439765,0.9907373737373736,0.9696969696969696,0.9646464646464646,0.9844821844821844,0.994810438110842,0.9906438118559332,4.614068269729614
adult,rf,noise,0.1,4,lime,0.8560021838531359,0.0079847130280488,0.0088438195889345,0.0334272452002939,0.8286083758842484,0.99,0.6444444444444444,0.6533333333333334,0.5545787545787545,0.915322411782318,0.7446440596440597,0.6444444444444444,0.6533333333333334,0.5545787545787545,0.915322411782318,0.7446440596440597,0.7556955814361572
adult,rf,noise,0.1,4,pi,0.8560021838531359,0.0079847130280488,0.0088438195889345,0.0334272452002939,0.8286083758842484,0.99,1.0,0.8,0.978021978021978,0.9936405642984398,1.0,,,,,,1.8641788959503172
adult,rf,noise,0.25,4,shap,0.849450624445506,0.0254555381150617,0.0230241751727,0.0317443681150119,0.8258980269059167,0.975,0.9133333333333332,0.91,0.9488131868131868,0.9739961648210396,0.9664889971139972,0.9162393162393162,0.9128205128205128,0.9506565229642152,0.9769527525943448,0.9678519628519628,6.102190256118774
adult,rf,noise,0.25,4,lime,0.849450624445506,0.0254555381150617,0.0230241751727,0.0317443681150119,0.8258980269059167,0.975,0.6666666666666666,0.6466666666666668,0.556043956043956,0.9007729732835316,0.7313585488585489,0.6551724137931034,0.6482758620689656,0.559226979916635,0.9002475690207008,0.735026085026085,0.8396518230438232
adult,rf,noise,0.25,4,pi,0.849450624445506,0.0254555381150617,0.0230241751727,0.0317443681150119,0.8258980269059167,0.975,1.0,0.8,0.9604395604395608,0.994060901650405,1.0,,,,,,1.0346434116363523
adult,rf,noise,0.5,4,shap,0.8250870128983826,0.0722036443049204,0.058960645969027,0.0270848910519136,0.8163711818430037,0.93,0.8283333333333335,0.8510000000000001,0.8638681318681318,0.8774377084122575,0.9334363275613276,0.8369175627240144,0.8569892473118278,0.8734491315136478,0.8988575966641362,0.935368857546277,6.082222938537598
adult,rf,noise,0.5,4,lime,0.8250870128983826,0.0722036443049204,0.058960645969027,0.0270848910519136,0.8163711818430037,0.93,0.6111111111111109,0.6333333333333334,0.5078388278388278,0.8917569993330989,0.71998001998002,0.5977011494252873,0.6275862068965516,0.4932929139825691,0.8901510566684413,0.7103241586000206,1.5908856391906738
adult,rf,noise,0.5,4,pi,0.8250870128983826,0.0722036443049204,0.058960645969027,0.0270848910519136,0.8163711818430037,0.93,0.6666666666666666,0.8,0.9384615384615383,0.9474576903992822,1.0,,,,,,1.1277458667755127
adult,rf,noise,0.75,4,shap,0.7829795946222616,0.1380604654336996,0.1020166449157788,0.0524902446681113,0.8023678894569891,0.85,0.785,0.816,0.8206813186813187,0.8059053360164063,0.9200550144300146,0.8098039215686276,0.8258823529411763,0.8474208144796381,0.8767016965641584,0.928466386554622,5.608194351196289
adult,rf,noise,0.75,4,lime,0.7829795946222616,0.1380604654336996,0.1020166449157788,0.0524902446681113,0.8023678894569891,0.85,0.5999999999999999,0.6466666666666667,0.5516483516483517,0.8597021865374731,0.7411765086765086,0.6,0.624,0.5407472527472528,0.8540023843566676,0.7392299922299922,0.82631516456604
adult,rf,noise,0.75,4,pi,0.7829795946222616,0.1380604654336996,0.1020166449157788,0.0524902446681113,0.8023678894569891,0.85,0.6666666666666666,1.0,0.8989010989010989,0.9557376489962144,1.0,,,,,,1.049767255783081
adult,rf,noise,1.0,4,shap,0.7481744352692281,0.1889715416638231,0.1323769743638003,0.0745170932518423,0.7891783031940259,0.77,0.7316666666666666,0.7830000000000001,0.7325494505494506,0.6457595750818846,0.8793051948051948,0.7857142857142858,0.8064935064935064,0.7702583131154559,0.7666723500859971,0.8965620959127452,4.630221366882324
adult,rf,noise,1.0,4,lime,0.7481744352692281,0.1889715416638231,0.1323769743638003,0.0745170932518423,0.7891783031940259,0.77,0.5999999999999999,0.5866666666666666,0.4984615384615384,0.8905542247117908,0.6916817441817443,0.5873015873015872,0.6095238095238096,0.5108320251177394,0.8863743979674753,0.6941095941095939,1.0050334930419922
adult,rf,noise,1.0,4,pi,0.7481744352692281,0.1889715416638231,0.1323769743638003,0.0745170932518423,0.7891783031940259,0.77,0.6666666666666666,0.6,0.6087912087912088,0.8075696560555572,1.0,,,,,,1.5191645622253418
adult,rf,missing,0.1,4,shap,0.8538183307172592,0.0112604927318637,0.0095919177743686,0.032494209017816,0.8270794646554377,0.99,0.9683333333333332,0.973,0.972,0.9815204523057924,0.9896585497835498,0.9730639730639732,0.9747474747474748,0.9772893772893774,0.98738949098232,0.9915582593612896,4.503785371780396
adult,rf,missing,0.1,4,lime,0.8538183307172592,0.0112604927318637,0.0095919177743686,0.032494209017816,0.8270794646554377,0.99,0.6555555555555554,0.6866666666666669,0.4537728937728937,0.8831310846763084,0.6618139268139268,0.6555555555555554,0.6866666666666669,0.4537728937728937,0.8831310846763084,0.6618139268139268,0.732839822769165
adult,rf,missing,0.1,4,pi,0.8538183307172592,0.0112604927318637,0.0095919177743686,0.032494209017816,0.8270794646554377,0.99,0.6666666666666666,0.8,0.9736263736263736,0.988725561748366,1.0,,,,,,1.157421588897705
adult,rf,missing,0.2,4,shap,0.8515662321708866,0.0191087149389203,0.0169933315781839,0.0326954884700837,0.8240752480833832,0.99,0.9616666666666668,0.956,0.955736263736264,0.9738155805787824,0.98108658008658,0.9629629629629628,0.9565656565656564,0.9571317571317572,0.9750066280131094,0.981456702668824,15.327398300170898
adult,rf,missing,0.2,4,lime,0.8515662321708866,0.0191087149389203,0.0169933315781839,0.0326954884700837,0.8240752480833832,0.99,0.6222222222222222,0.64,0.4928937728937728,0.896494981037547,0.7231228031228032,0.6222222222222222,0.64,0.4928937728937728,0.896494981037547,0.7231228031228032,1.4768595695495603
adult,rf,missing,0.2,4,pi,0.8515662321708866,0.0191087149389203,0.0169933315781839,0.0326954884700837,0.8240752480833832,0.99,0.6666666666666666,0.8,0.978021978021978,0.9953685761035452,1.0,,,,,,1.983391523361206
adult,rf,missing,0.3,4,shap,0.8458336176892104,0.0293455265133419,0.0258843793294765,0.0328091166085995,0.8206403002646506,0.945,0.91,0.914,0.9216483516483516,0.9367112229444284,0.9627505411255411,0.9188712522045857,0.9195767195767196,0.9333449619163904,0.9514648291446424,0.9684185009581836,5.711803913116455
adult,rf,missing,0.3,4,lime,0.8458336176892104,0.0293455265133419,0.0258843793294765,0.0328091166085995,0.8206403002646506,0.945,0.6222222222222222,0.66,0.4991941391941392,0.8956842813600476,0.7196755096755098,0.6190476190476192,0.6571428571428571,0.4941915227629513,0.8924202867173031,0.713045188938046,1.2429888248443604
adult,rf,missing,0.3,4,pi,0.8458336176892104,0.0293455265133419,0.0258843793294765,0.0328091166085995,0.8206403002646506,0.945,0.6666666666666666,0.8,0.978021978021978,0.9904799528200516,1.0,,,,,,1.1883594989776611
adult,rf,missing,0.4,4,shap,0.8429673104483724,0.0356241042789872,0.033266142610443,0.0314995778707459,0.8178090825381106,0.95,0.8983333333333333,0.8980000000000001,0.8958021978021978,0.9289411304375962,0.9532974386724388,0.905263157894737,0.9,0.9044303065355696,0.9389073262185176,0.957873851294904,4.839002847671509
adult,rf,missing,0.4,4,lime,0.8429673104483724,0.0356241042789872,0.033266142610443,0.0314995778707459,0.8178090825381106,0.95,0.5999999999999999,0.68,0.5211721611721611,0.8806562186349728,0.7172154697154698,0.5977011494252873,0.6827586206896553,0.528154604016673,0.8814137334929185,0.7173164957647715,0.6787080764770508
adult,rf,missing,0.4,4,pi,0.8429673104483724,0.0356241042789872,0.033266142610443,0.0314995778707459,0.8178090825381106,0.95,0.3333333333333333,0.6,0.8593406593406594,0.872889849206081,1.0,,,,,,1.2380881309509275
adult,rf,missing,0.5,4,shap,0.8389408312290998,0.0462021429058895,0.0404451136500375,0.0353265635940209,0.8143388925910279,0.93,0.8583333333333334,0.872,0.8758021978021978,0.9152729496493348,0.9408180014430012,0.8709677419354839,0.8838709677419355,0.8940564811532554,0.934984295418828,0.9509094400223432,6.8195390701293945
adult,rf,missing,0.5,4,lime,0.8389408312290998,0.0462021429058895,0.0404451136500375,0.0353265635940209,0.8143388925910279,0.93,0.6222222222222221,0.6533333333333335,0.5326007326007327,0.9029286294058578,0.7196301846301848,0.6309523809523808,0.6642857142857144,0.52276295133438,0.9025274475920576,0.7040680549609123,1.0818252563476562
adult,rf,missing,0.5,4,pi,0.8389408312290998,0.0462021429058895,0.0404451136500375,0.0353265635940209,0.8143388925910279,0.93,0.3333333333333333,0.8,0.9032967032967032,0.9366138525437644,1.0,,,,,,0.8540961742401123
adult,rf,quantize,32.0,4,shap,0.8572988466525626,0.00477717873473,0.0060525849773795,0.0338217042640462,0.8276846135254551,0.99,0.9833333333333334,0.975,0.9843516483516483,0.997392998604723,0.9847929292929294,0.9831649831649832,0.9757575757575756,0.9843711843711844,0.9978935617560952,0.9846393225181104,4.333246469497681
adult,rf,quantize,32.0,4,lime,0.8572988466525626,0.00477717873473,0.0060525849773795,0.0338217042640462,0.8276846135254551,0.99,0.6444444444444444,0.7133333333333334,0.5367032967032966,0.8874200041452905,0.7284405409405409,0.6444444444444444,0.7133333333333334,0.5367032967032966,0.8874200041452905,0.7284405409405409,0.6998591423034668
adult,rf,quantize,32.0,4,pi,0.8572988466525626,0.00477717873473,0.0060525849773795,0.0338217042640462,0.8276846135254551,0.99,0.6666666666666666,1.0,0.9912087912087912,0.9985132705581096,1.0,,,,,,0.8199324607849121
adult,rf,quantize,16.0,4,shap,0.8553197297481744,0.0098955845219409,0.0109400630978062,0.034811328272783,0.8261909589008762,0.99,0.9766666666666666,0.966,0.9586373626373628,0.9936045961269092,0.9583131313131312,0.9764309764309764,0.9666666666666666,0.9586635586635588,0.9941002517205676,0.9583971023364964,5.554726600646973
adult,rf,quantize,16.0,4,lime,0.8553197297481744,0.0098955845219409,0.0109400630978062,0.034811328272783,0.8261909589008762,0.99,0.6555555555555554,0.6600000000000003,0.5104761904761905,0.9086961868778184,0.7380688755688756,0.6555555555555554,0.6600000000000003,0.5104761904761905,0.9086961868778184,0.7380688755688756,0.9591505527496338
