dataset,model,scenario,severity,seed,method,acc,flip,dconf,ece,mean_conf,stable_frac,top3_all,top5_all,spearman_all,cosine_all,sign_all,top3_stable,top5_stable,spearman_stable,cosine_stable,sign_stable,expl_time_s
adult,logreg,quantize,8.0,0,shap,0.8492458882140176,0.0411519825291749,0.0384736445128159,0.0343954379522987,0.8433041863117421,0.945,0.8966666666666666,0.8230000000000001,0.9463516483516484,0.979770727911878,0.9717184343434344,0.9047619047619048,0.8222222222222221,0.9469504040932614,0.979550670573272,0.9700724172946394,0.3486099243164062
adult,logreg,quantize,8.0,0,lime,0.8492458882140176,0.0411519825291749,0.0384736445128159,0.0343954379522987,0.8433041863117421,0.945,0.711111111111111,0.7000000000000001,0.7888644688644689,0.9221003514934636,0.8902873052873054,0.6904761904761905,0.6857142857142857,0.7795918367346939,0.917784840296458,0.885697437483152,0.3803284168243408
adult,logreg,quantize,8.0,0,pi,0.8492458882140176,0.0411519825291749,0.0384736445128159,0.0343954379522987,0.8433041863117421,0.945,1.0,1.0,0.9912087912087912,0.9995762308630964,1.0,,,,,,0.1515016555786132
adult,logreg,quantize,4.0,0,shap,0.8316385723060125,0.0909711321913601,0.0778116631698927,0.0719304864458618,0.8392296308048347,0.9,0.8316666666666667,0.82,0.7284175824175825,0.9142068922148175,0.8552730880230881,0.8407407407407407,0.8177777777777777,0.7317704517704517,0.9125901337940532,0.8575102212602211,0.4004819393157959
adult,logreg,quantize,4.0,0,lime,0.8316385723060125,0.0909711321913601,0.0778116631698927,0.0719304864458618,0.8392296308048347,0.9,0.7222222222222222,0.6800000000000002,0.797948717948718,0.920776495496333,0.8820438820438822,0.7037037037037037,0.6740740740740742,0.78998778998779,0.9154838070078206,0.8757277701722146,0.3358049392700195
adult,logreg,quantize,4.0,0,pi,0.8316385723060125,0.0909711321913601,0.0778116631698927,0.0719304864458618,0.8392296308048347,0.9,1.0,0.8,0.9208791208791208,0.9962179093861964,1.0,,,,,,0.181495189666748
adult,logreg,quantize,2.0,0,shap,0.7967651675424827,0.1622875861598307,0.1451492465474095,0.1343860433209917,0.8294138221476063,0.845,0.6066666666666667,0.785,0.5575384615384615,0.7105840048295746,0.8445752164502164,0.5996055226824458,0.7988165680473372,0.5656934781195136,0.7063915868460037,0.845923520923521,0.5455272197723389
adult,logreg,quantize,2.0,0,lime,0.7967651675424827,0.1622875861598307,0.1451492465474095,0.1343860433209917,0.8294138221476063,0.845,0.7333333333333333,0.6466666666666667,0.7956043956043958,0.928126400772574,0.8929960779960778,0.728395061728395,0.6370370370370372,0.7886853886853887,0.9239141979755332,0.8881774603996826,0.4537193775177002
adult,logreg,quantize,2.0,0,pi,0.7967651675424827,0.1622875861598307,0.1451492465474095,0.1343860433209917,0.8294138221476063,0.845,1.0,0.8,0.9296703296703296,0.9934647109562216,1.0,,,,,,0.1468555927276611
adult,logreg,gradual,0.2,0,shap,0.8151231829659455,0.1401078277485839,0.1100943992656651,0.1087800592212865,0.83166102964402,0.875,0.9433333333333336,0.925,0.7773406593406594,0.91184638204691,0.8828901515151515,0.9447619047619048,0.9302857142857142,0.7831585557299842,0.9096059027024052,0.8853689960832818,0.3991174697875976
adult,logreg,gradual,0.2,0,lime,0.8151231829659455,0.1401078277485839,0.1100943992656651,0.1087800592212865,0.83166102964402,0.875,0.7444444444444444,0.6733333333333335,0.8180219780219782,0.9338439499119574,0.883984903984904,0.7307692307692306,0.6615384615384616,0.8086221470836856,0.9282856229191102,0.8766842132226748,0.3576359748840332
