budget,dimension,margin,margin_name,rho,signal,unit_id,seed,replications,truth_theta,truth_topk_changed,theory_independent_vector_mse,theory_paired_vector_mse,theory_mse_difference,empirical_independent_vector_mse,empirical_paired_vector_mse,empirical_mse_difference,difference_mcse,difference_ci95_low,difference_ci95_high,empirical_relative_reduction,identity_relative_error,zero_normalized_identity_error,expected_sign,empirical_sign,sign_match,paired_plugin_bias,independent_plugin_bias,paired_split_bias,independent_split_bias,paired_split_mse,independent_split_mse,paired_topk_disagreement,independent_topk_disagreement,paired_topk_condition_error,independent_topk_condition_error,paired_margin_bound_violation,independent_margin_bound_violation
16,8,0.05,near_tie,-0.25,moderate,p08_b016_rhom0d25_moderate_near_tie,2411579721,8000,0.30249999999999994,True,1.0,1.25,-0.25,0.9975218900912639,1.250707165960796,-0.2531852758695321,0.00908714215386903,-0.2709960744911154,-0.2353744772479488,-0.253814255491043,0.012741103478128402,,-1,-1,True,1.2488823425972637,0.993328814520587,-0.0004990118258966225,0.00435237596076371,0.9766733167122418,0.6712614051662895,0.62275,0.598625,0.517125,0.525625,0.0,0.0
16,8,0.5,separated,-0.25,moderate,p08_b016_rhom0d25_moderate_separated,4142225596,8000,1.0,True,1.0,1.25,-0.25,1.0059030571291778,1.2551476734484632,-0.2492446163192854,0.009082156219485124,-0.26704564250947627,-0.23144359012909457,-0.24778194534036246,0.0030215347228583767,,-1,-1,True,1.2466973759121842,1.0028551577589182,0.00549521980201817,-0.0014638519119175575,1.4368189268814484,0.985705294260438,0.91325,0.891,0.32125,0.337375,0.0,0.0
16,8,0.05,near_tie,0.0,null,p08_b016_rhop0d00_null_near_tie,4078495796,8000,0.0,False,1.0,1.0,0.0,0.995161634112439,0.9944273848114863,0.0007342493009526718,0.00787659574395715,-0.014703878357203342,0.016172376959108684,0.000737819139910445,,0.0007342493009526718,0,1,False,0.9944273848114863,0.995161634112439,-0.004621293700338734,0.01635164570962789,0.5057023014899772,0.506059175528191,0.517875,0.518,0.70425,0.703375,0.0,0.0
16,8,0.5,separated,0.0,null,p08_b016_rhop0d00_null_separated,1040975760,8000,0.0,False,1.0,1.0,0.0,0.995185799626492,0.9965214854115638,-0.0013356857850718162,0.00788719995044295,-0.016794597687939998,0.014123226117796364,-0.0013421471503844984,,0.0013356857850718162,0,-1,False,0.9965214854115638,0.995185799626492,-0.009402983650982164,0.0015347343950223272,0.50433509705837,0.49375308122713707,0.168375,0.1615,0.174125,0.166375,0.0,0.0
16,8,0.05,near_tie,0.0,weak,p08_b016_rhop0d00_weak_near_tie,1391227882,8000,0.009999999999999995,True,1.0,1.0,0.0,0.9906075517059558,0.9960912357298387,-0.005483684023882884,0.007842182782866053,-0.02085436227830035,0.009886994230534579,-0.005535677589413979,,0.005483684023882884,0,-1,False,0.9958699448000989,0.9919300514035547,-0.010800115171929808,0.008573930256369315,0.5146116965665423,0.4957977625143491,0.54675,0.534375,0.698,0.704125,0.0,0.0
16,8,0.5,separated,0.0,weak,p08_b016_rhop0d00_weak_separated,517716662,8000,0.30250000000000005,True,1.0,1.0,0.0,1.0000687114563342,0.9994854853149379,0.0005832261413963868,0.007836453806131611,-0.014776223318621572,0.015942675601414345,0.0005831860698322089,,0.0005832261413963868,0,1,False,0.9909765904094048,0.9954398910716928,0.016506295031134155,0.012332808192294209,0.6376800556783627,0.6606914295844067,0.598375,0.6035,0.55275,0.54525,0.0,0.0
16,8,0.05,near_tie,0.0,moderate,p08_b016_rhop0d00_moderate_near_tie,1487626812,8000,0.30249999999999994,True,1.0,1.0,0.0,1.0020721941387631,1.0042508283466907,-0.002178634207927521,0.00788847326414973,-0.01764004180566099,0.013282773389805949,-0.0021741289905763406,,0.002178634207927521,0,-1,False,1.0126141923306282,1.0040010208535244,-0.01378670916662561,-0.008825036885430404,0.6386472050405938,0.6333994446440211,0.59775,0.596125,0.52425,0.5325,0.0,0.0
16,8,0.5,separated,0.0,moderate,p08_b016_rhop0d00_moderate_separated,2294441813,8000,1.0,True,1.0,1.0,0.0,1.003126834083244,0.991981495100691,0.011145338982552988,0.007850759556188528,-0.004242149747576527,0.026532827712682505,0.011110597986084825,,0.011145338982552988,0,1,False,0.9941624435413192,0.9930430549567177,0.003554029001114678,0.003616072899590428,0.9876313309120394,0.998725458088048,0.89625,0.896,0.32175,0.329125,0.0,0.0
16,8,0.05,near_tie,0.25,null,p08_b016_rhop0d25_null_near_tie,3310314155,8000,0.0,False,1.0,0.75,0.25,1.007798813790549,0.7541373754901721,0.2536614383003768,0.007040746386658857,0.23986157538252545,0.26746130121822814,0.2516984886559862,0.014645753201507183,,1,1,True,0.7541373754901721,1.007798813790549,0.011533944000719954,-0.0032390177757956893,0.2893397546134047,0.5012296555167919,0.444625,0.521125,0.67,0.709875,0.0,0.0
16,8,0.5,separated,0.25,null,p08_b016_rhop0d25_null_separated,827298782,8000,0.0,False,1.0,0.75,0.25,0.9933750844421647,0.7483025553103959,0.2450725291317688,0.006956216371887769,0.23143834504286878,0.25870671322066885,0.24670694178865038,0.019709883472924794,,1,1,True,0.7483025553103958,0.9933750844421647,0.001424840849815176,-0.006868588402137804,0.2769195065154914,0.5095698571565219,0.1525,0.165125,0.16475,0.169875,0.0,0.0
16,8,0.05,near_tie,0.25,weak,p08_b016_rhop0d25_weak_near_tie,1439110694,8000,0.009999999999999995,True,1.0,0.75,0.25,1.0045492975076773,0.7567547193683415,0.2477945781393358,0.0070550590077931505,0.23396666248406123,0.2616224937946104,0.24667239204101088,0.008821687442656767,,1,1,True,0.7565729358518842,1.0047243429554489,0.0066242123628331324,-0.007831209745194813,0.285708060479965,0.5103076635948054,0.46725,0.535,0.741625,0.7095,0.0,0.0
16,8,0.5,separated,0.25,weak,p08_b016_rhop0d25_weak_separated,2301422381,8000,0.30250000000000005,True,1.0,0.75,0.25,1.0126770327092074,0.7483713558562397,0.2643056768529677,0.007016056795516179,0.25055420553375596,0.2780571481721794,0.2609970092299543,0.057222707411870743,,1,1,True,0.7478831649705808,1.0162469646105536,5.579988640747047e-05,-0.012985880074996403,0.3946425311905957,0.6464803209733154,0.5725,0.60125,0.568,0.551125,0.0,0.0
16,8,0.05,near_tie,0.25,moderate,p08_b016_rhop0d25_moderate_near_tie,3713839148,8000,0.30249999999999994,True,1.0,0.75,0.25,0.990320714623216,0.7492294091438774,0.24109130547933866,0.006976349030725981,0.22741766137911573,0.2547649495795616,0.2434477052931947,0.03563477808264537,,1,1,True,0.7473737627711434,0.9826807564839952,0.0018642387535714455,-0.0031871745805899243,0.4070300020308176,0.6561983101788444,0.566875,0.59075,0.537375,0.530125,0.0,0.0
16,8,0.5,separated,0.25,moderate,p08_b016_rhop0d25_moderate_separated,182464505,8000,1.0,True,1.0,0.75,0.25,1.008341975038968,0.7471509580818099,0.2611910169571581,0.00699053184471169,0.24748957454152315,0.274892459372793,0.25903019354823964,0.04476406782863229,,1,1,True,0.74161380093636,1.0091408565403133,-0.010439098291286752,-0.01275343418228747,0.6452274179363516,0.9828584421769209,0.885875,0.9015,0.3355,0.327375,0.0,0.0
16,8,0.05,near_tie,0.75,null,p08_b016_rhop0d75_null_near_tie,1460038587,8000,0.0,False,1.0,0.25,0.75,1.0045511508921534,0.25160446582708684,0.7529466850650666,0.0058458198405468296,0.7414888781775948,0.7644044919525383,0.7495354361959229,0.003928913420088757,,1,1,True,0.25160446582708684,1.0045511508921534,-0.0011715590273157432,0.013247013249018164,0.03135102937137219,0.5021443123207648,0.256625,0.5175,0.57925,0.703875,0.0,0.0
16,8,0.5,separated,0.75,null,p08_b016_rhop0d75_null_separated,65358010,8000,0.0,False,1.0,0.25,0.75,0.9970945227272665,0.249690071797547,0.7474044509297195,0.005823523120457676,0.7359903456136225,0.7588185562458165,0.7495823453983166,0.0034607320937073047,,1,1,True,0.249690071797547,0.9970945227272665,-0.0005602617236151826,-0.009035633775897174,0.030712958507411087,0.5072730146013452,0.09825,0.164625,0.137875,0.16875,0.0,0.0
16,8,0.05,near_tie,0.75,weak,p08_b016_rhop0d75_weak_near_tie,2434702119,8000,0.009999999999999995,True,1.0,0.25,0.75,0.9999531209295651,0.24974240438130121,0.7502107165482639,0.005739424098569392,0.7389614453150679,0.7614599877814598,0.7502458873780617,0.00028095539768517125,,1,1,True,0.2500300850344761,1.000954456364154,-0.0018164575601263729,-0.008476241853538517,0.03212044773403089,0.5120944920871575,0.274625,0.52925,0.829875,0.712,0.0,0.0
16,8,0.5,separated,0.75,weak,p08_b016_rhop0d75_weak_separated,2081167934,8000,0.30250000000000005,True,1.0,0.25,0.75,1.0069912534656889,0.24731784195313913,0.7596734115125497,0.005751694312605306,0.7484000906598434,0.7709467323652561,0.754399215383487,0.012897882016732995,,1,1,True,0.24698077948464287,1.0011361891483723,-0.001712084112950596,-0.0038833056526105247,0.06958878527441506,0.677803762931716,0.53375,0.6045,0.580625,0.548125,0.0,0.0
16,8,0.05,near_tie,0.75,moderate,p08_b016_rhop0d75_moderate_near_tie,950597103,8000,0.30249999999999994,True,1.0,0.25,0.75,1.0047364620170272,0.25177103635390197,0.7529654256631252,0.005777140791598582,0.741642229711592,0.7642886216146584,0.7494158459737124,0.0039539008841669165,,1,1,True,0.25310291057056505,1.0011417500851139,0.0001192429633462555,-0.005305185293651926,0.06836750530299125,0.6597581321398963,0.512875,0.58625,0.564,0.540375,0.0,0.0
16,8,0.5,separated,0.75,moderate,p08_b016_rhop0d75_moderate_separated,1018606291,8000,1.0,True,1.0,0.25,0.75,0.9950967405730631,0.2512015211042451,0.743895219468818,0.0058173989729225,0.7324931174818898,0.7552973214557461,0.7475607035356366,0.008139707374909358,,1,1,True,0.25813419240359514,1.0032979094353203,-0.004186442551117997,-0.004651876444115355,0.15259499530368545,1.0185749138280125,0.878,0.901,0.338,0.32475,0.0,0.0
32,8,0.05,near_tie,-0.75,null,p08_b032_rhom0d75_null_near_tie,2328092213,8000,0.0,False,0.5,0.875,-0.375,0.501142657739566,0.8688845525755152,-0.3677418948359492,0.005614680529047794,-0.37874666867288287,-0.35673712099901556,-0.7338068096112014,0.019354947104135434,,-1,-1,True,0.8688845525755152,0.501142657739566,0.0002757904270894072,-0.0049215776846930175,0.3774065826219857,0.12206040729503798,0.743375,0.483,0.792875,0.661875,0.0,0.0
32,8,0.5,separated,-0.75,null,p08_b032_rhom0d75_null_separated,1699660852,8000,0.0,False,0.5,0.875,-0.375,0.501242385935721,0.8732065535242288,-0.3719641675885078,0.0056046885980111216,-0.38294935724060963,-0.360978977936406,-0.7420844246723546,0.008095553097312505,,-1,-1,True,0.8732065535242288,0.501242385935721,-0.007303768553161023,-0.0010021303467974562,0.3781853210393815,0.12377772515359226,0.047625,0.0455,0.047625,0.04625,0.0,0.0
32,8,0.05,near_tie,-0.75,weak,p08_b032_rhom0d75_weak_near_tie,3450218236,8000,0.009999999999999995,True,0.5,0.875,-0.375,0.5020940123651959,0.8739339771190318,-0.37183996475383585,0.005627665075629184,-0.38287018830206904,-0.36080974120560266,-0.7405783689835752,0.008426760656437734,,-1,-1,True,0.873933274607329,0.5016650838223167,0.00677296989762205,0.0017429769806890025,0.3861287907709312,0.12495001719099526,0.77575,0.516375,0.539375,0.666625,0.0,0.0
32,8,0.5,separated,-0.75,weak,p08_b032_rhom0d75_weak_separated,4171529081,8000,0.30250000000000005,True,0.5,0.875,-0.375,0.4999960448503626,0.8749176500034843,-0.37492160515312173,0.005625859078788859,-0.3859482889475479,-0.36389492135869556,-0.7498491418373663,0.00020905292500872363,,-1,-1,True,0.8757120403323064,0.4949977034232533,0.018525946202341215,0.00642048784425725,0.5223347211466381,0.20420100242616926,0.626625,0.598875,0.45075,0.462125,0.0,0.0
32,8,0.05,near_tie,-0.75,moderate,p08_b032_rhom0d75_moderate_near_tie,2644097092,8000,0.30249999999999994,True,0.5,0.875,-0.375,0.5048222190658831,0.8761550611739057,-0.37133284210802264,0.005645166859694598,-0.3823973691530241,-0.3602683150630212,-0.7355715102935296,0.009779087711939619,,-1,-1,True,0.8775581050459405,0.5004197849545466,-0.0016528305558156653,0.004424594131398563,0.5207157568280619,0.20058742510557265,0.617625,0.58,0.42125,0.453,0.0,0.0
32,8,0.5,separated,-0.75,moderate,p08_b032_rhom0d75_moderate_separated,2923004736,8000,1.0,True,0.5,0.875,-0.375,0.49709482557917034,0.8801209717858172,-0.3830261462066468,0.005635919164265212,-0.3940725477686066,-0.371979744644687,-0.7705293366519739,0.021403056551058192,,-1,-1,True,0.8627212796452721,0.49802962334067113,0.01214501666434864,0.0071898714855131995,0.8168312614953102,0.3770520983469528,0.9805,0.96475,0.140375,0.154125,0.0,0.0
32,8,0.05,near_tie,-0.25,null,p08_b032_rhom0d25_null_near_tie,2795832128,8000,0.0,False,0.5,0.625,-0.125,0.5053704814056883,0.6257472173474349,-0.12037673594174658,0.004532226189751375,-0.12925989927365927,-0.11149357260983389,-0.2381950279464653,0.03698611246602734,,-1,-1,True,0.625747217347435,0.5053704814056883,0.00023481793601334066,-0.0004501066583701172,0.19811248533453843,0.13105266323392664,0.569375,0.485375,0.702,0.667125,0.0,0.0
32,8,0.5,separated,-0.25,null,p08_b032_rhom0d25_null_separated,306209216,8000,0.0,False,0.5,0.625,-0.125,0.4999256428652836,0.6221667851811448,-0.12224114231586114,0.004477603259853768,-0.13101724470517453,-0.11346503992654776,-0.24451864804382883,0.02207086147311088,,-1,-1,True,0.6221667851811448,0.4999256428652836,-0.003303072158864022,-0.0008538709553140344,0.19659879212913978,0.12367725902602417,0.043,0.0475,0.043,0.048375,0.0,0.0
32,8,0.05,near_tie,-0.25,weak,p08_b032_rhom0d25_weak_near_tie,1470622666,8000,0.009999999999999995,True,0.5,0.625,-0.125,0.49767020686700686,0.6254467655380741,-0.12777655867106724,0.004546701985772532,-0.1366880945631814,-0.11886502277895308,-0.25674946361660167,0.022212469368537935,,-1,-1,True,0.6250873882690862,0.4977743033089088,0.00024287039197261676,-0.010823338431671953,0.201842740399211,0.12463574214920618,0.586375,0.507,0.629625,0.675625,0.0,0.0
32,8,0.5,separated,-0.25,weak,p08_b032_rhom0d25_weak_separated,2043254953,8000,0.30250000000000005,True,0.5,0.625,-0.125,0.4985656585281138,0.6232806370104604,-0.12471497848234664,0.004414467054458842,-0.13336733390908598,-0.11606262305560731,-0.2501475509776092,0.0022801721412268883,,-1,-1,True,0.624361792808173,0.49412713902851374,0.0012492216489773944,-0.00898131241114819,0.2946250902253746,0.20074769935991663,0.5985,0.60075,0.461,0.463875,0.0,0.0
32,8,0.05,near_tie,-0.25,moderate,p08_b032_rhom0d25_moderate_near_tie,903620853,8000,0.30249999999999994,True,0.5,0.625,-0.125,0.5015648725235751,0.6210029363288146,-0.11943806380523958,0.004459104612616458,-0.12817790884596783,-0.11069821876451133,-0.2381308387971799,0.044495489558083356,,-1,-1,True,0.6198095719983505,0.5066536762743643,0.002065946519314188,-0.002896421089257306,0.2888804425096551,0.20388420546345445,0.598,0.58325,0.434125,0.442625,0.0,0.0
32,8,0.5,separated,-0.25,moderate,p08_b032_rhom0d25_moderate_separated,618679814,8000,1.0,True,0.5,0.625,-0.125,0.5010639306143376,0.6235048838206607,-0.12244095320632309,0.00448616764977341,-0.13123384179987896,-0.1136480646127672,-0.2443619381187594,0.02047237434941529,,-1,-1,True,0.623219213670996,0.5061848401843336,-0.006561698313587105,0.007265730600098941,0.5109810249331425,0.3651275208113404,0.967,0.966875,0.15225,0.15675,0.0,0.0
32,8,0.05,near_tie,0.0,null,p08_b032_rhop0d00_null_near_tie,1324943317,8000,0.0,False,0.5,0.5,0.0,0.4961306904806756,0.5008922855400105,-0.004761595059334933,0.003968123929574948,-0.012539117961301832,0.003015927842631965,-0.009597461214748915,,0.009523190118669866,0,-1,False,0.5008922855400105,0.4961306904806756,0.0008244064213072852,-0.005810732605485945,0.1244175286129124,0.12460140272585807,0.49275,0.486875,0.66475,0.66425,0.0,0.0
32,8,0.5,separated,0.0,null,p08_b032_rhop0d00_null_separated,2354628880,8000,0.0,False,0.5,0.5,0.0,0.4962528160119233,0.5000746061361657,-0.0038217901242424412,0.003933655404372663,-0.01153175471681286,0.0038881744683279783,-0.007701296599091911,,0.0076435802484848825,0,-1,False,0.5000746061361657,0.4962528160119233,-2.3375708280870546e-06,0.0013764242253943753,0.1222558114331141,0.1242963692363303,0.0455,0.04625,0.04625,0.046875,0.0,0.0
32,8,0.05,near_tie,0.0,weak,p08_b032_rhop0d00_weak_near_tie,3740605515,8000,0.009999999999999995,True,0.5,0.5,0.0,0.49672455744758237,0.5013559998654248,-0.004631442417842413,0.003940077224433241,-0.012353993777731566,0.0030911089420467396,-0.009323965059511163,,0.009262884835684826,0,-1,False,0.5008042582217224,0.49684878596790083,-0.0002773432149365696,0.0004369281722466818,0.12473590546242659,0.12792847509928992,0.522875,0.5075,0.667125,0.669,0.0,0.0
32,8,0.5,separated,0.0,weak,p08_b032_rhop0d00_weak_separated,3607149037,8000,0.30250000000000005,True,0.5,0.5,0.0,0.49529935778148304,0.5027659624650646,-0.0074666046835815125,0.003973794268313173,-0.015255241449475331,0.00032203208231230615,-0.015074933101115962,,0.014933209367163025,0,-1,False,0.5051761770184593,0.4934285736351745,-0.004167494050372644,0.003746264997536275,0.19601896981046235,0.20282428810994685,0.59525,0.59875,0.46825,0.46,0.0,0.0
32,8,0.05,near_tie,0.0,moderate,p08_b032_rhop0d00_moderate_near_tie,2860981461,8000,0.30249999999999994,True,0.5,0.5,0.0,0.49808664351213294,0.5025695968550572,-0.004482953342924256,0.003988756726611313,-0.01230091652708243,0.0033350098412339175,-0.00900034843599462,,0.008965906685848513,0,-1,False,0.504087598080746,0.49844857195233255,-0.0031593926352824764,-8.052688053478141e-05,0.1979889885124822,0.18898205417320038,0.594625,0.587125,0.4335,0.438625,0.0,0.0
32,8,0.5,separated,0.0,moderate,p08_b032_rhop0d00_moderate_separated,36739447,8000,1.0,True,0.5,0.5,0.0,0.501952799901259,0.49612576420432264,0.005827035696936322,0.003931558409215452,-0.0018788187851259642,0.01353289017899861,0.011608732331172544,,0.011654071393872645,0,1,False,0.4889755298199161,0.502976894872432,0.0007637942890585947,0.00023595235342455112,0.3898858363643302,0.38895824239281124,0.963375,0.964625,0.147375,0.15525,0.0,0.0
32,8,0.05,near_tie,0.25,null,p08_b032_rhop0d25_null_near_tie,616777024,8000,0.0,False,0.5,0.375,0.125,0.5025325977606213,0.37633413844677965,0.12619845931384166,0.0034699495774184043,0.11939735814210159,0.13299956048558173,0.2511249217985171,0.00958767451073328,,1,1,True,0.37633413844677965,0.5025325977606213,0.0012139667623023377,0.0048971664173200905,0.06964122052384328,0.1283367400346953,0.417875,0.489375,0.637125,0.666125,0.0,0.0
32,8,0.5,separated,0.25,null,p08_b032_rhop0d25_null_separated,1895670346,8000,0.0,False,0.5,0.375,0.125,0.4976121598149351,0.3730650494933002,0.1245471103216349,0.0034423723416332824,0.11780006053203367,0.13129416011123612,0.250289523407054,0.0036231174269207855,,1,1,True,0.37306504949330016,0.4976121598149351,-0.0017250396628976851,-0.0008881220567858568,0.06924055388147433,0.12559555909322911,0.04,0.046,0.042625,0.046375,0.0,0.0
32,8,0.05,near_tie,0.25,weak,p08_b032_rhop0d25_weak_near_tie,2503940336,8000,0.009999999999999995,True,0.5,0.375,0.125,0.4978089072127115,0.37524629541487275,0.12256261179783873,0.003477954549007004,0.115745820881785,0.12937940271389245,0.2462041358080166,0.01949910561729018,,1,1,True,0.37496501885675365,0.49800080149315173,-0.00289311099045109,0.0008378635799707271,0.07109145045758314,0.13085240567578932,0.436875,0.524125,0.70525,0.66625,0.0,0.0
32,8,0.5,separated,0.25,weak,p08_b032_rhop0d25_weak_separated,339636765,8000,0.30250000000000005,True,0.5,0.375,0.125,0.49807943591343495,0.37150812496828745,0.1265713109451475,0.003485422691034605,0.11973988247071968,0.13340273941957534,0.2541187244822236,0.012570487561180066,,1,1,True,0.3740712307066631,0.49898739334542047,-0.00010748377598224224,0.0036513221794177153,0.1288710190421679,0.20135309615930108,0.587625,0.599125,0.4645,0.457625,0.0,0.0
32,8,0.05,near_tie,0.25,moderate,p08_b032_rhop0d25_moderate_near_tie,2509357584,8000,0.30249999999999994,True,0.5,0.375,0.125,0.4987811962027072,0.37599209655071825,0.12278909965198898,0.0034860281076562563,0.11595648456098272,0.12962171474299525,0.24617828536199837,0.017687202784088196,,1,1,True,0.3758240438077261,0.4976011188994122,-0.007426669951385911,0.008817918682860748,0.12279833811206782,0.19489192883644815,0.575375,0.58525,0.446375,0.445375,0.0,0.0
32,8,0.5,separated,0.25,moderate,p08_b032_rhop0d25_moderate_separated,3451229034,8000,1.0,True,0.5,0.375,0.125,0.49762422568687303,0.3766588931088489,0.12096533257802411,0.003434425201030613,0.11423385918400411,0.1276968059720441,0.24308569867364294,0.032277339375807124,,1,1,True,0.3754644226225472,0.4964712250194345,0.0030966284144438028,-0.004873720040705409,0.2657750659063385,0.37596025501303143,0.964125,0.967125,0.156375,0.1475,0.0,0.0
32,8,0.05,near_tie,0.75,null,p08_b032_rhop0d75_null_near_tie,2593498440,8000,0.0,False,0.5,0.125,0.375,0.5004571621057325,0.12601014556290452,0.374447016542828,0.0029004796233478743,0.3687620764810662,0.38013195660458987,0.7482099266344756,0.001474622552458597,,1,1,True,0.1260101455629045,0.5004571621057325,-0.0005156633707256547,-0.00041080355158948123,0.007769735402390686,0.12219311078898415,0.23225,0.482875,0.5325,0.665375,0.0,0.0
32,8,0.5,separated,0.75,null,p08_b032_rhop0d75_null_separated,3998984192,8000,0.0,False,0.5,0.125,0.375,0.4949710924204394,0.12528917661314315,0.36968191580729626,0.002843269706567788,0.3641091071824234,0.3752547244321691,0.7468757700566486,0.01418155784720998,,1,1,True,0.12528917661314315,0.4949710924204394,0.0009243363634868875,-0.002909190909232092,0.008062386865893422,0.12572167990430583,0.0295,0.043125,0.039875,0.04375,0.0,0.0
32,8,0.05,near_tie,0.75,weak,p08_b032_rhop0d75_weak_near_tie,1530978549,8000,0.009999999999999995,True,0.5,0.125,0.375,0.49986431380817653,0.12482179431480586,0.37504251949337064,0.002844695170906383,0.3694669169583941,0.38061812202834716,0.7502886466051938,0.00011338531565504202,,1,1,True,0.12498247540446046,0.5002356286355194,0.00036875034349571727,-0.0023252239463694337,0.008541893547145062,0.12982547856797833,0.2675,0.51925,0.7885,0.66625,0.0,0.0
32,8,0.5,separated,0.75,weak,p08_b032_rhop0d75_weak_separated,1864334435,8000,0.30250000000000005,True,0.5,0.125,0.375,0.499736404434061,0.1248728823343659,0.3748635220996951,0.002927458937264188,0.36912570258265726,0.3806013416167329,0.7501225021303355,0.0003639410674797598,,1,1,True,0.124858257103803,0.5028750337865011,0.0011518056453126424,-0.0027542296182431203,0.02682219754177159,0.19917819902770248,0.58375,0.589625,0.46525,0.471625,0.0,0.0
32,8,0.05,near_tie,0.75,moderate,p08_b032_rhop0d75_moderate_near_tie,2143324994,8000,0.30249999999999994,True,0.5,0.125,0.375,0.5018739879081239,0.12533135673616544,0.3765426311719584,0.0028660479937004843,0.37092517710430545,0.38216008523961137,0.7502732563236384,0.004113683125222423,,1,1,True,0.12372471605570073,0.49704263963798195,-0.0021919816760747057,0.009479625323600027,0.02687566040832666,0.20118544173175498,0.560125,0.5705,0.458875,0.456375,0.0,0.0
32,8,0.5,separated,0.75,moderate,p08_b032_rhop0d75_moderate_separated,3168272531,8000,1.0,True,0.5,0.125,0.375,0.4987418115991123,0.12517990837440873,0.37356190322470356,0.0028411448204950273,0.3679932593765333,0.3791305470728738,0.7490085943004352,0.0038349247341238346,,1,1,True,0.1284873924472636,0.49733257763255456,-0.0012945909458218496,-0.0032856807087955353,0.07187216941885446,0.3750012653745402,0.964875,0.962875,0.156875,0.15575,0.0,0.0
64,8,0.05,near_tie,-0.75,null,p08_b064_rhom0d75_null_near_tie,267698433,8000,0.0,False,0.25,0.4375,-0.1875,0.2500071439945678,0.4351852841187356,-0.18517814012416778,0.002810661886218651,-0.19068703742115634,-0.17966924282717922,-0.7406913945154758,0.012383252671105183,,-1,-1,True,0.4351852841187356,0.2500071439945678,-6.614765540531809e-05,-0.005747272639258335,0.09945966263687009,0.03112774045920056,0.703,0.475375,0.73775,0.621625,0.0,0.0
64,8,0.5,separated,-0.75,null,p08_b064_rhom0d75_null_separated,2009803932,8000,0.0,False,0.25,0.4375,-0.1875,0.24799999270307888,0.4410503294696895,-0.1930503367666106,0.002857660445241562,-0.19865135123928407,-0.18744932229393713,-0.7784288001884845,0.029601796088589854,,-1,-1,True,0.4410503294696894,0.24799999270307888,0.005908752975581474,-0.0003957328633924771,0.09395753831145158,0.03084064092747071,0.004875,0.004125,0.004875,0.004125,0.0,0.0
64,8,0.05,near_tie,-0.75,weak,p08_b064_rhom0d75_weak_near_tie,3554599208,8000,0.009999999999999995,True,0.25,0.4375,-0.1875,0.2506585306900409,0.4400647009386178,-0.18940617024857692,0.002824513347791736,-0.19494221641024873,-0.18387012408690512,-0.7556342476242814,0.010166241325743583,,-1,-1,True,0.439617302635385,0.2507330399508085,0.002012972867874987,7.654213038294465e-05,0.10062409078383443,0.03248643678050368,0.783125,0.52225,0.4985,0.6305,0.0,0.0
64,8,0.5,separated,-0.75,weak,p08_b064_rhom0d75_weak_separated,3977352878,8000,0.30250000000000005,True,0.25,0.4375,-0.1875,0.251809234685186,0.4386606149547616,-0.1868513802695756,0.002833477541455097,-0.19240499625082758,-0.18129776428832362,-0.7420354559402031,0.0034593052289301576,,-1,-1,True,0.4453036736188038,0.25037359755082106,-0.0010544935534297362,0.0011520582987618044,0.16462740910392729,0.06917893341531083,0.62125,0.6155,0.3965,0.400125,0.0,0.0
64,8,0.05,near_tie,-0.75,moderate,p08_b064_rhom0d75_moderate_near_tie,3725242991,8000,0.30249999999999994,True,0.25,0.4375,-0.1875,0.2518062902903653,0.43718891453133124,-0.18538262424096597,0.0027986740854922198,-0.1908680254485307,-0.17989722303340122,-0.7362112520191444,0.011292670714848185,,-1,-1,True,0.43729610279449066,0.24984559154621827,-0.0032769364948754265,-0.00441759473396236,0.1641730366872874,0.06822802338028935,0.613625,0.6155,0.39025,0.386875,0.0,0.0
64,8,0.5,separated,-0.75,moderate,p08_b064_rhom0d75_moderate_separated,2621480632,8000,1.0,True,0.25,0.4375,-0.1875,0.2485400126774405,0.43828438464964165,-0.18974437197220115,0.0028183354133152656,-0.19526830938229905,-0.18422043456210324,-0.7634359149182737,0.011969983851739455,,-1,-1,True,0.4414692762726731,0.24498686656502122,-0.009152209497462094,-0.002364006312325584,0.3108313781239269,0.1533320762273019,0.9965,0.996625,0.047875,0.044,0.0,0.0
64,8,0.05,near_tie,-0.25,null,p08_b064_rhom0d25_null_near_tie,3197961620,8000,0.0,False,0.25,0.3125,-0.0625,0.24793451233459732,0.30972064004216826,-0.06178612770757094,0.002212691096974707,-0.06612300225764137,-0.05744925315750052,-0.2492034171676274,0.01142195667886492,,-1,-1,True,0.30972064004216826,0.2479345123345973,0.0011170322993343381,0.001987080854228307,0.04809466016176751,0.030799969282412826,0.5455,0.471625,0.660625,0.618625,0.0,0.0
64,8,0.5,separated,-0.25,null,p08_b064_rhom0d25_null_separated,642186062,8000,0.0,False,0.25,0.3125,-0.0625,0.25128485789385124,0.31548836797689045,-0.0642035100830392,0.0022592484677544647,-0.06863163707983795,-0.059775383086240454,-0.2555009108832189,0.027256161328627293,,-1,-1,True,0.31548836797689045,0.2512848578938513,-0.0014749224234424942,0.00020456066232331572,0.0501366720147336,0.029974687969176957,0.00375,0.00575,0.00375,0.00575,0.0,0.0
