dataset,model,scenario,severity,seed,method,acc_v2,flip_v2,dconf_v2,ece_v2,mean_conf_v2,stable_frac_v2,expl_time_s_v2,top3_all_v2,top5_all_v2,spearman_all_v2,cosine_all_v2,sign_all_v2,top3_stable_v2,top5_stable_v2,spearman_stable_v2,cosine_stable_v2,sign_stable_v2,acc_legacy,flip_legacy,dconf_legacy,ece_legacy,mean_conf_legacy,stable_frac_legacy,expl_time_s_legacy,top3_all_legacy,top5_all_legacy,spearman_all_legacy,cosine_all_legacy,sign_all_legacy,top3_stable_legacy,top5_stable_legacy,spearman_stable_legacy,cosine_stable_legacy,sign_stable_legacy,key_match_status,delta_acc,delta_flip,delta_dconf,delta_ece,delta_mean_conf,delta_stable_frac,delta_expl_time_s,delta_top3_all,delta_top5_all,delta_spearman_all,delta_cosine_all,delta_sign_all,delta_top3_stable,delta_top5_stable,delta_spearman_stable,delta_cosine_stable,delta_sign_stable,comparison_use
adult,rf,baseline,0.0,0,lime,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,2.0936712000002444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,2.0936712000002444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,0,pi,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,9.899999895424116e-06,1.0,1.0,1.0,1.0,1.0,,,,,,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,9.899999895424116e-06,0.0,0.0,0.0,0.0,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,0,shap,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,9.899999895424116e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8598921722514161,0.0,0.0,0.0316088025228373,0.83300289035888,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,9.899999895424116e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,1,lime,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,1.8459213000005548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,1.8459213000005548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,1,pi,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,7.900000127847306e-06,1.0,1.0,1.0,1.0,1.0,,,,,,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,7.900000127847306e-06,0.0,0.0,0.0,0.0,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,1,shap,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,1.06999996205559e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8642598785231693,0.0,0.0,0.0359959646535165,0.8308986922465554,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,1.06999996205559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,2,lime,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,1.4769753000000492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,1.4769753000000492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,2,pi,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,6.70000008540228e-06,1.0,1.0,1.0,1.0,1.0,,,,,,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,6.70000008540228e-06,0.0,0.0,0.0,0.0,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,2,shap,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,1.0000000656873452e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8588002456834778,0.0,0.0,0.0346307478036516,0.83056323060126,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000656873452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,3,lime,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,1.6724254999999175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,1.6724254999999175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,3,pi,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,9.700000191514846e-06,1.0,1.0,1.0,1.0,1.0,,,,,,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,9.700000191514846e-06,0.0,0.0,0.0,0.0,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,3,shap,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,9.599999430065507e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8594144543779431,0.0,0.0,0.0322947340824204,0.8361600534047108,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,9.599999430065507e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,4,lime,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,2.0255446000010124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,2.0255446000010124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,4,pi,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,8.499999239575118e-06,1.0,1.0,1.0,1.0,1.0,,,,,,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,8.499999239575118e-06,0.0,0.0,0.0,0.0,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,baseline,0.0,4,shap,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,7.99999907030724e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8592097181464546,0.0,0.0,0.033045732583462,0.8299631929377784,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,7.99999907030724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,0,lime,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,3.2246374000005744,0.9222222222222224,0.8666666666666668,0.924981684981685,0.9821712183054476,0.9551844451844452,0.9222222222222224,0.8666666666666668,0.924981684981685,0.9821712183054476,0.9551844451844452,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,0.7801625728607178,0.5666666666666665,0.6000000000000001,0.4785347985347986,0.8978654121328237,0.7016065416065416,0.5666666666666665,0.6000000000000001,0.4785347985347986,0.8978654121328237,0.7016065416065416,both,0.0,0.0,0.0,0.0,0.0,0.0,2.4444748271398566,0.35555555555555585,0.2666666666666667,0.4464468864468864,0.08430580617262395,0.25357790357790366,0.35555555555555585,0.2666666666666667,0.4464468864468864,0.08430580617262395,0.25357790357790366,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,0,pi,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,1.8990491000004115,0.6666666666666666,1.0,0.9648351648351648,0.9930074563027352,1.0,,,,,,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,0.7379789352416992,1.0,0.8,0.978021978021978,0.9972079424824032,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,0.0,1.1610701647587123,-0.33333333333333337,0.19999999999999996,-0.01318681318681314,-0.0042004861796679505,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,0,shap,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,7.709362900000087,0.9,0.926,0.969010989010989,0.977071824896366,0.9868611111111112,0.9047619047619048,0.9295918367346938,0.9742094640053824,0.9846277812145274,0.9886904761904762,0.8498600969084829,0.0291407902818535,0.0268027441612661,0.0333651158375415,0.8209102236197972,0.98,3.930318832397461,0.9133333333333334,0.9210000000000004,0.976021978021978,0.982081514484872,0.9910871212121212,0.9149659863945576,0.9244897959183674,0.9773716079838528,0.9856301181863582,0.9914721191506906,both,0.0,0.0,0.0,0.0,0.0,0.0,3.7790440676026265,-0.01333333333333342,0.004999999999999671,-0.007010989010988955,-0.0050096895885060055,-0.00422601010100998,-0.01020408163265285,0.00510204081632637,-0.0031621439784703664,-0.0010023369718307196,-0.0027816429602143256,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,1,lime,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.96,3.0522107000006145,0.9333333333333332,0.8666666666666668,0.9408058608058608,0.9845645150324236,0.9782503607503608,0.9310344827586208,0.8758620689655173,0.9404319818112922,0.9846754669318328,0.9775003731900284,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.965,0.6793007850646973,0.5777777777777777,0.5933333333333334,0.5337728937728937,0.8602276540752264,0.7302081252081253,0.5632183908045977,0.593103448275862,0.5349753694581282,0.8579186512954898,0.7323992099854169,both,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,2.372909914935917,0.3555555555555555,0.27333333333333343,0.4070329670329671,0.1243368609571972,0.24804223554223548,0.3678160919540231,0.2827586206896553,0.405456612353164,0.126756815636343,0.2451011632046115,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,1,pi,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.96,1.4536799000006797,1.0,1.0,0.9956043956043956,0.993493945583508,1.0,,,,,,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.965,0.7514081001281738,0.6666666666666666,1.0,0.978021978021978,0.9990221580804376,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.7022717998725059,0.33333333333333337,0.0,0.01758241758241763,-0.005528212496929585,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,1,shap,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.96,6.812545200000386,0.905,0.8980000000000001,0.9629670329670332,0.9686698785130072,0.9867187950937952,0.90625,0.9010416666666666,0.9670787545787546,0.9772008298617056,0.9888090352934104,0.8538865761277554,0.0303009622602879,0.0285589371471946,0.0397085911391872,0.8184084556112072,0.965,3.8966917991638175,0.89,0.893,0.9715164835164836,0.9749055000927064,0.9895290404040404,0.8911917098445595,0.8943005181347151,0.9745373797187268,0.9803159360232672,0.9917504056105092,both,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,2.9158534008365686,0.015000000000000013,0.0050000000000001155,-0.008549450549450333,-0.0062356215796991465,-0.0028102453102452074,0.015058290155440468,0.006741148531951513,-0.007458625139972197,-0.0031151061615615205,-0.002941370317098846,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,2,lime,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.99,4.14964400000008,0.888888888888889,0.8266666666666668,0.9265934065934066,0.9808663640481368,0.9364478114478114,0.888888888888889,0.8266666666666668,0.9265934065934066,0.9808663640481368,0.9364478114478114,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.98,0.8006300926208496,0.5888888888888888,0.66,0.4917216117216117,0.8742932217265482,0.7098948273948273,0.5862068965517241,0.6620689655172415,0.4970822281167109,0.8796276378481582,0.7155651819444924,both,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,3.3490139073792307,0.30000000000000016,0.16666666666666674,0.4348717948717949,0.10657314232158854,0.22655298405298407,0.30268199233716486,0.1645977011494253,0.42951117847669573,0.10123872619997853,0.22088262950331905,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,2,pi,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.99,1.8055905999999595,0.6666666666666666,1.0,0.956043956043956,0.9971384999049996,1.0,,,,,,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.98,1.5869526863098145,0.6666666666666666,0.8,0.956043956043956,0.99366481210359,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.21863791369014507,0.0,0.19999999999999996,0.0,0.003473687801409553,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,2,shap,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.99,8.17472799999996,0.895,0.8850000000000001,0.9716703296703298,0.9795632985215073,0.9906780303030304,0.8956228956228955,0.8858585858585858,0.9732933732933734,0.9825718349364772,0.991215182124273,0.8514979867603903,0.0279123728929229,0.0273709278950827,0.035127322980684,0.8178482483073944,0.98,4.251651048660278,0.895,0.8910000000000002,0.9643956043956046,0.9719955293795188,0.9889949494949496,0.8962585034013604,0.8918367346938776,0.9683785602152952,0.9784262358760298,0.9909245516388372,both,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,3.923076951339681,0.0,-0.006000000000000116,0.00727472527472528,0.007567769141988423,0.0016830808080807724,-0.0006356077784648306,-0.005978148835291797,0.004914813078078173,0.004145599060447314,0.0002906304854357611,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,3,lime,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.985,3.230034899999737,0.9555555555555556,0.8333333333333334,0.934065934065934,0.9835787996941168,0.9651010101010102,0.9555555555555556,0.8333333333333334,0.934065934065934,0.9835787996941168,0.9651010101010102,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.965,1.097616195678711,0.6333333333333333,0.6799999999999999,0.513992673992674,0.9033511677257948,0.6962643837643838,0.632183908045977,0.6758620689655171,0.5093596059113301,0.9023057243036942,0.6920603343017137,both,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,2.132418704321026,0.3222222222222223,0.15333333333333343,0.42007326007325996,0.08022763196832194,0.2688366263366264,0.3233716475095786,0.15747126436781622,0.42470632815460385,0.08127307539042261,0.2730406757992966,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,3,pi,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.985,1.5257676999999603,1.0,1.0,1.0,0.9970138285192732,1.0,,,,,,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.965,1.1955468654632568,1.0,1.0,1.0,0.9985343075960588,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.3302208345367035,0.0,0.0,0.0,-0.0015204790767855414,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,3,shap,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.985,6.447051699999975,0.8916666666666666,0.889,0.965956043956044,0.9799562388221612,0.9863501082251084,0.8917089678510998,0.8903553299492385,0.9678920064706868,0.9836945444843154,0.9866498560660998,0.8502695693714598,0.03221183375418,0.0317933071994127,0.0354533557419245,0.821204621686418,0.965,4.553288698196411,0.8683333333333333,0.889,0.9614065934065934,0.9584330451644888,0.9861662504162504,0.8721934369602763,0.8911917098445595,0.9667938279337244,0.97065866573021,0.988582287027883,both,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,1.8937630018035643,0.023333333333333317,0.0,0.004549450549450551,0.021523193657672413,0.00018385780885799008,0.019515530890823474,-0.0008363798953210377,0.0010981785369624797,0.01303587875410539,-0.0019324309617831936,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,4,lime,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.96,3.083361300001343,0.9555555555555556,0.8866666666666667,0.9432967032967032,0.9835519256169064,0.971400543900544,0.9555555555555556,0.8866666666666667,0.9432967032967032,0.9835519256169064,0.971400543900544,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.97,0.7039783000946045,0.6222222222222222,0.6666666666666666,0.5170695970695971,0.9091642452809784,0.7023622673622675,0.6222222222222222,0.6666666666666666,0.5170695970695971,0.9091642452809784,0.7023622673622675,both,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,2.3793829999067384,0.33333333333333337,0.22000000000000008,0.42622710622710613,0.07438768033592802,0.2690382765382765,0.33333333333333337,0.22000000000000008,0.42622710622710613,0.07438768033592802,0.2690382765382765,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,4,pi,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.96,1.2735587999995914,1.0,1.0,0.9956043956043956,0.9976905997784856,1.0,,,,,,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.97,0.8802564144134521,1.0,0.8,0.9868131868131867,0.9944334076156716,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.3933023855861393,0.0,0.19999999999999996,0.008791208791208871,0.00325719216281406,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.2,4,shap,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.96,6.398823400000765,0.89,0.901,0.9645494505494508,0.9669847419040568,0.9871679292929294,0.892361111111111,0.9010416666666666,0.9684065934065936,0.9746516817544038,0.9882062815656566,0.8521121954548556,0.0293455265133419,0.0272828535251536,0.039404203316245,0.8158467352591615,0.97,5.475322961807251,0.8916666666666666,0.91,0.9652087912087912,0.9700081510033358,0.9842891414141414,0.8934707903780069,0.9123711340206184,0.9681658547637928,0.9749287437115172,0.9866955638862857,both,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.9235004381935141,-0.0016666666666665941,-0.009000000000000008,-0.0006593406593403683,-0.0030234090992790064,0.002878787878788036,-0.0011096792668958688,-0.011329467353951794,0.00024073864280083068,-0.0002770619571134114,0.0015107176793709431,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,0,lime,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.945,3.733361699999477,0.8222222222222224,0.7466666666666667,0.8753113553113553,0.955876212196074,0.9164439264439264,0.8160919540229886,0.7448275862068967,0.8746494884425918,0.955182826155206,0.9135626825281996,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.975,0.947540044784546,0.5111111111111112,0.6400000000000001,0.4901098901098901,0.9092264512912236,0.7555363155363154,0.5111111111111112,0.6400000000000001,0.4901098901098901,0.9092264512912236,0.7555363155363154,both,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,2.785821655214931,0.3111111111111112,0.10666666666666658,0.3852014652014652,0.0466497609048504,0.16090761090761097,0.30498084291187744,0.10482758620689658,0.38453959833270174,0.04595637486398241,0.15802636699188422,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,0,pi,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.945,1.56291549999969,0.6666666666666666,0.8,0.9516483516483516,0.98869434581266,1.0,,,,,,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.975,1.267913579940796,1.0,0.8,0.9692307692307692,0.9927910596568428,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,0.29500192005889403,-0.33333333333333337,0.0,-0.01758241758241763,-0.004096713844182753,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,0,shap,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.945,6.624174900000071,0.8483333333333333,0.8830000000000001,0.9197142857142856,0.9326217459596678,0.9712844516594518,0.8606701940035274,0.8878306878306879,0.9365311936740508,0.9573541586223002,0.9781442543347306,0.8409881935439841,0.0483859960417661,0.0516005403055165,0.0478673089993412,0.801700166067494,0.975,4.07229471206665,0.8766666666666666,0.868,0.9262197802197802,0.9372220363073192,0.970330031080031,0.8803418803418801,0.8697435897435897,0.9316089039165962,0.943543280185708,0.9732975713744944,both,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,2.5518801879334205,-0.02833333333333332,0.015000000000000124,-0.006505494505494647,-0.0046002903476513035,0.000954420579420745,-0.0196716863383527,0.018087098087098186,0.004922289757454568,0.013810878436592233,0.00484668296023627,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,1,lime,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.945,4.368463300000258,0.8777777777777778,0.7733333333333334,0.8736996336996339,0.9570757636875004,0.9269930069930068,0.8735632183908045,0.7724137931034484,0.8751042061386891,0.9568325483405123,0.9313720761996624,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.94,0.8871004581451416,0.5888888888888888,0.6400000000000001,0.4942124542124542,0.8694762656522438,0.7054233729233729,0.5714285714285714,0.6285714285714287,0.4902668759811617,0.8682353151831809,0.7085524594453165,both,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,3.481362841855116,0.288888888888889,0.1333333333333333,0.3794871794871797,0.08759949803525657,0.22156963406963393,0.30213464696223313,0.1438423645320197,0.3848373301575274,0.08859723315733148,0.22281961675434592,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,1,pi,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.945,1.7271232000002783,1.0,1.0,0.956043956043956,0.985765370163628,1.0,,,,,,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.94,1.1550061702728271,1.0,1.0,0.9472527472527472,0.9952480661245108,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.5721170297274512,0.0,0.0,0.00879120879120876,-0.009482695960882803,0.0,,,,,,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,1,shap,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.945,7.556795599999532,0.8733333333333333,0.863,0.878769230769231,0.927806019495264,0.9249089105339106,0.8783068783068783,0.8666666666666666,0.8827141112855399,0.94764776060219,0.9253031066523132,0.8463795809731796,0.0469528424213471,0.0611661069410507,0.0651578843665428,0.7889175376138033,0.94,6.4024810791015625,0.855,0.8460000000000001,0.8912527472527474,0.9357368297226588,0.9355900765900766,0.8617021276595744,0.847872340425532,0.8963993453355156,0.9528457531566604,0.9379786436967288,both,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,1.1543145208979695,0.018333333333333313,0.016999999999999904,-0.012483516483516421,-0.007930810227394836,-0.010681166056166091,0.016604750647303823,0.01879432624113464,-0.01368523404997568,-0.005197992554470399,-0.012675537044415597,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,2,lime,0.8424213471644032,0.0447689892854705,0.0539298584978339,0.0507233454457492,0.7957430705449133,0.975,3.713670500000262,0.8555555555555556,0.7666666666666668,0.8747252747252747,0.9605702576996152,0.8952153402153404,0.8555555555555556,0.7666666666666668,0.8747252747252747,0.9605702576996152,0.8952153402153404,0.8424213471644032,0.0447689892854705,0.0539298584978339,0.0507233454457492,0.7957430705449133,0.97,0.7291195392608643,0.5777777777777777,0.6666666666666667,0.4882051282051282,0.8549500998178498,0.7086947311947314,0.5777777777777777,0.6666666666666667,0.4882051282051282,0.8549500998178498,0.7086947311947314,both,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,2.984550960739398,0.2777777777777779,0.10000000000000009,0.38652014652014655,0.10562015788176549,0.18652060902060907,0.2777777777777779,0.10000000000000009,0.38652014652014655,0.10562015788176549,0.18652060902060907,descriptive_only_nonpaired_legacy
adult,rf,gradual,0.4,2,pi,0.8424213471644032,0.0447689892854705,0.0539298584978339,0.0507233454457492,0.7957430705449133,0.975,1.4292223000002195,0.6666666666666666,0.8,0.8989010989010989,0.9873039763860708,1.0,,,,,,0.8424213471644032,0.0447689892854705,0.0539298584978339,0.0507233454457492,0.7957430705449133,0.97,0.988490343093872,0.6666666666666666,0.8,0.912087912087912,0.9944164269241642,1.0,,,,,,both,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.4407319569063476,0.0,0.0,-0.013186813186813029,-0.0071124505380933956,0.0,,,,,,descriptive_only_nonpaired_legacy
