budget_label,n_matched,mean_delta_top5,mean_delta_top5_ci_low,mean_delta_top5_ci_high,mean_delta_cosine,mean_delta_cosine_ci_low,mean_delta_cosine_ci_high,median_runtime_ratio,median_runtime_ratio_ci_low,median_runtime_ratio_ci_high
75x1000,225,0.036669629629629434,0.03207511111111091,0.04134533333333314,0.034044278526805825,0.029979501378776013,0.03813060865449512,3.23438253020812,3.197817348260856,3.258114697117746
150x2000,225,0.07242074074074052,0.06637614814814795,0.07828296296296275,0.05114845883745517,0.04564440688394905,0.05679526296458064,9.389759978023976,9.160707062398664,9.62330868864607
