dataset,seed,model,scenario,sev_idx,severity,feature_ks_p_adj,feature_ks_alert,feature_max_std_mean_shift,prediction_ks_p,prediction_ks_alert
adult,3,hgb,noise,2,0.25,0.0,True,0.0034935880193022765,6.538074362769524e-170,True
adult,3,logreg,noise,3,0.5,0.0,True,0.0068439147584595785,1.7064108543128574e-07,True
adult,3,rf,noise,3,0.5,0.0,True,0.0068439147584595785,2.7567123035652277e-39,True
adult,3,hgb,noise,3,0.5,0.0,True,0.0068439147584595785,1.1362297602409278e-75,True
adult,3,logreg,noise,4,0.75,0.0,True,0.014230035104187905,5.455435755558419e-24,True
adult,3,rf,noise,4,0.75,0.0,True,0.014230035104187905,1.8836748368286753e-92,True
adult,3,hgb,noise,4,0.75,0.0,True,0.014230035104187905,5.578611095390815e-47,True
adult,3,logreg,noise,5,1.0,0.0,True,0.016042709957310906,1.2182101720291832e-62,True
adult,3,rf,noise,5,1.0,0.0,True,0.016042709957310906,1.7019627014769225e-159,True
adult,3,hgb,noise,5,1.0,0.0,True,0.016042709957310906,1.04464308457144e-110,True
adult,3,logreg,missing,1,0.1,7.425718173501466e-16,True,0.02580437141838416,0.1601332450887326,False
adult,3,rf,missing,1,0.1,7.425718173501466e-16,True,0.02580437141838416,0.16870444918744643,False
adult,3,hgb,missing,1,0.1,7.425718173501466e-16,True,0.02580437141838416,0.016386123472392156,False
adult,3,logreg,missing,2,0.2,2.8704068175734653e-65,True,0.041061007796937984,7.943243726987704e-05,True
adult,3,rf,missing,2,0.2,2.8704068175734653e-65,True,0.041061007796937984,0.00014051332535646748,True
adult,3,hgb,missing,2,0.2,2.8704068175734653e-65,True,0.041061007796937984,1.2205321405455967e-07,True
adult,3,logreg,missing,3,0.3,5.127521726821011e-142,True,0.0727473842190833,1.407359444594913e-11,True
adult,3,rf,missing,3,0.3,5.127521726821011e-142,True,0.0727473842190833,1.7688268733778382e-10,True
adult,3,hgb,missing,3,0.3,5.127521726821011e-142,True,0.0727473842190833,5.080260880500447e-21,True
adult,3,logreg,missing,4,0.4,1.0208176278492245e-265,True,0.08654554442410939,4.533068535751697e-21,True
adult,3,rf,missing,4,0.4,1.0208176278492245e-265,True,0.08654554442410939,8.00323664267952e-21,True
adult,3,hgb,missing,4,0.4,1.0208176278492245e-265,True,0.08654554442410939,2.8433658803022764e-38,True
adult,3,logreg,missing,5,0.5,0.0,True,0.10346631554395327,1.7876633122571906e-32,True
adult,3,rf,missing,5,0.5,0.0,True,0.10346631554395327,9.070773705696131e-31,True
adult,3,hgb,missing,5,0.5,0.0,True,0.10346631554395327,1.9323283114946037e-61,True
adult,3,logreg,quantize,1,32.0,0.0,True,0.06562122189609439,0.060645684514478604,False
adult,3,rf,quantize,1,32.0,0.0,True,0.06562122189609439,0.9999999572521363,False
adult,3,hgb,quantize,1,32.0,0.0,True,0.06562122189609439,0.0,True
adult,3,logreg,quantize,2,16.0,0.0,True,0.13874835476677944,1.492959172308345e-07,True
adult,3,rf,quantize,2,16.0,0.0,True,0.13874835476677944,4.4866604364970666e-11,True
adult,3,hgb,quantize,2,16.0,0.0,True,0.13874835476677944,0.0,True
adult,3,logreg,quantize,3,8.0,0.0,True,0.2823880903597318,7.698240236114916e-18,True
adult,3,rf,quantize,3,8.0,0.0,True,0.2823880903597318,7.943243726987025e-05,True
adult,3,hgb,quantize,3,8.0,0.0,True,0.2823880903597318,0.0,True
adult,3,logreg,quantize,4,4.0,0.0,True,0.5721758099807038,9.147800110367874e-54,True
adult,3,rf,quantize,4,4.0,0.0,True,0.5721758099807038,4.9453865698855876e-33,True
adult,3,hgb,quantize,4,4.0,0.0,True,0.5721758099807038,0.0,True
adult,3,logreg,quantize,5,2.0,0.0,True,1.1400177480687734,4.096346470457278e-195,True
adult,3,rf,quantize,5,2.0,0.0,True,1.1400177480687734,3.077836691890388e-144,True
adult,3,hgb,quantize,5,2.0,0.0,True,1.1400177480687734,0.0,True
adult,3,logreg,gradual,1,0.2,0.0,True,0.2990196383533831,1.9707922445061e-151,True
adult,3,rf,gradual,1,0.2,0.0,True,0.2990196383533831,3.94591588357636e-31,True
adult,3,hgb,gradual,1,0.2,0.0,True,0.2990196383533831,0.0,True
adult,3,logreg,gradual,2,0.4,0.0,True,0.5980392767067668,0.0,True
adult,3,rf,gradual,2,0.4,0.0,True,0.5980392767067668,7.025696653928724e-229,True
adult,3,hgb,gradual,2,0.4,0.0,True,0.5980392767067668,0.0,True
adult,3,logreg,gradual,3,0.6,0.0,True,0.8970589150601491,0.0,True
adult,3,rf,gradual,3,0.6,0.0,True,0.8970589150601491,0.0,True
adult,3,hgb,gradual,3,0.6,0.0,True,0.8970589150601491,0.0,True
adult,3,logreg,gradual,4,0.8,0.0,True,1.1960785534135314,0.0,True
adult,3,rf,gradual,4,0.8,0.0,True,1.1960785534135314,0.0,True
adult,3,hgb,gradual,4,0.8,0.0,True,1.1960785534135314,0.0,True
adult,3,logreg,gradual,5,1.0,0.0,True,1.495098191766914,0.0,True
adult,3,rf,gradual,5,1.0,0.0,True,1.495098191766914,0.0,True
adult,3,hgb,gradual,5,1.0,0.0,True,1.495098191766914,0.0,True
adult,4,logreg,mean_shift,1,0.25,0.0,True,0.2500000000000005,4.7171561142826435e-111,True
adult,4,rf,mean_shift,1,0.25,0.0,True,0.2500000000000005,4.096599875599184e-25,True
adult,4,hgb,mean_shift,1,0.25,0.0,True,0.2500000000000005,0.0,True
