dataset,model,seed,budget_instances,budget_samples,scenario,severity,n_explained,method,fit_time_s,pred_base_time_s,pred_time_s,expl_time_s,context_cache_hit,base_cache_hit,acc,flip,dconf,ece,mean_conf,stable_frac,top3_all,top5_all,spearman_all,cosine_all,sign_all,top3_stable,top5_stable,spearman_stable,cosine_stable,sign_stable
adult,hgb,2,75,1000,missing,0.5,75,lime,1.7471742630004885,0.1189260482788086,0.1107127666473388,6.940194606781006,False,False,0.8426260833958916,0.0687231283696171,0.0690420953459455,0.0184567047913239,0.8522308661996892,0.8533333333333334,0.6488888888888887,0.6453333333333332,0.4882930402930404,0.8940260621830407,0.7279888999889,0.6510416666666666,0.6437499999999999,0.4781593406593406,0.9043151063513236,0.7244667658730158
adult,hgb,2,75,1000,noise,1.0,75,lime,1.7471742630004885,0.1189260482788086,0.1203854084014892,6.801066637039185,False,False,0.7244932778270662,0.2448645328601651,0.2329757116124509,0.1930387682962815,0.9148561767691412,0.76,0.6088888888888888,0.608,0.5137289377289378,0.8126739227179788,0.7249396899396899,0.6257309941520467,0.6070175438596491,0.5049161364950839,0.8111623570239599,0.715367429841114
adult,hgb,2,75,1000,quantize,2.0,75,lime,1.7471742630004885,0.1189260482788086,0.1064648628234863,6.833295583724976,False,False,0.7937623694806524,0.1650856479901726,0.190853486324531,0.1916452359061689,0.9854076053868216,0.8,0.6311111111111112,0.5653333333333334,0.4695384615384616,0.89296200150585,0.714067636067636,0.6111111111111109,0.56,0.4432234432234432,0.9053209586022593,0.7106386206386206
adult,hgb,2,150,2000,baseline,0.0,150,lime,1.7471742630004885,0.0912835597991943,0.1573326587677002,14.740772008895874,False,False,0.8689005664369072,0.0,0.0,0.0098631358604977,0.8763767434889361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
adult,hgb,2,150,2000,gradual,1.0,150,lime,1.7471742630004885,0.0912835597991943,0.0975792407989502,14.632485389709473,False,False,0.245751723196615,0.793079915375691,0.6985841971712634,0.693667552879816,0.934314361259492,0.2266666666666666,0.5777777777777776,0.5626666666666668,0.4552673992673993,0.8849372002692651,0.7125777185777186,0.5392156862745099,0.5235294117647059,0.4016806722689075,0.6795195196718818,0.6872412718000954
adult,hgb,2,150,2000,mean_shift,2.0,150,lime,1.7471742630004885,0.0912835597991943,0.0996620655059814,14.648494720458984,False,False,0.239131918378489,0.8014741008667167,0.7571201876562227,0.753972391199693,0.9928606656546404,0.2133333333333333,0.5111111111111111,0.508,0.3547838827838828,0.8463265363889728,0.6624320494320495,0.5,0.5125,0.3234890109890109,0.6040784483385168,0.6248618568931068
adult,hgb,2,150,2000,missing,0.5,150,lime,1.7471742630004885,0.0912835597991943,0.1107497215270996,14.678815603256226,False,False,0.8426260833958916,0.0687231283696171,0.0690420953459455,0.0184567047913239,0.8522308661996892,0.8866666666666667,0.68,0.6813333333333332,0.5812161172161173,0.9358927826804956,0.7721404891404892,0.681704260651629,0.6766917293233081,0.570321407915393,0.9411839215982633,0.7679808286951143
adult,hgb,2,150,2000,noise,1.0,150,lime,1.7471742630004885,0.0912835597991943,0.1129899024963378,14.638914823532104,False,False,0.7244932778270662,0.2448645328601651,0.2329757116124509,0.1930387682962815,0.9148561767691412,0.74,0.6533333333333332,0.6359999999999999,0.5254212454212456,0.8637465019434634,0.7547475857475857,0.6456456456456459,0.6360360360360358,0.5311751311751313,0.8661798352521503,0.7671788671788671
adult,hgb,2,150,2000,quantize,2.0,150,lime,1.7471742630004885,0.0912835597991943,0.1067712306976318,14.610565900802612,False,False,0.7937623694806524,0.1650856479901726,0.190853486324531,0.1916452359061689,0.9854076053868216,0.8266666666666667,0.6644444444444444,0.6266666666666667,0.555985347985348,0.9394135655954804,0.771608077108077,0.6586021505376345,0.6225806451612901,0.5393831974477135,0.9517146929814309,0.7774094632965601
adult,hgb,3,30,500,baseline,0.0,30,lime,1.816476583480835,0.1424307823181152,0.1592040061950683,2.38002610206604,False,False,0.8729952910666757,0.0,0.0,0.0089385482863503,0.8789284786984894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
adult,hgb,3,30,500,gradual,1.0,30,lime,1.816476583480835,0.1424307823181152,0.1327357292175293,2.3456075191497803,False,False,0.2913396574080393,0.7455811096703747,0.7076971710113638,0.7057035614948206,0.9682769405906628,0.3666666666666666,0.5444444444444444,0.5000000000000001,0.4147985347985347,0.7339119200735865,0.6752562252562254,0.4848484848484848,0.5272727272727273,0.4097902097902098,0.5538884128348442,0.6636590682045228
adult,hgb,3,30,500,mean_shift,2.0,30,lime,1.816476583480835,0.1424307823181152,0.1068372726440429,2.345956563949585,False,False,0.2505971473418412,0.7863236197365727,0.7340712720694724,0.7324218277705281,0.9743400632172322,0.3666666666666666,0.5333333333333333,0.56,0.3434432234432235,0.663890953248621,0.6329453879453879,0.4848484848484847,0.4909090909090909,0.2779220779220779,0.5223636796119958,0.6166197438924712
adult,hgb,3,30,500,missing,0.5,30,lime,1.816476583480835,0.1424307823181152,0.1415290832519531,2.4540960788726807,False,False,0.8431038012693647,0.0702927728110284,0.0713086174647915,0.0191385522457554,0.8523336814745938,0.9,0.4888888888888889,0.5133333333333333,0.4420512820512821,0.8071282037964933,0.7032480482480481,0.4938271604938271,0.525925925925926,0.4472934472934473,0.8148927756267684,0.7117760839983063
adult,hgb,3,30,500,noise,1.0,30,lime,1.816476583480835,0.1424307823181152,0.1448805332183838,2.388781785964966,False,False,0.7118678768852794,0.2634955299256125,0.2485798318776074,0.2079812246322938,0.9173079340736224,0.6666666666666666,0.5111111111111111,0.5933333333333334,0.3643956043956044,0.6704999738519697,0.6647012247012248,0.4666666666666666,0.57,0.2727472527472527,0.5938268821235,0.6521790709290709
adult,hgb,3,30,500,quantize,2.0,30,lime,1.816476583480835,0.1424307823181152,0.1348440647125244,2.4202842712402344,False,False,0.7928751791442026,0.1696580904934143,0.1953307347346941,0.1961400838324969,0.988986507344822,0.7,0.5111111111111111,0.5400000000000001,0.3884249084249084,0.7979031948219484,0.62732868982869,0.5238095238095238,0.5714285714285714,0.425431711145997,0.8550438641811337,0.642766624909482
adult,hgb,3,75,1000,baseline,0.0,75,lime,1.816476583480835,0.1246039867401123,0.1570003032684326,7.011396408081055,False,False,0.8729952910666757,0.0,0.0,0.0089385482863503,0.8789284786984894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
adult,hgb,3,75,1000,gradual,1.0,75,lime,1.816476583480835,0.1246039867401123,0.1066970825195312,6.815460443496704,False,False,0.2913396574080393,0.7455811096703747,0.7076971710113638,0.7057035614948206,0.9682769405906628,0.24,0.5955555555555555,0.5359999999999999,0.4003223443223443,0.8432614188510492,0.6921825581825582,0.5555555555555555,0.4888888888888889,0.3267399267399268,0.6854481086540425,0.6510047051713719
adult,hgb,3,75,1000,mean_shift,2.0,75,lime,1.816476583480835,0.1246039867401123,0.1070635318756103,6.782320022583008,False,False,0.2505971473418412,0.7863236197365727,0.7340712720694724,0.7324218277705281,0.9743400632172322,0.2133333333333333,0.5333333333333332,0.5386666666666666,0.3517362637362637,0.8012364720783076,0.6428370518370518,0.4791666666666666,0.4375,0.3162087912087912,0.6458574855599172,0.6238599941724943
adult,hgb,3,75,1000,missing,0.5,75,lime,1.816476583480835,0.1246039867401123,0.1224737167358398,7.020210027694702,False,False,0.8431038012693647,0.0702927728110284,0.0713086174647915,0.0191385522457554,0.8523336814745938,0.9066666666666666,0.6444444444444444,0.6373333333333334,0.510974358974359,0.9033109708617892,0.7212878232878231,0.6519607843137254,0.638235294117647,0.5065934065934068,0.906469281669344,0.7241810885193238
adult,hgb,3,75,1000,noise,1.0,75,lime,1.816476583480835,0.1246039867401123,0.1335933208465576,6.670934438705444,False,False,0.7118678768852794,0.2634955299256125,0.2485798318776074,0.2079812246322938,0.9173079340736224,0.7066666666666667,0.5599999999999999,0.5893333333333333,0.4687179487179488,0.8008414694154279,0.709029045029045,0.5471698113207548,0.5849056603773586,0.4439145759900476,0.7927787126992941,0.6870129870129871
adult,hgb,3,75,1000,quantize,2.0,75,lime,1.816476583480835,0.1246039867401123,0.1175048351287841,6.9294867515563965,False,False,0.7928751791442026,0.1696580904934143,0.1953307347346941,0.1961400838324969,0.988986507344822,0.8266666666666667,0.6088888888888889,0.56,0.4588131868131868,0.8888809357076712,0.7144077034077034,0.6129032258064515,0.5709677419354838,0.4631690889755406,0.9143603701806862,0.7276813240522918
adult,hgb,3,150,2000,baseline,0.0,150,lime,1.816476583480835,0.1121866703033447,0.1600463390350341,14.76580047607422,False,False,0.8729952910666757,0.0,0.0,0.0089385482863503,0.8789284786984894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
adult,hgb,3,150,2000,gradual,1.0,150,lime,1.816476583480835,0.1121866703033447,0.1079874038696289,14.699010610580444,False,False,0.2913396574080393,0.7455811096703747,0.7076971710113638,0.7057035614948206,0.9682769405906628,0.2333333333333333,0.6377777777777778,0.5960000000000001,0.5180659340659342,0.9041990520851604,0.7199322529322529,0.5619047619047619,0.5314285714285715,0.4335949764521193,0.7756283703366635,0.6610021724307438
