arm,dataset,split,model,scenario,window,unit_id,method,budget,mse_crn,nmse_crn,bias2_plugin_crn,bias2_corrected_crn,variance_crn,top5_mismatch_crn,mse_independent,nmse_independent,bias2_plugin_independent,bias2_corrected_independent,variance_independent,top5_mismatch_independent,normalizer,mse_difference_marginal,mse_difference_cross,mse_identity_residual
E2,adult,14,logreg,null,3,E2-adult-14-logreg-null-3,ks_complement,512,4.9295795941279745e-06,5.742245260568461e-05,2.4999158220093914e-07,-6.198095192752986e-08,4.991560546055504e-06,0.012499999999999997,3.918239899773771e-06,4.564181197327084e-05,2.6612896145220845e-07,2.2654898897437642e-08,3.895585000876333e-06,0.0,0.0858475974194102,1.0923063000045696e-06,-8.096660565036923e-08,2.686682629572234e-21
E2,adult,14,logreg,null,3,E2-adult-14-logreg-null-3,leverage,512,2.197035089213333e-06,2.5592272297146218e-05,1.0936790414683042e-07,-2.980990819093642e-08,2.2268449974042694e-06,0.0,2.3984435475191968e-06,2.7938388721603374e-05,1.337646004969009e-07,-1.7213995971252175e-08,2.4156575434904493e-06,0.0,0.0858475974194102,-2.2259987578790292e-07,2.119141748203946e-08,-4.235164736271502e-22
E2,electricity,14,logreg,null,3,E2-electricity-14-logreg-null-3,ks_complement,128,5.85673937545165e-07,1.5750558280321698e-05,2.2473899571895104e-08,-1.507276962632289e-08,6.007467071714879e-07,0.0,5.840655211050125e-07,1.5707303057140974e-05,2.207992462226972e-08,-1.5385781809913137e-08,5.994513029149257e-07,0.0,0.037184328778802046,1.1121195145874363e-09,4.962969255674301e-10,-2.4037868600790984e-21
E2,electricity,14,logreg,null,3,E2-electricity-14-logreg-null-3,leverage,128,1.0343997183240146e-07,2.781816298143595e-06,8.930554845593192e-09,2.6299270464726406e-09,1.0081004478592883e-07,0.0,1.1662643208700269e-07,3.136440428460519e-06,3.513879411192219e-09,-4.026957433861813e-09,1.206533895208645e-07,0.0,0.037184328778802046,-1.9264240597726967e-08,6.077780343125873e-09,-1.3234889800848443e-22
E2,adult,14,logreg,null,4,E2-adult-14-logreg-null-4,ks_complement,512,1.2288895720064064e-05,0.00020349382691328482,1.846933784100141e-07,-6.222534443669224e-07,1.2911149164430984e-05,0.0,1.6729002770173266e-05,0.00027701828314706815,3.234158366068548e-07,-7.702899589642393e-07,1.7499292729137506e-05,0.0,0.06038952584689831,-1.073525436176484e-06,-3.366581613932724e-06,5.082197683525802e-21
E2,adult,14,logreg,null,4,E2-adult-14-logreg-null-4,leverage,512,6.7705120723668106e-06,0.00011211401277651451,2.0920887057422874e-07,-2.2821134287861005e-07,6.9987234152454205e-06,0.0,7.50336810605023e-06,0.00012424949526964392,4.015114168809982e-07,-7.194569573028391e-08,7.5753138017805134e-06,0.0,0.06038952584689831,6.512736633809724e-07,-1.3841296970643909e-06,-1.0587911840678754e-21
E2,electricity,14,logreg,null,4,E2-electricity-14-logreg-null-4,ks_complement,128,1.3991240055989313e-06,2.500982908580707e-05,3.610372938163576e-08,-5.47642890328506e-08,1.4538882946317818e-06,0.0,1.7976473755638105e-06,3.213357317827931e-05,6.034623614295683e-08,-5.5473839818433405e-08,1.8531212153822438e-06,0.0,0.055942965495630916,-3.6441656185821526e-07,-3.4106808106661215e-08,-2.7263872989747792e-21
E2,electricity,14,logreg,null,4,E2-electricity-14-logreg-null-4,leverage,128,3.0974257865872445e-07,5.536756514684854e-06,9.036329110756789e-09,-1.1010754192441051e-08,3.2075333285116544e-07,0.0,4.732877158374385e-07,8.460182824494739e-06,3.31216061004673e-08,3.777198784669222e-09,4.695105170527693e-07,0.0,0.055942965495630916,-9.153492034824786e-08,-7.201021683046527e-08,-9.132073962585426e-22
E2,adult,14,logreg,null,5,E2-adult-14-logreg-null-5,ks_complement,512,9.57103116165818e-06,0.00013701500538241618,5.329215567200095e-07,-6.961908360920179e-08,9.640650245267381e-06,0.0,1.1155626436456221e-05,0.00015969942949913696,8.612549367944581e-07,1.749635034836739e-07,1.0980662932972547e-05,0.0,0.06985389034540357,-1.155127255477431e-06,-4.294680193206151e-07,4.235164736271502e-21
E2,adult,14,logreg,null,5,E2-adult-14-logreg-null-5,leverage,512,5.9831177813807375e-06,8.56518907078227e-05,5.137435412342188e-07,1.491185918911176e-07,5.83399918948962e-06,0.0,5.994543491258797e-06,8.581545654247504e-05,1.7558308929296897e-07,-2.1234760417141947e-07,6.206891095430215e-06,0.0,0.06985389034540357,5.4167741302974665e-08,-6.559345118103256e-08,-1.4293680984916318e-21
E2,electricity,14,logreg,null,5,E2-electricity-14-logreg-null-5,ks_complement,128,1.6168891518648658e-06,0.00010364161833759808,1.7557252803481143e-07,7.948475311280779e-08,1.5374043987520583e-06,0.0,1.7022320056859234e-06,0.00010911204373649562,1.5044913572712004e-07,4.699694439653314e-08,1.6552350612893904e-06,0.0,0.015600770981769848,1.3429776816998237e-08,-9.877263063805577e-08,-5.293955920339377e-23
E2,electricity,14,logreg,null,5,E2-electricity-14-logreg-null-5,leverage,128,1.7740777358658807e-07,1.1371731165972275e-05,1.2016275585427012e-08,9.901757186829419e-10,1.7641759786790512e-07,0.0,1.8112822168291665e-07,1.1610209642496036e-05,5.874097441758459e-09,-5.809510840985421e-09,1.869377325239021e-07,0.0,0.015600770981769848,8.225446542182693e-10,-4.542992750546832e-09,-1.4889251025954498e-23
E2,adult,14,logreg,null,6,E2-adult-14-logreg-null-6,ks_complement,512,2.8469349938418284e-05,0.00020423514776185317,2.8507557316161634e-06,1.1428494511626886e-06,2.7326500487255598e-05,0.0,3.7739630164760135e-05,0.00027073884580610514,2.999242669070464e-06,6.832168360244858e-07,3.705641332873565e-05,0.0,0.13939495846040542,1.7957205122129033e-06,-1.1066000738554748e-05,-6.776263578034403e-21
E2,adult,14,logreg,null,6,E2-adult-14-logreg-null-6,leverage,512,1.4522389792466112e-05,0.00010418159991482861,1.448516928274356e-06,5.769254039949058e-07,1.3945464388471204e-05,0.0,2.2274649607626473e-05,0.00015979523114498793,1.493878169291734e-06,1.0849340673608487e-07,2.2166156200890385e-05,0.0,0.13939495846040542,-6.280761738453248e-07,-7.124183641315036e-06,0.0
E2,electricity,14,logreg,null,6,E2-electricity-14-logreg-null-6,ks_complement,128,2.65772728566318e-06,4.417462653496124e-05,4.447982510947433e-08,-1.2973667226077274e-07,2.7874639579239533e-06,0.012499999999999997,1.466228388435116e-06,2.4370480682301206e-05,5.97843506707041e-08,-3.397858518025669e-08,1.5002069736153727e-06,0.0,0.06016411442799109,4.656017023763667e-07,7.258971948516922e-07,5.082197683525802e-21
