arm,dataset,split,model,scenario,instance,unit_id,method,budget,mse_crn,nmse_crn,bias2_plugin_crn,bias2_corrected_crn,variance_crn,top5_mismatch_crn,mse_independent,nmse_independent,bias2_plugin_independent,bias2_corrected_independent,variance_independent,top5_mismatch_independent,normalizer,mse_difference_marginal,mse_difference_cross,mse_identity_residual
E1,electricity,10,hgb,null,0,E1-electricity-10-hgb-null-0,leverage,128,0.0,0.0,0.0,0.0,0.0,0.0,3.084724251579488e-05,2.777861444071159e-05,1.0281039533452165e-06,6.619625778232426e-08,3.078104625801255e-05,0.36250000000000004,1.110467283443266,2.42323521037464e-06,-3.3270477726169514e-05,-6.776263578034403e-21
E1,electricity,10,hgb,null,0,E1-electricity-10-hgb-null-0,leverage,192,0.0,0.0,0.0,0.0,0.0,0.0,8.377483409646185e-06,7.544106462704438e-06,3.940432035061141e-07,1.3651287427578926e-07,8.240970535370396e-06,0.38125,1.110467283443266,8.52847218078666e-07,-9.23033062772485e-06,0.0
E1,electricity,10,hgb,null,0,E1-electricity-10-hgb-null-0,poly3,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0013789684742269034,0.0012417911763695424,6.152654659862203e-05,1.9028419900935536e-05,0.0013599400543259678,0.3375,1.110467283443266,0.0003853462620816711,-0.0017643147363085743,0.0
E1,electricity,10,hgb,null,0,E1-electricity-10-hgb-null-0,poly3,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0001990456044338431,0.00017924490653759307,1.2967266874705431e-05,6.964739856668733e-06,0.00019208086457717436,0.38749999999999996,1.110467283443266,4.348862528637341e-05,-0.0002425342297202165,-2.710505431213761e-20
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,ks_iid,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0004136512234488535,0.009590006237490581,2.0248450622399933e-05,7.558038595740139e-06,0.0004060931848531134,0.625,0.04313357188775862,2.05423091869758e-05,-0.00043419353263582936,5.421010862427522e-20
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,ks_iid,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.00021757726882676287,0.005044267360768044,8.390349352150521e-06,1.6423842078081877e-06,0.00021593488461895468,0.61875,0.04313357188775862,-2.0133147758545357e-06,-0.00021556395405090834,0.0
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,ks_complement,512,0.0,0.0,0.0,0.0,0.0,0.0,8.812996818755745e-05,0.002043187344115336,1.4298505185743925e-06,-1.3669274707476412e-06,8.949689565830508e-05,0.70625,0.04313357188775862,9.340198001490306e-06,-9.747016618904775e-05,0.0
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,ks_complement,1024,0.0,0.0,0.0,0.0,0.0,0.0,4.030273612976031e-05,0.0009343704767746883,7.758456654583865e-07,-4.992153172610306e-07,4.0801951447021346e-05,0.66875,0.04313357188775862,2.2105522917571067e-06,-4.2513288421517414e-05,-6.776263578034403e-21
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,leverage,512,0.0,0.0,0.0,0.0,0.0,0.0,4.6980547224955e-05,0.0010891874975531104,1.4449200681247536e-06,-2.397113048267367e-08,4.7004518355437674e-05,0.6375000000000001,0.04313357188775862,-7.86312946497134e-07,-4.619423427845786e-05,-6.776263578034403e-21
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,leverage,1024,0.0,0.0,0.0,0.0,0.0,0.0,1.6447262135109287e-05,0.000381309996257858,4.529171573129603e-07,-6.302945487401797e-08,1.6510291589983305e-05,0.6500000000000001,0.04313357188775862,2.57406262994202e-07,-1.6704668398103488e-05,0.0
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,poly3,512,0.0,0.0,0.0,0.0,0.0,0.0,6.140958754110844e-05,0.0014237074476676156,1.9532235078791372e-06,3.527628100077222e-08,6.137431126010768e-05,0.58125,0.04313357188775862,2.4958167107285e-05,-8.636775464839345e-05,1.3552527156068805e-20
E1,adult,10,hgb,null,1,E1-adult-10-hgb-null-1,poly3,1024,0.0,0.0,0.0,0.0,0.0,0.0,3.541349064901798e-05,0.0008210191991790132,1.2340392525165184e-06,1.3147630424227805e-07,3.528201434477569e-05,0.63125,0.04313357188775862,-3.7284756842307642e-06,-3.1685014964787214e-05,0.0
E1,electricity,10,hgb,null,1,E1-electricity-10-hgb-null-1,ks_iid,128,0.0,0.0,0.0,0.0,0.0,0.0,0.01902482844287711,0.02676238888721814,0.000454734746684901,-0.00014430053383742835,0.01916912897671454,0.325,0.7108793061430876,0.0006736884345129857,-0.019698516877390097,0.0
E1,electricity,10,hgb,null,1,E1-electricity-10-hgb-null-1,ks_iid,192,0.0,0.0,0.0,0.0,0.0,0.0,0.009183148212268902,0.012918013132345274,0.0005125876374002651,0.00023289213498514769,0.008950256077283756,0.31875,0.7108793061430876,0.0011741652212006772,-0.01035731343346958,0.0
E1,electricity,10,hgb,null,1,E1-electricity-10-hgb-null-1,ks_complement,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0017758457691484132,0.002498097432014664,2.714379925156178e-05,-2.9265941712852784e-05,0.001805111710861266,0.3375,0.7108793061430876,-5.7398281535843326e-05,-0.0017184474876125698,0.0
