analysis_family,scope,dataset,model_scope,method,estimand_scope,scenario,severity,metric,estimate,ci_low_95,ci_high_95,n_dataset_strata,n_seed_clusters,bootstrap_replicates,replicate_unit
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.1,sign_all,0.9972533799533799,0.996211616161616,0.9982942890442891,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.1,sign_all,0.9914809523809524,0.9890500000000001,0.9929,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.1,spearman_all,0.9726641779788839,0.9690675815197874,0.9766291443115707,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.1,spearman_all,0.9656879120879122,0.9554637362637364,0.9764439560439561,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.1,spearman_all,0.9896617647058823,0.9879235294117648,0.9914,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.1,spearman_all,0.9626428571428572,0.9592857142857143,0.9664523809523811,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.1,top3_all,0.9474444444444443,0.9434444444444444,0.9514444444444443,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.1,top3_all,0.9229999999999998,0.9149999999999998,0.9309999999999998,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.1,top3_all,0.9709999999999999,0.9643333333333333,0.9766666666666668,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.1,top3_all,0.9483333333333333,0.9423333333333334,0.9543333333333333,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.1,top5_all,0.9527333333333333,0.9464666666666668,0.9591333333333333,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.1,top5_all,0.9334000000000001,0.9178000000000001,0.9490000000000001,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.1,top5_all,0.9682000000000001,0.9617999999999999,0.9745999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.1,top5_all,0.9565999999999999,0.9480000000000001,0.9667999999999999,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.25,cosine_all,0.9468204619150588,0.9412951228364841,0.9512024250807922,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.25,cosine_all,0.9439318620772287,0.9393109817916022,0.9485545498716833,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.25,cosine_all,0.9751237127580726,0.9700877133268365,0.9800412022637996,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.25,cosine_all,0.921405810909875,0.9063472757728039,0.9310674299795917,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.25,sign_all,0.9676425592925592,0.9644439664502164,0.9708526984589485,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.25,sign_all,0.9494690254190253,0.940565034965035,0.9583730158730159,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.25,sign_all,0.9876872238872239,0.986452664002664,0.9888832251082251,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.25,sign_all,0.9657714285714285,0.9620761904761904,0.9694666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.25,spearman_all,0.9178230015082957,0.9126354048157724,0.9234156251346692,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.25,spearman_all,0.9006021978021979,0.8863692307692308,0.9151956043956044,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.25,spearman_all,0.9654382352941175,0.9606235294117645,0.9708852941176469,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.25,spearman_all,0.8874285714285716,0.8841428571428572,0.8907142857142858,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.25,top3_all,0.8872222222222222,0.8806638888888887,0.8929999999999999,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.25,top3_all,0.8326666666666667,0.8186666666666665,0.8443333333333332,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.25,top3_all,0.9339999999999999,0.9266666666666665,0.9413333333333334,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.25,top3_all,0.8949999999999999,0.8826666666666666,0.9036666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.25,top5_all,0.9088666666666668,0.9007999999999999,0.9168016666666666,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.25,top5_all,0.8786000000000002,0.8580000000000002,0.8992000000000001,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.25,top5_all,0.9426,0.9342,0.952,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.25,top5_all,0.9054,0.8966000000000001,0.9164,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.5,cosine_all,0.846701431746857,0.8415723999905651,0.8517162386503673,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.5,cosine_all,0.8385121811714142,0.8326032059926757,0.8444211563501529,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.5,cosine_all,0.9121324486641293,0.9064371565241982,0.9172314623288447,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.5,cosine_all,0.7894596654050272,0.7763852077122426,0.8025341230978119,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.5,sign_all,0.9319956552706555,0.9275467677923928,0.9363953635947387,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.5,sign_all,0.9093126179376181,0.8990613469863471,0.9195638888888891,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.5,sign_all,0.9644029193029194,0.9624236624486626,0.9663556998556999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.5,sign_all,0.9222714285714286,0.9143500000000001,0.9297047619047619,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.5,spearman_all,0.8344330711771889,0.8295976308985132,0.8390068798032034,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.5,spearman_all,0.8114901098901101,0.805076923076923,0.8172307692307692,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.5,spearman_all,0.910285294117647,0.9048205882352942,0.9164794117647059,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.5,spearman_all,0.7815238095238096,0.7695238095238096,0.7925000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.5,top3_all,0.8344444444444444,0.8254444444444444,0.8443333333333333,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.5,top3_all,0.763,0.739,0.7903333333333332,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.5,top3_all,0.893,0.884,0.9033333333333333,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.5,top3_all,0.8473333333333333,0.842,0.8553333333333333,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.5,top5_all,0.8682666666666666,0.8592666666666667,0.8776,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.5,top5_all,0.8236000000000001,0.7998000000000001,0.8474000000000002,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.5,top5_all,0.9106,0.9032,0.9179999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.5,top5_all,0.8706000000000002,0.8586000000000003,0.8838000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.75,cosine_all,0.743707546199477,0.7340537965940527,0.7542892115770472,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.75,cosine_all,0.7461682888095397,0.7370618763714895,0.7569637354270107,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.75,cosine_all,0.8407236261911788,0.8293851540714687,0.8517733068172492,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.75,cosine_all,0.6442307235977129,0.6198518466392884,0.6713213359544058,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.75,sign_all,0.9032329513079514,0.8961924667462167,0.9098912777500279,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.75,sign_all,0.8854053918303919,0.8663658813408812,0.903972510822511,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.75,sign_all,0.9498375097125098,0.9483678654678656,0.9514025613275615,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.75,sign_all,0.8744559523809524,0.8668333333333333,0.8805785714285715,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.75,spearman_all,0.7644282625870863,0.7578603878474466,0.7715645423041011,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.75,spearman_all,0.7624043956043958,0.7498329670329671,0.7785582417582418,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.75,spearman_all,0.8620470588235294,0.8605382352941178,0.8642970588235294,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.75,spearman_all,0.6688333333333334,0.6557142857142859,0.6835000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.75,top3_all,0.7876666666666666,0.775,0.802888888888889,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.75,top3_all,0.7080000000000001,0.6733333333333335,0.7506666666666667,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.75,top3_all,0.8573333333333334,0.8506666666666668,0.8629999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.75,top3_all,0.7976666666666665,0.7866666666666666,0.8086666666666666,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,0.75,top5_all,0.8360666666666666,0.8255333333333333,0.8464,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,0.75,top5_all,0.7771999999999999,0.7489999999999999,0.8054,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,0.75,top5_all,0.8896000000000001,0.8860000000000001,0.8936,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,0.75,top5_all,0.8414000000000001,0.8238000000000001,0.8545999999999999,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,1.0,cosine_all,0.6561785141222274,0.637401115004237,0.6768407197032675,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,1.0,cosine_all,0.6697168638599627,0.6564372059401716,0.6829965217797537,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,1.0,cosine_all,0.7724684088391743,0.7564663791098145,0.7860245110234636,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,1.0,cosine_all,0.5263502696675453,0.4725267374231743,0.5847276342410487,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,1.0,sign_all,0.8776232175232176,0.8695334628334629,0.8858579951992451,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,1.0,sign_all,0.8696575174825176,0.8562375097125099,0.8806006382506384,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,1.0,sign_all,0.9358585636585637,0.9314518731268733,0.9394128316128316,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,1.0,sign_all,0.8273535714285714,0.8059738095238096,0.8487333333333332,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,1.0,spearman_all,0.7079158909717732,0.6977880472060619,0.7190459650398621,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,1.0,spearman_all,0.7185186813186812,0.7119868131868132,0.7243164835164835,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,1.0,spearman_all,0.8260147058823529,0.8139911764705883,0.8365529411764706,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,1.0,spearman_all,0.5792142857142857,0.551357142857143,0.6098809523809524,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,1.0,top3_all,0.7497777777777777,0.7356666666666666,0.7653333333333333,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,1.0,top3_all,0.6623333333333333,0.6243333333333333,0.7056666666666667,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,1.0,top3_all,0.8276666666666666,0.8146666666666667,0.8406666666666667,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,1.0,top3_all,0.7593333333333333,0.7496666666666666,0.768,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,noise,1.0,top5_all,0.8170666666666667,0.8046649999999999,0.8298000000000001,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,noise,1.0,top5_all,0.7446,0.7092,0.78,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,noise,1.0,top5_all,0.8775999999999999,0.8745999999999998,0.8814,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,noise,1.0,top5_all,0.8290000000000001,0.8130000000000001,0.8450000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,2.0,cosine_all,0.6925976468376631,0.6753361717900682,0.7092134975404413,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,2.0,cosine_all,0.7381959571090643,0.7191726787603157,0.7555823392573089,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,2.0,cosine_all,0.731082114496126,0.7100534909337242,0.7434504221590681,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,2.0,cosine_all,0.6085148689077989,0.56538478805771,0.6516449497578878,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,2.0,sign_all,0.8658071650571652,0.848831316045066,0.8825303208365709,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,2.0,sign_all,0.8271344100344102,0.7916970695970695,0.861536976911977,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,2.0,sign_all,0.8631347041847043,0.8588863997113998,0.8673830086580088,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,2.0,sign_all,0.9071523809523809,0.8725166666666666,0.9417880952380951,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,2.0,spearman_all,0.6746101558572146,0.6563545829742153,0.6926761491776197,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,2.0,spearman_all,0.6160747252747252,0.5894505494505494,0.6385010989010989,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,2.0,spearman_all,0.6580176470588235,0.6409058823529412,0.6771470588235294,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,2.0,spearman_all,0.7497380952380952,0.7061666666666666,0.7945238095238096,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,2.0,top3_all,0.7285555555555555,0.6921111111111111,0.7674444444444445,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,2.0,top3_all,0.6176666666666667,0.5613333333333334,0.7046666666666667,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,2.0,top3_all,0.828,0.7739999999999999,0.8683333333333332,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,2.0,top3_all,0.74,0.6719999999999999,0.8079999999999998,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,2.0,top5_all,0.8492000000000001,0.8189983333333333,0.8766666666666666,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,2.0,top5_all,0.7305999999999999,0.6773999999999998,0.7838,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,2.0,top5_all,0.8998000000000002,0.8540000000000001,0.9314,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,2.0,top5_all,0.9172,0.8549999999999999,0.9586,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,4.0,cosine_all,0.9340802013799351,0.9303499022295009,0.9379992489174632,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,4.0,cosine_all,0.9187382017309206,0.9140043481308344,0.9234720553310067,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,4.0,cosine_all,0.9548431232266321,0.9525159348747829,0.9572229465074003,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,4.0,cosine_all,0.9286592791822528,0.9182597972377868,0.9390587611267189,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,4.0,sign_all,0.9302482286232286,0.9161373278804529,0.9443207602813852,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,4.0,sign_all,0.8304341325341327,0.7926698301698304,0.8659849206349207,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,4.0,sign_all,0.9752700771450771,0.9567409257409258,0.9858064269064268,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,4.0,sign_all,0.9850404761904763,0.981857142857143,0.9884166666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,4.0,spearman_all,0.8523300114917762,0.8467808327048768,0.8575992977447391,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,4.0,spearman_all,0.7129582417582417,0.7049934065934066,0.7198901098901099,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,4.0,spearman_all,0.9195794117647059,0.9062058823529411,0.9324352941176471,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,4.0,spearman_all,0.924452380952381,0.9197380952380954,0.9302857142857144,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,4.0,top3_all,0.8637777777777776,0.8521111111111109,0.8775555555555554,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,4.0,top3_all,0.7976666666666666,0.7703333333333333,0.8363333333333332,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,4.0,top3_all,0.9119999999999999,0.8993249999999999,0.9249999999999998,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,4.0,top3_all,0.8816666666666666,0.8666666666666666,0.8966666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,4.0,top5_all,0.8984000000000001,0.8836666666666667,0.9139350000000002,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,4.0,top5_all,0.8182,0.7894,0.8516000000000001,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,4.0,top5_all,0.9368000000000001,0.917,0.9596,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,4.0,top5_all,0.9402000000000001,0.9136,0.9667999999999999,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,8.0,cosine_all,0.9808914895421492,0.9795249616310245,0.9823895920644585,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,8.0,cosine_all,0.9799656410352606,0.9790837838939778,0.9806734627167881,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,8.0,cosine_all,0.9864077964139575,0.9853831617827188,0.9874440264993314,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,8.0,cosine_all,0.9763010311772297,0.9723590268378729,0.980555996637307,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,8.0,sign_all,0.9600620157620158,0.9376889535927037,0.9822372342934843,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,8.0,sign_all,0.9038234626484627,0.8392876179376181,0.9683593073593075,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,8.0,sign_all,0.9895387751137751,0.9837008796758797,0.9953766705516705,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,8.0,sign_all,0.9868238095238094,0.983257142857143,0.9898833333333334,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,8.0,spearman_all,0.9366964950082597,0.9181847043561013,0.9557189249802484,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,8.0,spearman_all,0.8857934065934068,0.8299296703296705,0.941657142857143,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,8.0,spearman_all,0.9671294117647058,0.959270588235294,0.9763577941176468,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,8.0,spearman_all,0.9571666666666667,0.9534523809523809,0.9615476190476191,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,8.0,top3_all,0.9334444444444442,0.9134444444444444,0.9484444444444442,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,8.0,top3_all,0.9143333333333331,0.8573333333333331,0.9533333333333331,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,8.0,top3_all,0.9593333333333331,0.945,0.9723333333333333,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,8.0,top3_all,0.9266666666666665,0.9156666666666666,0.9369999999999997,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,8.0,top5_all,0.9386,0.9214000000000001,0.9546666666666667,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,8.0,top5_all,0.9128000000000001,0.8684000000000001,0.9561999999999999,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,8.0,top5_all,0.9346,0.9155999999999999,0.9527999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,8.0,top5_all,0.9683999999999999,0.9597999999999999,0.9778,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,16.0,cosine_all,0.9947956759018725,0.9943816315288406,0.9951448304964619,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,16.0,cosine_all,0.994567593017712,0.9941473634240614,0.9948816539918669,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,16.0,cosine_all,0.9959542665264035,0.9957696979807004,0.9961388350721064,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,16.0,cosine_all,0.9938651681615018,0.9927220114565853,0.99482534551647,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,16.0,sign_all,0.9914268907018906,0.977229026945277,0.9991534317534317,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,logreg,shap,local attribution,quantize,16.0,sign_all,0.9788226911976912,0.936690295815296,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,logreg,shap,local attribution,quantize,16.0,sign_all,0.9977746475746475,0.9950025363525364,0.9998166666666666,1,5,10000,seed_cluster
explanation,per_dataset,electricity,logreg,shap,local attribution,quantize,16.0,sign_all,0.9976833333333334,0.9959,0.9994666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,logreg,shap,local attribution,quantize,16.0,spearman_all,0.9798589420383538,0.9766131567370537,0.9830656369855635,3,15,10000,seed_cluster_within_fixed_dataset_stratum
