analysis_family,scope,dataset,model_scope,method,estimand_scope,scenario,severity,metric,estimate,ci_low_95,ci_high_95,n_dataset_strata,n_seed_clusters,bootstrap_replicates,replicate_unit
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,0.75,top3_all,0.7142222222222222,0.7036666666666667,0.7285555555555556,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,0.75,top3_all,0.7213333333333334,0.7184444444444444,0.7243333333333334,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,0.75,top3_all,0.698,0.6921111111111111,0.703,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,0.75,top5_all,0.7766888888888889,0.7715777777777778,0.7814666666666668,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,0.75,top5_all,0.7823333333333333,0.7731183333333332,0.7915350000000001,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,0.75,top5_all,0.7676000000000001,0.7598,0.7736666666666666,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,0.75,top5_all,0.7801333333333333,0.7719333333333332,0.7882666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,1.0,cosine_all,0.5462894049676928,0.5318198907583095,0.5637789242174539,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,1.0,cosine_all,0.6247581709923649,0.6153864922529543,0.6363306811753773,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,1.0,cosine_all,0.6232150452803891,0.6092735549712959,0.6373012186692429,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,1.0,cosine_all,0.3908949986303246,0.35153055310779646,0.4414189335558695,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,1.0,sign_all,0.8151943069276403,0.8105154258704259,0.8198203353822102,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,1.0,sign_all,0.8680960086210087,0.8631322205572205,0.8715077052577055,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,1.0,sign_all,0.8616250074000075,0.857225285825286,0.865134644984645,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,1.0,sign_all,0.7158619047619048,0.703282142857143,0.7284416666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,1.0,spearman_all,0.5905464040316981,0.5811126318860877,0.5997658570351218,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,1.0,spearman_all,0.7061978021978021,0.6977655677655678,0.7140630036630037,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,1.0,spearman_all,0.6825049019607843,0.671520588235294,0.693336274509804,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,1.0,spearman_all,0.38293650793650796,0.3580634920634921,0.4078095238095239,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,1.0,top3_all,0.6831481481481482,0.6778138888888888,0.6882972222222222,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,1.0,top3_all,0.6779999999999999,0.6665555555555555,0.6894444444444444,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,1.0,top3_all,0.6951111111111111,0.6855555555555555,0.7026666666666668,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,1.0,top3_all,0.6763333333333333,0.6705555555555556,0.6824444444444444,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,noise,1.0,top5_all,0.7608222222222222,0.7558444444444444,0.7671561111111111,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,noise,1.0,top5_all,0.7599333333333333,0.7468666666666667,0.7776,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,noise,1.0,top5_all,0.7525333333333333,0.7472,0.7575333333333333,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,noise,1.0,top5_all,0.7699999999999999,0.7666666666666666,0.7728666666666667,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,2.0,cosine_all,0.5431383542484122,0.5347480901292273,0.5513452965623348,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,2.0,cosine_all,0.6992605572742581,0.6832277616257106,0.7135687246278412,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,2.0,cosine_all,0.47971666231738463,0.46154243863128386,0.49789088600348547,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,2.0,cosine_all,0.4504378431535937,0.4427371176197344,0.4581944338650018,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,2.0,sign_all,0.8156546314796316,0.8088643461245545,0.8221322537801704,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,2.0,sign_all,0.8839269628519629,0.8699873265623266,0.8978665991415993,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,2.0,sign_all,0.7808742331742333,0.7741925000925002,0.7858060606060607,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,2.0,sign_all,0.7821626984126984,0.7689154761904762,0.7935011904761905,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,2.0,spearman_all,0.5829981098422276,0.5719896951387392,0.5923452292669205,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,2.0,spearman_all,0.7404058608058608,0.7294139194139195,0.7501978021978022,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,2.0,spearman_all,0.5061519607843137,0.47930294117647054,0.5238460784313725,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,2.0,spearman_all,0.5024365079365081,0.48510317460317476,0.5191507936507938,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,2.0,top3_all,0.6451851851851851,0.6325546296296296,0.6579638888888889,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,2.0,top3_all,0.6359999999999999,0.6144444444444443,0.6626666666666667,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,2.0,top3_all,0.6305555555555555,0.6117777777777778,0.6459999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,2.0,top3_all,0.6689999999999999,0.647,0.6910000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,2.0,top5_all,0.7495777777777777,0.7395772222222222,0.7593111111111112,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,2.0,top5_all,0.7459333333333332,0.7276,0.7662783333333331,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,2.0,top5_all,0.7085333333333332,0.6904,0.7253999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,2.0,top5_all,0.7942666666666666,0.7786,0.8071999999999999,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,4.0,cosine_all,0.7932047973896882,0.7851893237802866,0.8010590860929659,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,4.0,cosine_all,0.8280502800397234,0.8185322597169131,0.8382140774319623,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,4.0,cosine_all,0.7697667175161853,0.7616855372673669,0.7769382213579472,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,4.0,cosine_all,0.7817973946131556,0.7616940741891363,0.8019007150371747,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,4.0,sign_all,0.8921677581677582,0.8847008868600537,0.8994095632145632,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,4.0,sign_all,0.9245149850149851,0.909805636030636,0.9384111592111593,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,4.0,sign_all,0.8750974164724165,0.8635938385688385,0.8861915908165908,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,4.0,sign_all,0.8768908730158731,0.8635662698412698,0.888273015873016,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,4.0,spearman_all,0.778172606478489,0.7703743295266825,0.7857007296080826,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,4.0,spearman_all,0.8420293040293041,0.8352234432234432,0.8514329670329672,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,4.0,spearman_all,0.7471313725490195,0.738728431372549,0.7540941176470588,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,4.0,spearman_all,0.745357142857143,0.7256269841269842,0.7650317460317462,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,4.0,top3_all,0.7668148148148148,0.7575185185185185,0.7759629629629629,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,4.0,top3_all,0.7842222222222222,0.7703333333333333,0.8009999999999999,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,4.0,top3_all,0.7088888888888889,0.689111111111111,0.7253333333333332,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,4.0,top3_all,0.8073333333333335,0.7935555555555556,0.818,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,4.0,top5_all,0.8149111111111113,0.8084222222222222,0.8233555555555556,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,4.0,top5_all,0.8314666666666668,0.8149333333333333,0.8564,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,4.0,top5_all,0.7558666666666667,0.7504000000000001,0.7613333333333333,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,4.0,top5_all,0.8574000000000002,0.8514000000000002,0.8635999999999999,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,8.0,cosine_all,0.8709257130613522,0.8645252671374356,0.8777638484209622,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,8.0,cosine_all,0.8767286554487598,0.8686490420783495,0.88429684707727,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,8.0,cosine_all,0.8878384038519529,0.876921411378372,0.9017588647886544,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,8.0,cosine_all,0.8482100798833437,0.8355414759621281,0.8633678640415898,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,8.0,sign_all,0.9264767242017241,0.9185369910876161,0.9343449115544951,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,8.0,sign_all,0.9541690041440042,0.9327669164169166,0.9755710918710919,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,8.0,sign_all,0.9136679144929145,0.9076890100640101,0.9198126059126059,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,8.0,sign_all,0.911593253968254,0.9061896825396826,0.9169968253968255,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,8.0,spearman_all,0.8461222772869831,0.8372968430833871,0.855544536618066,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,8.0,spearman_all,0.9214534798534799,0.9008615384615386,0.9420454212454213,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,8.0,spearman_all,0.8201117647058822,0.8096833333333333,0.8364901960784314,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,8.0,spearman_all,0.7968015873015873,0.7855952380952381,0.8052063492063493,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,8.0,top3_all,0.833259259259259,0.8238148148148147,0.8409629629629629,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,8.0,top3_all,0.8535555555555554,0.8294444444444444,0.8672222222222221,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,8.0,top3_all,0.8031111111111111,0.7876666666666665,0.8176666666666665,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,8.0,top3_all,0.8431111111111109,0.8395555555555555,0.8465555555555554,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,8.0,top5_all,0.8566666666666668,0.8491777777777778,0.8632227777777779,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,8.0,top5_all,0.8957333333333335,0.8742666666666669,0.9136666666666666,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,8.0,top5_all,0.8004,0.7918666666666667,0.8089333333333334,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,8.0,top5_all,0.8738666666666667,0.8716666666666667,0.8754666666666665,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,16.0,cosine_all,0.9066483286319263,0.9001497955285146,0.9126950538317774,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,16.0,cosine_all,0.8830609001568341,0.8740954635824,0.8903269312068061,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,16.0,cosine_all,0.9518923699802668,0.9474224589685771,0.9577395050458903,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,16.0,cosine_all,0.8849917157586781,0.867785786675967,0.9001953242451197,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,16.0,sign_all,0.9533581819415152,0.9476831866975618,0.9585156169139503,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,16.0,sign_all,0.9661544936544937,0.9533573833573834,0.9742129074629075,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,16.0,sign_all,0.965950210900211,0.9635491452991454,0.9679384337884338,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,16.0,sign_all,0.9279698412698412,0.9151956349206349,0.9392821428571428,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,16.0,spearman_all,0.8991188908041851,0.891266245032201,0.9067830071943307,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,16.0,spearman_all,0.9377025641025641,0.9338007326007327,0.9408879120879121,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,16.0,spearman_all,0.9151382352941176,0.91075,0.9213450980392157,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,16.0,spearman_all,0.844515873015873,0.8227539682539684,0.8662777777777778,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,16.0,top3_all,0.8698518518518519,0.8633333333333333,0.876,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,16.0,top3_all,0.8648888888888889,0.8502222222222221,0.8758888888888888,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,16.0,top3_all,0.8771111111111111,0.8663333333333334,0.889111111111111,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,16.0,top3_all,0.8675555555555554,0.861111111111111,0.8747777777777778,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,16.0,top5_all,0.8927333333333335,0.8890216666666666,0.8966005555555555,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,16.0,top5_all,0.9114000000000001,0.9038666666666668,0.9196,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,16.0,top5_all,0.8762000000000001,0.8693333333333332,0.8844,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,16.0,top5_all,0.8906000000000001,0.8868666666666668,0.8944666666666666,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,32.0,cosine_all,0.9415848688793607,0.9382158484997215,0.944502739290078,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,32.0,cosine_all,0.8923937828043949,0.8836907622189667,0.8992421218771798,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,32.0,cosine_all,0.9876223568013318,0.9863155173902323,0.9887328815999232,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,32.0,cosine_all,0.9447384670323554,0.9396533054194338,0.9494871178001848,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,32.0,sign_all,0.9768192261442262,0.972135852041477,0.9810861937136937,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,32.0,sign_all,0.9879852453102455,0.9821292568542569,0.9930922318422318,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,32.0,sign_all,0.9900831474081475,0.9870256373256373,0.9924869676619676,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,32.0,sign_all,0.9523892857142858,0.9399642857142856,0.9637373015873015,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,32.0,spearman_all,0.9461838313103019,0.9401210353372118,0.9514761246977423,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,32.0,spearman_all,0.9645714285714286,0.95756336996337,0.9718930402930402,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,32.0,spearman_all,0.9644245098039214,0.9609019607843136,0.9676254901960784,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,32.0,spearman_all,0.9095555555555557,0.8925476190476191,0.9228412698412699,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,32.0,top3_all,0.9085555555555554,0.9047407407407406,0.9125185185185184,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,32.0,top3_all,0.8805555555555555,0.8718888888888887,0.8892222222222221,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,32.0,top3_all,0.9415555555555555,0.9366666666666668,0.9464444444444444,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,32.0,top3_all,0.9035555555555554,0.8982222222222223,0.9098888888888886,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,shap,local attribution,quantize,32.0,top5_all,0.9293111111111112,0.9253333333333335,0.9333555555555556,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,shap,local attribution,quantize,32.0,top5_all,0.9364666666666668,0.9278000000000001,0.9451333333333334,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,shap,local attribution,quantize,32.0,top5_all,0.938,0.9337333333333333,0.9421999999999999,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,shap,local attribution,quantize,32.0,top5_all,0.9134666666666668,0.9065333333333333,0.9204000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,baseline,0.0,cosine_all,1.0,1.0,1.0,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,baseline,0.0,cosine_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,baseline,0.0,cosine_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,baseline,0.0,cosine_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,baseline,0.0,sign_all,1.0,1.0,1.0,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,baseline,0.0,sign_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,baseline,0.0,sign_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,baseline,0.0,sign_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,baseline,0.0,spearman_all,1.0,1.0,1.0,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,baseline,0.0,spearman_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,baseline,0.0,spearman_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,baseline,0.0,spearman_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,baseline,0.0,top3_all,1.0,1.0,1.0,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,baseline,0.0,top3_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,baseline,0.0,top3_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,baseline,0.0,top3_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,baseline,0.0,top5_all,1.0,1.0,1.0,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,baseline,0.0,top5_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,baseline,0.0,top5_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,baseline,0.0,top5_all,1.0,1.0,1.0,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,gradual,0.2,cosine_all,0.9666541103813975,0.9640169878884648,0.9690353997505571,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,gradual,0.2,cosine_all,0.934058417915727,0.926901895821727,0.9406269231791514,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,gradual,0.2,cosine_all,0.9750568327861704,0.9723945276550456,0.9777191379172949,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,gradual,0.2,cosine_all,0.9908470804422951,0.988617031998438,0.9924785486307595,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,gradual,0.2,sign_all,0.9316986254486254,0.9255953338328338,0.9372393287268288,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,hgb,lime,local attribution,gradual,0.2,sign_all,0.8911224146224146,0.8784239279239279,0.8997505642505643,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,hgb,lime,local attribution,gradual,0.2,sign_all,0.9640369537869539,0.9517439504939504,0.9730046620046618,1,5,10000,seed_cluster
explanation,per_dataset,electricity,hgb,lime,local attribution,gradual,0.2,sign_all,0.939936507936508,0.9316507936507936,0.9492698412698413,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,hgb,lime,local attribution,gradual,0.2,spearman_all,0.8414713782949077,0.8336287976729153,0.8500874260815436,3,15,10000,seed_cluster_within_fixed_dataset_stratum
