record_type,scope,dataset,model,seed,method,method_estimand,predictor,explanation_endpoint,rho,correlation_status,estimate,ci_low_95,ci_high_95,n_conditions,n_seed_clusters,bootstrap_replicates,replicate_unit
block,within_dataset_model_seed,bank-marketing,hgb,3.0,lime,local_attribution,flip,top5_instability,0.9238169210178772,ok,0.9238169210178772,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,lime,local_attribution,flip,top5_instability,0.9261255014119243,ok,0.9261255014119243,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,lime,local_attribution,flip,top5_instability,0.8212369254657236,ok,0.8212369254657236,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,lime,local_attribution,flip,top5_instability,0.8864197377986363,ok,0.8864197377986363,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,lime,local_attribution,flip,top5_instability,0.8373394068803179,ok,0.8373394068803179,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,lime,local_attribution,flip,top5_instability,0.8910936036500647,ok,0.8910936036500647,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,lime,local_attribution,flip,top5_instability,0.923682275988532,ok,0.923682275988532,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,lime,local_attribution,flip,top5_instability,0.9330002374563092,ok,0.9330002374563092,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,lime,local_attribution,flip,top5_instability,0.9279526554658801,ok,0.9279526554658801,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,lime,local_attribution,flip,top5_instability,0.9566895672663102,ok,0.9566895672663102,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,lime,local_attribution,flip,top5_instability,0.9778637830408161,ok,0.9778637830408161,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,lime,local_attribution,flip,top5_instability,0.9694055877223431,ok,0.9694055877223431,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,lime,local_attribution,flip,top5_instability,0.855658452157661,ok,0.855658452157661,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,lime,local_attribution,flip,top5_instability,0.9081464056492023,ok,0.9081464056492023,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,lime,local_attribution,flip,top5_instability,0.9344911373435735,ok,0.9344911373435735,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,lime,local_attribution,flip,top5_instability,0.9326407690409413,ok,0.9326407690409413,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,lime,local_attribution,flip,top5_instability,0.9449579397422663,ok,0.9449579397422663,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,lime,local_attribution,flip,top5_instability,0.8676146098456958,ok,0.8676146098456958,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,lime,local_attribution,flip,top5_instability,0.9458761970349179,ok,0.9458761970349179,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,lime,local_attribution,flip,top5_instability,0.9088476771094166,ok,0.9088476771094166,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,lime,local_attribution,flip,top5_instability,0.8151998046712327,ok,0.8151998046712327,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,lime,local_attribution,flip,top5_instability,0.8681709495950654,ok,0.8681709495950654,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,lime,local_attribution,flip,top5_instability,0.9289976533393156,ok,0.9289976533393156,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,lime,local_attribution,flip,top5_instability,0.9359247278049775,ok,0.9359247278049775,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,lime,local_attribution,flip,top5_instability,0.9128678760901406,ok,0.9128678760901406,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,lime,local_attribution,flip,top5_instability,0.8866638984768718,ok,0.8866638984768718,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,lime,local_attribution,flip,top5_instability,0.9499617903396795,ok,0.9499617903396795,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7405270381262203,ok,0.7405270381262203,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7220619483443717,ok,0.7220619483443717,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7761538461538461,ok,0.7761538461538461,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7613002641308,ok,0.7613002641308,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7753846153846154,ok,0.7753846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,-0.017695711040938252,ok,-0.017695711040938252,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.043243565567945695,ok,0.043243565567945695,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.053678677511300954,ok,0.053678677511300954,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,-0.08262609849589625,ok,-0.08262609849589625,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.06178840576840398,ok,0.06178840576840398,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9607692307692307,ok,0.9607692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9284615384615384,ok,0.9284615384615384,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.953076923076923,ok,0.953076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9405655107629136,ok,0.9405655107629136,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8340065551468289,ok,0.8340065551468289,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.6951336924125091,ok,0.6951336924125091,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.6661538461538461,ok,0.6661538461538461,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8238461538461539,ok,0.8238461538461539,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8530769230769231,ok,0.8530769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8684615384615384,ok,0.8684615384615384,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.3135761592746502,ok,0.3135761592746502,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.364165416497531,ok,0.364165416497531,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.3337858444327348,ok,0.3337858444327348,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.34157813892656347,ok,0.34157813892656347,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.3719605324972616,ok,0.3719605324972616,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.5892996357415111,ok,0.5892996357415111,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7520677192398757,ok,0.7520677192398757,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.7536064767216963,ok,0.7536064767216963,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.6372908508408892,ok,0.6372908508408892,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8593420712123827,ok,0.8593420712123827,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9046153846153847,ok,0.9046153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9053846153846155,ok,0.9053846153846155,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8346153846153845,ok,0.8346153846153845,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.8784615384615384,ok,0.8784615384615384,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.78,ok,0.78,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,-0.11583097919985456,ok,-0.11583097919985456,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.1660244035197915,ok,0.1660244035197915,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.16447999046379347,ok,0.16447999046379347,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.13941009051496148,ok,0.13941009051496148,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.11428656614385649,ok,0.11428656614385649,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9705712816584176,ok,0.9705712816584176,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9276923076923077,ok,0.9276923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9761538461538463,ok,0.9761538461538463,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9646153846153847,ok,0.9646153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,pi,global_grouped_predictive_importance,accuracy_drop,cosine_instability,0.9046153846153847,ok,0.9046153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.6776923076923077,ok,0.6776923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.673076923076923,ok,0.673076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.6569230769230769,ok,0.6569230769230769,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.7230769230769231,ok,0.7230769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.7353846153846154,ok,0.7353846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.07309098038648408,ok,-0.07309098038648408,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.06023210918392437,ok,-0.06023210918392437,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.04401577209594473,ok,-0.04401577209594473,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.14363041420781966,ok,-0.14363041420781966,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.020077369727974786,ok,-0.020077369727974786,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9223076923076923,ok,0.9223076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8976923076923078,ok,0.8976923076923078,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9276923076923077,ok,0.9276923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8584615384615385,ok,0.8584615384615385,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.7730769230769231,ok,0.7730769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.7369230769230769,ok,0.7369230769230769,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.7284615384615384,ok,0.7284615384615384,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8523076923076923,ok,0.8523076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8446153846153847,ok,0.8446153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8876923076923076,ok,0.8876923076923076,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.004633239167994182,ok,-0.004633239167994182,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.06023210918392437,ok,0.06023210918392437,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.018532956671976727,ok,-0.018532956671976727,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.06872638099191371,ok,0.06872638099191371,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.09807022905587685,ok,0.09807022905587685,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.5292307692307692,ok,0.5292307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.6261538461538462,ok,0.6261538461538462,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.4146153846153846,ok,0.4146153846153846,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.4623076923076923,ok,0.4623076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.5507692307692308,ok,0.5507692307692308,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9338461538461538,ok,0.9338461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9253846153846155,ok,0.9253846153846155,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.86,ok,0.86,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.91,ok,0.91,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.8084615384615383,ok,0.8084615384615383,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,-0.19691266463975274,ok,-0.19691266463975274,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.08262609849589625,ok,0.08262609849589625,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.047876804735939874,ok,0.047876804735939874,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.015444130559980606,ok,0.015444130559980606,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.050965630847936004,ok,0.050965630847936004,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9623076923076924,ok,0.9623076923076924,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9276923076923077,ok,0.9276923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9723076923076923,ok,0.9723076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9653846153846154,ok,0.9653846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,pi,global_grouped_predictive_importance,dconf,cosine_instability,0.9,ok,0.9,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.666923076923077,ok,0.666923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.6792307692307692,ok,0.6792307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.6646153846153847,ok,0.6646153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.7146153846153845,ok,0.7146153846153845,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.7169230769230769,ok,0.7169230769230769,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.10578957687517432,ok,-0.10578957687517432,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.11119774003186038,ok,-0.11119774003186038,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.1042478812798691,ok,-0.1042478812798691,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.15521351212780513,ok,-0.15521351212780513,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.06177652223992242,ok,-0.06177652223992242,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.8492307692307692,ok,0.8492307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.7007692307692307,ok,0.7007692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.7653846153846153,ok,0.7653846153846153,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.8115384615384615,ok,0.8115384615384615,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.57,ok,0.57,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.666923076923077,ok,0.666923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.6238461538461538,ok,0.6238461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.7946153846153846,ok,0.7946153846153846,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.8207692307692308,ok,0.8207692307692308,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.8623076923076922,ok,0.8623076923076922,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.6061821244792388,ok,-0.6061821244792388,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.431663449151458,ok,-0.431663449151458,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.5297336782073347,ok,-0.5297336782073347,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.2386118171517004,ok,-0.2386118171517004,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.4756792212474027,ok,-0.4756792212474027,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.25230769230769234,ok,0.25230769230769234,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.3807692307692308,ok,0.3807692307692308,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.15384615384615383,ok,0.15384615384615383,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.2453846153846154,ok,0.2453846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.2946153846153846,ok,0.2946153846153846,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.9569230769230769,ok,0.9569230769230769,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.9338461538461538,ok,0.9338461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.883076923076923,ok,0.883076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.9215384615384615,ok,0.9215384615384615,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,0.816923076923077,ok,0.816923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.2710444913276597,ok,-0.2710444913276597,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.018532956671976727,ok,-0.018532956671976727,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.08803154419188947,ok,-0.08803154419188947,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.10502008780786812,ok,-0.10502008780786812,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,cosine_instability,-0.10193126169587201,ok,-0.10193126169587201,,,25,1,0,single_seed_block
