record_type,scope,dataset,model,seed,method,method_estimand,predictor,explanation_endpoint,rho,correlation_status,estimate,ci_low_95,ci_high_95,n_conditions,n_seed_clusters,bootstrap_replicates,replicate_unit
block,within_dataset_model_seed,adult,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.5229093161079117,ok,0.5229093161079117,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6642106964829025,ok,0.6642106964829025,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.7428475112106241,ok,0.7428475112106241,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.22617377078714185,ok,0.22617377078714185,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6998906521770524,ok,0.6998906521770524,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.234669832040529,ok,-0.234669832040529,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.22581600205109567,ok,-0.22581600205109567,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.3734167085477656,ok,0.3734167085477656,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.1635721640219061,ok,-0.1635721640219061,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.08939803125353483,ok,-0.08939803125353483,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.8216168806947274,ok,0.8216168806947274,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.4552184814764357,ok,0.4552184814764357,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.7807826135496932,ok,0.7807826135496932,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6993717907551978,ok,0.6993717907551978,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.20965696734438366,ok,0.20965696734438366,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.43452409462674085,ok,0.43452409462674085,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.49200444720386016,ok,0.49200444720386016,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.3410955201203233,ok,0.3410955201203233,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.3838872034868626,ok,0.3838872034868626,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.22188007849009164,ok,0.22188007849009164,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.29018521534954045,ok,-0.29018521534954045,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.5200314339611524,ok,-0.5200314339611524,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.2219063411496486,ok,0.2219063411496486,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.16984155512168936,ok,0.16984155512168936,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.4498234510602419,ok,0.4498234510602419,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6001068280966357,ok,0.6001068280966357,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.20483662259967564,ok,0.20483662259967564,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.5370912764639288,ok,0.5370912764639288,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.4575010541240379,ok,0.4575010541240379,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.27086054665428255,ok,0.27086054665428255,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.3775990875119992,ok,0.3775990875119992,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.30141527230298426,ok,0.30141527230298426,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.04089304100547653,ok,-0.04089304100547653,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.10853039276555741,ok,-0.10853039276555741,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.23378595005975897,ok,-0.23378595005975897,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.0756534415836003,ok,-0.0756534415836003,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,-0.23782574707724705,ok,-0.23782574707724705,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6114295984380818,ok,0.6114295984380818,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.3929126389928706,ok,0.3929126389928706,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.7505110765213008,ok,0.7505110765213008,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.7152583892072889,ok,0.7152583892072889,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,pi,global_grouped_predictive_importance,ece_increase,top5_instability,0.6355939748414083,ok,0.6355939748414083,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.5995918889182399,ok,0.5995918889182399,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.729083316683243,ok,0.729083316683243,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.7985610745514209,ok,0.7985610745514209,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.2568992641770932,ok,0.2568992641770932,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.7231617968228389,ok,0.7231617968228389,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.15644655469368596,ok,-0.15644655469368596,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.14825311439006716,ok,-0.14825311439006716,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.38368078037957587,ok,0.38368078037957587,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.14312564351916787,ok,-0.14312564351916787,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.08939803125353483,ok,-0.08939803125353483,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.8993982495696642,ok,0.8993982495696642,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.43301270189221935,ok,0.43301270189221935,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.7791353928460019,ok,0.7791353928460019,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.8251709053945624,ok,0.8251709053945624,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.5608323876462263,ok,0.5608323876462263,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.4779765040894149,ok,0.4779765040894149,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.6139719362165819,ok,0.6139719362165819,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.4754664825919657,ok,0.4754664825919657,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.5463765440931946,ok,0.5463765440931946,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.30508510792387605,ok,0.30508510792387605,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.017069718549972968,ok,-0.017069718549972968,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,,undefined_constant_endpoint_or_predictor,,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.12711879496828168,ok,0.12711879496828168,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.017069718549972968,ok,0.017069718549972968,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.2690192844704398,ok,0.2690192844704398,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.47026997156298017,ok,0.47026997156298017,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.49820189502362217,ok,0.49820189502362217,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.1706971854997297,ok,0.1706971854997297,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.5961947706424923,ok,0.5961947706424923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.4703811513685209,ok,0.4703811513685209,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.3165315236360564,ok,0.3165315236360564,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.3775990875119992,ok,0.3775990875119992,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.30141527230298426,ok,0.30141527230298426,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.04089304100547653,ok,-0.04089304100547653,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.12713560295393866,ok,-0.12713560295393866,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.1039048666932262,ok,-0.1039048666932262,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.06052275326688023,ok,0.06052275326688023,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,-0.1783693103079353,ok,-0.1783693103079353,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.8413689346028305,ok,0.8413689346028305,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.5200314339611524,ok,0.5200314339611524,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.8344580583692593,ok,0.8344580583692593,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.6138313248077285,ok,0.6138313248077285,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,pi,global_grouped_predictive_importance,flip,top5_instability,0.7280440075456133,ok,0.7280440075456133,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9482592981720172,ok,0.9482592981720172,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9678784560652313,ok,0.9678784560652313,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9653846153846154,ok,0.9653846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9167147697946924,ok,0.9167147697946924,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9323076923076923,ok,0.9323076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9838461538461538,ok,0.9838461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9776923076923076,ok,0.9776923076923076,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9759569328447901,ok,0.9759569328447901,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9830769230769232,ok,0.9830769230769232,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9744181753629693,ok,0.9744181753629693,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9930769230769231,ok,0.9930769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9915384615384615,ok,0.9915384615384615,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9938461538461538,ok,0.9938461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9967301588493698,ok,0.9967301588493698,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.982111962772073,ok,0.982111962772073,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9728794178811486,ok,0.9728794178811486,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9700000000000001,ok,0.9700000000000001,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9661538461538461,ok,0.9661538461538461,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9715384615384616,ok,0.9715384615384616,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.953076923076923,ok,0.953076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.7901519669149384,ok,0.7901519669149384,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.787074451951297,ok,0.787074451951297,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.8604965836233263,ok,0.8604965836233263,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.8314090223394278,ok,0.8314090223394278,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.7999231065373456,ok,0.7999231065373456,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.671670714806621,ok,0.671670714806621,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.8036160948808696,ok,0.8036160948808696,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.6355068399919562,ok,0.6355068399919562,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.8043103129574025,ok,0.8043103129574025,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.6811623224567476,ok,0.6811623224567476,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9723076923076923,ok,0.9723076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9684615384615385,ok,0.9684615384615385,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9792307692307692,ok,0.9792307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9815384615384616,ok,0.9815384615384616,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,hgb,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9784615384615385,ok,0.9784615384615385,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9707692307692307,ok,0.9707692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.976923076923077,ok,0.976923076923077,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9907692307692307,ok,0.9907692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9928832651448178,ok,0.9928832651448178,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,logreg,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9869230769230769,ok,0.9869230769230769,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,0.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9874976139584454,ok,0.9874976139584454,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,1.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9838461538461538,ok,0.9838461538461538,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,2.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9892307692307692,ok,0.9892307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,3.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9900000000000001,ok,0.9900000000000001,,,25,1,0,single_seed_block
block,within_dataset_model_seed,electricity,rf,4.0,shap,local_attribution,accuracy_drop,cosine_instability,0.9900000000000001,ok,0.9900000000000001,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,0.0,shap,local_attribution,dconf,cosine_instability,0.9861538461538462,ok,0.9861538461538462,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,1.0,shap,local_attribution,dconf,cosine_instability,0.9715384615384616,ok,0.9715384615384616,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,2.0,shap,local_attribution,dconf,cosine_instability,0.9607692307692307,ok,0.9607692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,3.0,shap,local_attribution,dconf,cosine_instability,0.9476923076923076,ok,0.9476923076923076,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,hgb,4.0,shap,local_attribution,dconf,cosine_instability,0.98,ok,0.98,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,0.0,shap,local_attribution,dconf,cosine_instability,0.9692307692307693,ok,0.9692307692307693,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,1.0,shap,local_attribution,dconf,cosine_instability,0.9738461538461539,ok,0.9738461538461539,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,2.0,shap,local_attribution,dconf,cosine_instability,0.9861538461538462,ok,0.9861538461538462,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,3.0,shap,local_attribution,dconf,cosine_instability,0.98,ok,0.98,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,logreg,4.0,shap,local_attribution,dconf,cosine_instability,0.9707692307692307,ok,0.9707692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,0.0,shap,local_attribution,dconf,cosine_instability,0.9700000000000001,ok,0.9700000000000001,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,1.0,shap,local_attribution,dconf,cosine_instability,0.9715384615384616,ok,0.9715384615384616,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,2.0,shap,local_attribution,dconf,cosine_instability,0.9730769230769231,ok,0.9730769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,3.0,shap,local_attribution,dconf,cosine_instability,0.9615384615384615,ok,0.9615384615384615,,,25,1,0,single_seed_block
block,within_dataset_model_seed,adult,rf,4.0,shap,local_attribution,dconf,cosine_instability,0.9792307692307692,ok,0.9792307692307692,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,0.0,shap,local_attribution,dconf,cosine_instability,0.9876923076923078,ok,0.9876923076923078,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,1.0,shap,local_attribution,dconf,cosine_instability,0.9930769230769231,ok,0.9930769230769231,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,2.0,shap,local_attribution,dconf,cosine_instability,0.9907692307692307,ok,0.9907692307692307,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,3.0,shap,local_attribution,dconf,cosine_instability,0.9823076923076923,ok,0.9823076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,hgb,4.0,shap,local_attribution,dconf,cosine_instability,0.9853846153846154,ok,0.9853846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,0.0,shap,local_attribution,dconf,cosine_instability,0.9646153846153847,ok,0.9646153846153847,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,1.0,shap,local_attribution,dconf,cosine_instability,0.9700000000000001,ok,0.9700000000000001,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,2.0,shap,local_attribution,dconf,cosine_instability,0.9653846153846154,ok,0.9653846153846154,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,3.0,shap,local_attribution,dconf,cosine_instability,0.9723076923076923,ok,0.9723076923076923,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,logreg,4.0,shap,local_attribution,dconf,cosine_instability,0.9615384615384615,ok,0.9615384615384615,,,25,1,0,single_seed_block
block,within_dataset_model_seed,bank-marketing,rf,0.0,shap,local_attribution,dconf,cosine_instability,0.9907692307692307,ok,0.9907692307692307,,,25,1,0,single_seed_block
