record_type,scope,analysis_family,dataset,model,scenario,seed,method,method_estimand,endpoint,expected_direction,n_levels,spearman_rho,monotone_non_decreasing,violation_count,min_step,monotone_fraction,n_blocks
block,dataset_model_seed_scenario,explanation,adult,hgb,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03107834908750229,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.006113141123557098,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00305404125887343,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.012218354733085968,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.015989944689779545,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.012453439196802085,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.001889432666751012,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008404607422277222,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.012939479232204176,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008449242725163786,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.019396465691851827,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.009731548977208071,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0035379089551297316,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.009255005726016119,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.015467029144859201,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03537571300007758,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.024756095412573842,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.023313062759101943,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.010856254278728827,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014302491256147798,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0019071410511219966,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.002321804554725193,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.002443760450670629,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0016406306380757352,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0018852328892242642,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.02403402128904064,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.02183926808642278,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.026423484857868162,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.027250979957080035,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.009525642020579816,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014982330384230691,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.009749476026453707,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.010143151439749754,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014359004510082207,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008844654317303413,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0007374765032004404,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0011607694503892318,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00112855638786713,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008255917878899899,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0011856382324944015,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0465849496081252,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0323789992146567,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.029397463114495426,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03131583525096304,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.042865236497091286,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03293353838298385,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.033212697496904364,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0388753579880694,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03139698635412158,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.04670667258266836,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008187493998352502,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,1.5802900591443958e-05,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.007552481319650806,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.007607746603913723,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.007962397545987598,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.01703432220902712,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.02057486877483039,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.020101079537370614,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.026784530758804825,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.016763342631034406,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.015040685302870727,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03366404261394551,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.034050406086187146,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.038844995680334615,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03150274914667284,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0012016651331537842,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0013669338324905356,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0015203006760071691,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.001065009410432749,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.001689720741175238,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014807927831344991,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.015434659751350499,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.02636585729268759,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.024359941933084883,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.019376770420838962,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.01521494894852593,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008856397814155925,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.009909868028843194,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008198439560077375,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008571041565105353,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0010953220225807803,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008673779095823564,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008765269167235745,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0007740789466106346,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008612139555804754,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.018046525954683923,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.031082285767365492,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.023509485716935008,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.017211134995347765,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.030903895107300183,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.011571278505343341,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.004320495991086415,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.009542671360454391,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00026947570538682353,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.00930963679901975,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.0012102740632552456,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00024044247627041937,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.000608057683860852,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0017574296735751727,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.49999999999999994,0.0,1,-0.0013834317947528652,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00399435426922834,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0004377857938774321,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.49999999999999994,0.0,3,-0.001446184402520534,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-9.740377131972622e-05,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.0034936297452252685,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.003735708215626632,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.005099451546523803,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.002038142447400748,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.04028410660022419,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.007963587781642412,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.001535076187158757,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,-0.6,0.0,2,-0.0012553861619000184,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.0006626235055552376,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0016516369809254083,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.001027531277656979,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.006930534769219232,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0028537648644407776,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.003991711378130147,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.010400196617881274,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.004006446898606408,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.007010841813980373,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00025886870860336586,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.003324498003867693,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.0029900918747464145,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0010911022697115413,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.3,0.0,2,-0.0002334230888539901,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.3,0.0,2,-0.00025687536610163875,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-3.769322541324893e-05,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-8.936028264339146e-05,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.19999999999999998,0.0,2,-0.0005802018251187535,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0038772716443568056,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.004495040894057611,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.005242896491472582,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0006533117484835982,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00357771277938701,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.018250127797871607,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.03162319118074963,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.013674232526398655,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.015974363377380008,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008777008571839162,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,0.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0016374398352231312,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,1.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0020841532163338172,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,2.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0010337898219759944,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,3.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0015815250451993723,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,4.0,lime,local_attribution,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00035303742394365845,1.0,1
